date,FU676330023.Q,FU675013025.Q,FU674090005.Q,FU674022005.Q,FU673061103.Q,FU673061703.Q,FU674023005.Q,FU673069005.Q,FU673065005.Q,FU673065105.Q,FU673065405.Q,FU673065505.Q,FU673066000.Q,FU673070003.Q,FU673090543.Q,FU674122005.Q,FU673169105.Q,FU673163005.Q,FU677005005.Q,FU675013013.Q,FU643065045.Q
1984:Q1,0.00,0.00,1975.00,1755.00,0.00,1755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,0.00,1975.00,220.00,1755.00,0.00,0.00,500.00
1984:Q2,0.00,0.00,1970.00,1750.00,0.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,0.00,1970.00,220.00,1750.00,0.00,0.00,500.00
1984:Q3,0.00,0.00,1970.00,1750.00,0.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,0.00,1970.00,220.00,1750.00,0.00,0.00,500.00
1984:Q4,0.00,0.00,2769.00,549.00,0.00,549.00,2000.00,0.00,2000.00,2000.00,0.00,0.00,0.00,220.00,0.00,2769.00,220.00,2549.00,0.00,0.00,556.00
1985:Q1,0.00,0.00,4589.00,3828.00,0.00,3828.00,541.00,0.00,541.00,541.00,0.00,0.00,0.00,220.00,0.00,4589.00,220.00,4369.00,0.00,0.00,24.00
1985:Q2,0.00,0.00,3805.00,1684.00,0.00,1684.00,1901.00,0.00,1901.00,1816.00,0.00,85.00,0.00,220.00,0.00,3805.00,220.00,3585.00,0.00,0.00,30.00
1985:Q3,0.00,0.00,3561.00,2751.00,0.00,2751.00,590.00,0.00,590.00,592.00,0.00,-2.00,0.00,220.00,0.00,3561.00,220.00,3341.00,0.00,0.00,40.00
1985:Q4,0.00,0.00,3880.00,724.00,0.00,724.00,2936.00,0.00,2936.00,2455.00,0.00,481.00,0.00,220.00,0.00,3880.00,220.00,3660.00,0.00,0.00,32.00
1986:Q1,0.00,0.00,8526.00,6866.00,0.00,6866.00,1440.00,0.00,1440.00,1456.00,0.00,-16.00,0.00,220.00,0.00,8526.00,220.00,8306.00,0.00,0.00,103.00
1986:Q2,0.00,0.00,7548.00,4627.00,0.00,4627.00,2701.00,0.00,2701.00,2165.00,0.00,536.00,0.00,220.00,0.00,7548.00,220.00,7328.00,0.00,0.00,459.00
1986:Q3,0.00,0.00,6353.00,3678.00,0.00,3678.00,2455.00,0.00,2455.00,2395.00,0.00,60.00,0.00,220.00,0.00,6353.00,220.00,6133.00,0.00,0.00,631.00
1986:Q4,0.00,0.00,15122.00,28180.00,0.00,28180.00,-13278.00,0.00,-13278.00,-13415.00,165.00,-28.00,0.00,220.00,0.00,15122.00,220.00,14902.00,0.00,0.00,3302.00
1987:Q1,0.00,0.00,18478.00,15725.00,0.00,15725.00,2377.00,0.00,2377.00,1883.00,9.00,485.00,0.00,376.00,0.00,18478.00,377.00,18101.00,0.00,0.00,410.00
1987:Q2,0.00,0.00,10955.00,6778.00,0.00,6778.00,3757.00,0.00,3757.00,2944.00,19.00,794.00,0.00,420.00,0.00,10955.00,419.00,10536.00,0.00,0.00,2332.00
1987:Q3,0.00,0.00,11920.00,5411.00,0.00,5411.00,6041.00,0.00,6041.00,5818.00,190.00,33.00,0.00,468.00,0.00,11920.00,468.00,11452.00,0.00,0.00,1870.00
1987:Q4,0.00,0.00,2233.00,332.00,0.00,332.00,1381.00,0.00,1381.00,538.00,146.00,697.00,0.00,520.00,0.00,2233.00,520.00,1713.00,0.00,0.00,1713.00
1988:Q1,0.00,0.00,12072.00,9949.00,0.00,9949.00,1740.00,0.00,1740.00,1441.00,253.00,46.00,0.00,383.00,0.00,12072.00,383.00,11689.00,0.00,0.00,343.00
1988:Q2,0.00,0.00,8589.00,6372.00,0.00,6372.00,1805.00,0.00,1805.00,1508.00,9.00,288.00,0.00,412.00,0.00,8589.00,412.00,8177.00,0.00,0.00,415.00
1988:Q3,0.00,0.00,6804.00,3852.00,0.00,3852.00,2510.00,0.00,2510.00,2033.00,55.00,422.00,0.00,442.00,0.00,6804.00,442.00,6362.00,0.00,0.00,-22.00
1988:Q4,0.00,0.00,8608.00,5187.00,0.00,5187.00,2945.00,0.00,2945.00,2083.00,121.00,741.00,0.00,476.00,0.00,8608.00,476.00,8132.00,0.00,0.00,838.00
1989:Q1,0.00,0.00,11257.00,2860.00,0.00,2860.00,8097.00,216.00,1604.00,1162.00,-33.00,475.00,6277.00,300.00,0.00,11257.00,1585.00,9672.00,0.00,0.00,739.00
1989:Q2,0.00,0.00,1006.00,-2067.00,0.00,-2067.00,2773.00,2.00,1613.00,842.00,-15.00,786.00,1158.00,300.00,0.00,1006.00,1953.00,-947.00,0.00,0.00,82.00
1989:Q3,0.00,0.00,1805.00,2122.00,0.00,2122.00,-617.00,109.00,-2026.00,-3184.00,35.00,1123.00,1300.00,300.00,0.00,1805.00,2410.00,-605.00,0.00,0.00,173.00
1989:Q4,0.00,0.00,12875.00,-10946.00,0.00,-10946.00,22796.00,294.00,11002.00,9640.00,-1.00,1363.00,11500.00,1025.00,0.00,12875.00,2970.00,9905.00,0.00,0.00,-270.00
1990:Q1,0.00,0.00,10305.00,6041.00,0.00,6041.00,2616.00,178.00,-4157.00,-5160.00,39.00,964.00,6595.00,1648.00,0.00,10305.00,2969.00,7336.00,0.00,0.00,-273.00
1990:Q2,61.00,151.00,16417.00,790.00,0.00,790.00,13668.00,54.00,4586.00,4698.00,-33.00,-79.00,9028.00,1959.00,0.00,16507.00,3530.00,12977.00,0.00,90.00,446.00
1990:Q3,65.00,153.00,13412.00,1447.00,0.00,1447.00,9636.00,833.00,4588.00,4397.00,-45.00,236.00,4215.00,2329.00,0.00,13500.00,4197.00,9303.00,0.00,88.00,-879.00
1990:Q4,68.00,162.00,18987.00,-4194.00,0.00,-4194.00,20412.00,2540.00,8382.00,7769.00,-46.00,659.00,9490.00,2769.00,0.00,19081.00,4989.00,14092.00,0.00,94.00,664.00
1991:Q1,75.00,182.00,10696.00,-1785.00,0.00,-1785.00,11544.00,-46.00,5002.00,4401.00,83.00,518.00,6588.00,937.00,0.00,10803.00,1689.00,9114.00,0.00,107.00,451.00
1991:Q2,93.00,445.00,13526.00,-7252.00,0.00,-7252.00,19790.00,457.00,13973.00,13065.00,-28.00,936.00,5360.00,988.00,0.00,13878.00,1779.00,12099.00,0.00,352.00,-331.00
1991:Q3,103.00,291.00,16895.00,-7084.00,0.00,-7084.00,22938.00,772.00,13359.00,11949.00,1215.00,195.00,8807.00,1041.00,0.00,17083.00,1876.00,15207.00,0.00,188.00,-386.00
1991:Q4,96.00,-55.00,12150.00,-6900.00,0.00,-6900.00,17953.00,1296.00,11118.00,8688.00,1642.00,788.00,5539.00,1097.00,0.00,12000.00,1976.00,10024.00,0.00,-150.00,0.00
1992:Q1,87.00,-75.00,9920.00,-6494.00,0.00,-6494.00,15538.00,-459.00,12260.00,10073.00,1138.00,1049.00,3737.00,876.00,0.00,9758.00,1945.00,7813.00,0.00,-162.00,971.00
1992:Q2,95.00,240.00,12616.00,-4649.00,0.00,-4649.00,17348.00,1337.00,13171.00,9889.00,1453.00,1829.00,2840.00,-83.00,0.00,12761.00,-151.00,12912.00,0.00,145.00,-1308.00
1992:Q3,82.00,-192.00,16063.00,-7756.00,0.00,-7756.00,22970.00,14.00,18950.00,15362.00,-76.00,3664.00,4006.00,849.00,0.00,15789.00,1545.00,14244.00,0.00,-274.00,-157.00
1992:Q4,91.00,260.00,17811.00,-4061.00,0.00,-4061.00,19229.00,2055.00,10437.00,10209.00,282.00,-54.00,6737.00,2643.00,0.00,17980.00,4804.00,13176.00,0.00,169.00,-230.00
1993:Q1,88.00,1.00,15581.00,5663.00,0.00,5663.00,9683.00,4242.00,5930.00,3656.00,206.00,2068.00,-489.00,235.00,0.00,15494.00,427.00,15067.00,0.00,-87.00,0.00
1993:Q2,85.00,50.00,15753.00,3291.00,0.00,3291.00,11920.00,1863.00,10763.00,7924.00,762.00,2077.00,-706.00,542.00,0.00,15718.00,986.00,14732.00,0.00,-35.00,-1292.00
1993:Q3,70.00,-200.00,21092.00,7999.00,0.00,7999.00,14420.00,-1129.00,10800.00,10160.00,275.00,365.00,4749.00,-1327.00,0.00,20822.00,-2412.00,23234.00,0.00,-270.00,-455.00
1993:Q4,89.00,494.00,30057.00,6639.00,0.00,6639.00,20286.00,4744.00,8918.00,3894.00,553.00,4471.00,6624.00,3132.00,0.00,30462.00,5694.00,24768.00,0.00,405.00,0.00
1994:Q1,83.00,-186.00,24334.00,11185.00,0.00,11185.00,12551.00,3367.00,11662.00,11717.00,107.00,-162.00,-2478.00,598.00,0.00,24066.00,1087.00,22979.00,0.00,-268.00,-921.00
1994:Q2,81.00,107.00,12096.00,6378.00,0.00,6378.00,6769.00,-729.00,2901.00,1410.00,593.00,898.00,4597.00,-1051.00,0.00,12122.00,-1910.00,14032.00,0.00,26.00,-900.00
1994:Q3,85.00,193.00,16917.00,4409.00,0.00,4409.00,9195.00,150.00,3733.00,1147.00,256.00,2330.00,5312.00,3313.00,0.00,17025.00,6024.00,11001.00,0.00,108.00,-900.00
1994:Q4,103.00,520.00,16627.00,1201.00,0.00,1201.00,11473.00,1472.00,1835.00,829.00,491.00,515.00,8166.00,3953.00,0.00,17044.00,7186.00,9858.00,0.00,417.00,-847.00
1995:Q1,104.00,-39.00,14070.00,170.00,0.00,170.00,10918.00,1019.00,2683.00,2997.00,-40.00,-274.00,7216.00,2982.00,0.00,13928.00,5423.00,8505.00,0.00,-142.00,-316.00
1995:Q2,125.00,562.00,25781.00,4215.00,0.00,4215.00,18510.00,1966.00,3574.00,3047.00,342.00,185.00,12970.00,3056.00,0.00,26218.00,5555.00,20663.00,0.00,437.00,-736.00
1995:Q3,131.00,279.00,40446.00,13025.00,0.00,13025.00,26345.00,1257.00,1735.00,422.00,348.00,965.00,23353.00,1076.00,0.00,40594.00,5370.00,35224.00,0.00,148.00,-421.00
1995:Q4,174.00,1036.00,46158.00,3410.00,0.00,3410.00,34085.00,1727.00,8864.00,4291.00,1454.00,3119.00,23494.00,8663.00,0.00,47020.00,20948.00,26072.00,0.00,862.00,141.00
1996:Q1,175.00,38.00,26736.00,2901.00,0.00,2901.00,21891.00,633.00,9736.00,7315.00,252.00,2169.00,11522.00,1944.00,0.00,26599.00,8986.00,17613.00,0.00,-137.00,142.00
1996:Q2,407.00,4649.00,31382.00,-672.00,0.00,-672.00,32593.00,5429.00,9675.00,7132.00,649.00,1894.00,17489.00,-539.00,0.00,35624.00,4468.00,31156.00,0.00,4242.00,198.00
1996:Q3,388.00,261.00,19880.00,-2593.00,0.00,-2593.00,19930.00,-2576.00,7285.00,5645.00,957.00,683.00,15221.00,2543.00,0.00,19753.00,12066.00,7687.00,0.00,-127.00,236.00
1996:Q4,450.00,1754.00,31367.00,-4220.00,0.00,-4220.00,30388.00,4794.00,9421.00,1506.00,1939.00,5976.00,16173.00,5199.00,0.00,32671.00,19929.00,12742.00,0.00,1304.00,-847.00
1997:Q1,456.00,97.00,6025.00,-6479.00,0.00,-6479.00,11546.00,-3987.00,10727.00,9219.00,-37.00,1545.00,4806.00,958.00,0.00,5666.00,11360.00,-5694.00,0.00,-359.00,-352.00
1997:Q2,502.00,1334.00,16393.00,-1816.00,0.00,-1816.00,20006.00,1441.00,8980.00,4496.00,1127.00,3357.00,9585.00,-1797.00,0.00,17225.00,5235.00,11990.00,0.00,832.00,757.00
1997:Q3,544.00,1346.00,40436.00,-9587.00,0.00,-9587.00,37769.00,-1828.00,19205.00,14694.00,598.00,3913.00,20392.00,12162.00,92.00,41238.00,26971.00,14267.00,0.00,802.00,313.00
1997:Q4,591.00,1421.00,72470.00,-3861.00,0.00,-3861.00,66777.00,30713.00,23877.00,10038.00,2904.00,10935.00,12187.00,9554.00,0.00,73300.00,45788.00,27512.00,0.00,830.00,2992.00
1998:Q1,587.00,271.00,45286.00,-1505.00,0.00,-1505.00,44380.00,5963.00,29483.00,15180.00,3531.00,10772.00,8934.00,2404.00,7.00,44970.00,28677.00,16293.00,0.00,-316.00,206.00
1998:Q2,595.00,952.00,75877.00,156.00,0.00,156.00,75567.00,513.00,37670.00,18733.00,4013.00,14924.00,37384.00,-328.00,482.00,76234.00,23518.00,52716.00,0.00,357.00,2412.00
1998:Q3,781.00,4060.00,59140.00,12208.00,0.00,12208.00,45967.00,4408.00,27691.00,20029.00,2037.00,5625.00,13868.00,688.00,277.00,62419.00,32120.00,30299.00,0.00,3279.00,554.00
1998:Q4,675.00,-838.00,76740.00,14357.00,0.00,14357.00,61147.00,14783.00,33096.00,14123.00,3206.00,15767.00,13268.00,1236.00,0.00,75227.00,41336.00,33891.00,0.00,-1513.00,-303.00
1999:Q1,662.00,55.00,49421.00,17796.00,0.00,17796.00,35441.00,1174.00,24653.00,12139.00,2977.00,9537.00,9614.00,-4990.00,1174.00,48814.00,19778.00,29036.00,0.00,-607.00,-463.00
1999:Q2,610.00,-111.00,58242.00,14944.00,0.00,14944.00,46659.00,337.00,18690.00,11303.00,1657.00,5730.00,27632.00,-4939.00,1578.00,57522.00,25339.00,32183.00,0.00,-720.00,-457.00
1999:Q3,557.00,-221.00,46714.00,8674.00,0.00,8674.00,41540.00,-1282.00,13192.00,3216.00,1572.00,8404.00,29630.00,-4031.00,531.00,45936.00,39072.00,6864.00,0.00,-778.00,-219.00
1999:Q4,504.00,-309.00,5716.00,-36.00,6.00,-42.00,9529.00,-377.00,14038.00,5217.00,2320.00,6501.00,-4132.00,-3829.00,52.00,4903.00,54804.00,-49901.00,0.00,-813.00,-1252.00
2000:Q1,467.00,-431.00,28125.00,7739.00,4.00,7735.00,15707.00,7032.00,6419.00,594.00,987.00,4838.00,2256.00,3336.00,1343.00,27228.00,25858.00,1370.00,0.00,-897.00,233.00
2000:Q2,409.00,-558.00,28498.00,5170.00,74.00,5096.00,21371.00,-5963.00,9224.00,1423.00,1136.00,6665.00,18110.00,-822.00,2779.00,27531.00,24632.00,2899.00,0.00,-967.00,-529.00
2000:Q3,365.00,-340.00,35288.00,-1271.00,14.00,-1285.00,30773.00,-1550.00,19724.00,13230.00,756.00,5738.00,12599.00,4483.00,1303.00,34584.00,26935.00,7649.00,0.00,-704.00,-461.00
2000:Q4,328.00,-278.00,88178.00,-2703.00,30.00,-2733.00,79491.00,14594.00,30114.00,15844.00,2537.00,11733.00,34783.00,9132.00,2258.00,87572.00,47610.00,39962.00,0.00,-606.00,-733.00
2001:Q1,333.00,378.00,19215.00,9264.00,-128.00,9392.00,4926.00,5352.00,-18917.00,17981.00,-2848.00,-34050.00,18491.00,1847.00,3178.00,19260.00,19470.00,-210.00,0.00,45.00,-1211.00
2001:Q2,380.00,1397.00,51106.00,5028.00,0.00,5028.00,40632.00,1867.00,25073.00,16955.00,2553.00,5565.00,13692.00,-624.00,6070.00,52123.00,1374.00,50749.00,0.00,1017.00,-1216.00
2001:Q3,345.00,-261.00,72718.00,1790.00,0.00,1790.00,61911.00,11968.00,35846.00,21754.00,-308.00,14400.00,14097.00,6001.00,3016.00,72112.00,24150.00,47962.00,0.00,-606.00,-606.00
2001:Q4,332.00,138.00,107610.00,17399.00,54.00,17345.00,81834.00,4309.00,54411.00,22374.00,6040.00,25997.00,23114.00,5326.00,3051.00,107416.00,39944.00,67472.00,0.00,-194.00,-271.00
2002:Q1,317.00,-27.00,50518.00,6072.00,660.00,5412.00,37215.00,6304.00,32217.00,30757.00,440.00,1020.00,-1306.00,-443.00,7674.00,50175.00,-30640.00,80815.00,0.00,-343.00,-251.00
2002:Q2,299.00,6.00,61739.00,7253.00,11.00,7242.00,50762.00,1006.00,35708.00,26008.00,2024.00,7676.00,14048.00,-1881.00,5605.00,61446.00,-16504.00,77950.00,0.00,-293.00,2470.00
2002:Q3,286.00,57.00,48274.00,26149.00,53.00,26096.00,20552.00,712.00,32611.00,21598.00,1609.00,9404.00,-12771.00,-2395.00,3968.00,48045.00,-4120.00,52165.00,0.00,-229.00,2437.00
2002:Q4,273.00,55.00,96565.00,35316.00,35.00,35281.00,59447.00,8200.00,18653.00,3200.00,2551.00,12902.00,32594.00,-905.00,2707.00,96347.00,9521.00,86826.00,0.00,-218.00,3353.00
2003:Q1,295.00,736.00,83100.00,31223.00,274.00,30949.00,46347.00,12259.00,31928.00,24884.00,611.00,6433.00,2160.00,145.00,5385.00,83541.00,-26954.00,110495.00,0.00,441.00,1779.00
2003:Q2,284.00,60.00,60165.00,33696.00,975.00,32721.00,19652.00,-8651.00,29011.00,14912.00,1837.00,12262.00,-708.00,-82.00,6899.00,59941.00,-17920.00,77861.00,0.00,-224.00,2994.00
2003:Q3,272.00,58.00,46167.00,23575.00,389.00,23186.00,19470.00,-2657.00,42709.00,31282.00,2553.00,8874.00,-20582.00,-1112.00,4234.00,45953.00,12102.00,33851.00,0.00,-214.00,6434.00
2003:Q4,262.00,55.00,75268.00,-4814.00,-363.00,-4451.00,65436.00,4318.00,63589.00,52501.00,2310.00,8778.00,-2471.00,9879.00,4767.00,75061.00,-3267.00,78328.00,0.00,-207.00,4367.00
2004:Q1,253.00,54.00,91187.00,3507.00,1222.00,2285.00,81320.00,1200.00,94340.00,74080.00,3878.00,16382.00,-14220.00,-1062.00,7422.00,90988.00,-21175.00,112163.00,0.00,-199.00,6685.00
2004:Q2,242.00,52.00,119235.00,-1387.00,953.00,-2340.00,106897.00,4085.00,108500.00,92352.00,2236.00,13912.00,-5688.00,8368.00,5357.00,119045.00,-5426.00,124471.00,0.00,-190.00,6871.00
2004:Q3,233.00,50.00,128744.00,-21780.00,1035.00,-22815.00,143296.00,10118.00,135487.00,119404.00,1440.00,14643.00,-2309.00,4053.00,3175.00,128561.00,-5267.00,133828.00,0.00,-183.00,16508.00
2004:Q4,224.00,50.00,138462.00,8333.00,2256.00,6077.00,127594.00,3482.00,125126.00,104328.00,2721.00,18077.00,-1014.00,-1076.00,3611.00,138288.00,27945.00,110343.00,0.00,-174.00,29558.00
2005:Q1,217.00,49.00,157355.00,6634.00,2521.00,4113.00,147428.00,7436.00,134730.00,118919.00,2026.00,13785.00,5262.00,-4117.00,7410.00,157187.00,4975.00,152212.00,0.00,-168.00,8608.00
2005:Q2,208.00,46.00,181935.00,-12924.00,4545.00,-17469.00,192680.00,1619.00,174782.00,143747.00,3811.00,27224.00,16279.00,-298.00,2477.00,181773.00,27954.00,153819.00,0.00,-162.00,7005.00
2005:Q3,200.00,45.00,182754.00,2551.00,5976.00,-3425.00,175876.00,4840.00,180796.00,167790.00,1338.00,11668.00,-9760.00,1690.00,2637.00,182599.00,36393.00,146206.00,0.00,-155.00,4344.00
2005:Q4,191.00,41.00,218180.00,-17546.00,6364.00,-23910.00,233273.00,6317.00,200359.00,159697.00,6854.00,33808.00,26597.00,-117.00,2570.00,218030.00,78987.00,139043.00,0.00,-150.00,-2655.00
2006:Q1,185.00,42.00,202355.00,2025.00,5685.00,-3660.00,180827.00,14314.00,164526.00,144782.00,2992.00,16752.00,1987.00,15690.00,3813.00,202212.00,15847.00,186365.00,0.00,-143.00,5403.00
2006:Q2,177.00,40.00,169705.00,-5736.00,5417.00,-11153.00,181748.00,16921.00,160345.00,145150.00,2221.00,12974.00,4482.00,-8939.00,2632.00,169568.00,52679.00,116889.00,0.00,-137.00,457.00
2006:Q3,169.00,35.00,183841.00,20257.00,7206.00,13051.00,166829.00,6178.00,152491.00,129924.00,2286.00,20281.00,8160.00,-4692.00,1447.00,183707.00,15911.00,167796.00,0.00,-134.00,-189.00
2006:Q4,162.00,29.00,237967.00,29559.00,5246.00,24313.00,197875.00,27610.00,148740.00,103791.00,6009.00,38940.00,21525.00,6443.00,4090.00,237834.00,78497.00,159337.00,0.00,-133.00,-2917.00
2007:Q1,156.00,27.00,169558.00,6963.00,7739.00,-776.00,156120.00,22225.00,133836.00,95536.00,8118.00,30182.00,59.00,3254.00,3221.00,169429.00,-6526.00,175955.00,0.00,-129.00,5303.00
2007:Q2,151.00,27.00,169371.00,14307.00,10011.00,4296.00,148838.00,31140.00,111554.00,72864.00,5150.00,33540.00,6144.00,-2778.00,9004.00,169247.00,74265.00,94982.00,0.00,-124.00,-4374.00
2007:Q3,147.00,28.00,65981.00,2069.00,8343.00,-6274.00,65703.00,22167.00,23067.00,-28382.00,6450.00,44999.00,20469.00,-4164.00,2373.00,65862.00,-174900.00,240762.00,0.00,-119.00,-9740.00
2007:Q4,143.00,28.00,-17194.00,22398.00,1569.00,20829.00,-45434.00,13062.00,-64616.00,-79699.00,1686.00,13397.00,6120.00,7067.00,-1225.00,-17309.00,-87074.00,69765.00,0.00,-115.00,-9071.00
2008:Q1,124.00,13.00,-39382.00,-8075.00,-751.00,-7324.00,-42825.00,8615.00,-51836.00,-46082.00,-2625.00,-3129.00,396.00,6711.00,4807.00,-39493.00,-54743.00,15250.00,0.00,-111.00,-19926.00
2008:Q2,130.00,23.00,-72400.00,-5917.00,-4418.00,-1499.00,-61360.00,6855.00,-73455.00,-71571.00,-1389.00,-495.00,5240.00,-13116.00,7993.00,-72507.00,-29480.00,-43027.00,0.00,-107.00,-5531.00
2008:Q3,131.00,27.00,-91128.00,-2688.00,-2504.00,-184.00,-64873.00,22597.00,-66342.00,-55964.00,-2268.00,-8110.00,-21128.00,-10594.00,-12973.00,-91232.00,-48378.00,-42854.00,0.00,-104.00,-7236.00
2008:Q4,130.00,31.00,-116242.00,-19875.00,-2850.00,-17025.00,-91225.00,-215.00,-64216.00,-58341.00,-1626.00,-4249.00,-26794.00,882.00,-6024.00,-116341.00,48744.00,-165085.00,0.00,-99.00,-14019.00
2009:Q1,115.00,19.00,-167104.00,-63855.00,-3397.00,-60458.00,-82049.00,-19815.00,-47976.00,-36111.00,-1727.00,-10138.00,-14258.00,-9391.00,-11809.00,-167200.00,-74599.00,-92601.00,0.00,-96.00,-21463.00
2009:Q2,112.00,19.00,-159930.00,-42459.00,-4799.00,-37660.00,-101225.00,-16443.00,-79717.00,-68105.00,-2076.00,-9536.00,-5065.00,-8486.00,-7760.00,-160023.00,-64222.00,-95801.00,0.00,-93.00,205.00
2009:Q3,110.00,21.00,-168179.00,-65231.00,-3640.00,-61591.00,-85354.00,-17517.00,-59268.00,-51325.00,-2220.00,-5723.00,-8569.00,-9898.00,-7696.00,-168268.00,-90612.00,-77656.00,0.00,-89.00,-3300.00
2009:Q4,110.00,23.00,-136004.00,-68305.00,-3856.00,-64449.00,-54331.00,2692.00,-47161.00,-46558.00,-115.00,-488.00,-9862.00,-6503.00,-6865.00,-136091.00,-36772.00,-99319.00,0.00,-87.00,-2221.00
2010:Q1,95.00,12.00,-130837.00,-35991.00,-1910.00,-34081.00,-87768.00,-10435.00,-43660.00,-37306.00,-1376.00,-4978.00,-33673.00,-6149.00,-929.00,-130920.00,-34086.00,-96834.00,0.00,-83.00,2104.00
2010:Q2,94.00,14.00,-112496.00,-40683.00,-5067.00,-35616.00,-64662.00,-10520.00,-50771.00,-39620.00,-2164.00,-8987.00,-3371.00,-1047.00,-6104.00,-112576.00,-14247.00,-98329.00,0.00,-80.00,-1012.00
2010:Q3,93.00,16.00,-86707.00,-26554.00,-2587.00,-23967.00,-58497.00,-4809.00,-51006.00,-38963.00,-2656.00,-9387.00,-2682.00,109.00,-1765.00,-86784.00,7230.00,-94014.00,0.00,-77.00,-487.00
2010:Q4,0.00,0.00,-74455.00,-5940.00,-3600.00,-2340.00,-65295.00,-13094.00,-49638.00,-44890.00,-2486.00,-2262.00,-2563.00,-2369.00,-851.00,-74455.00,767.00,-75222.00,0.00,0.00,-1110.00
2011:Q1,0.00,0.00,-66372.00,-259.00,-4760.00,4501.00,-66082.00,-23478.00,-39596.00,-35030.00,-2254.00,-2312.00,-3008.00,1763.00,-1794.00,-66372.00,8105.00,-74477.00,0.00,0.00,-3108.00
2011:Q2,0.00,0.00,-43049.00,-3862.00,-2055.00,-1807.00,-34283.00,17362.00,-49213.00,-30510.00,-3217.00,-15486.00,-2432.00,-2440.00,-2464.00,-43049.00,-12107.00,-30942.00,0.00,0.00,-561.00
2011:Q3,0.00,0.00,-57946.00,-8072.00,-2139.00,-5933.00,-41700.00,-5439.00,-36801.00,-27341.00,-2367.00,-7093.00,540.00,-3606.00,-4568.00,-57946.00,-7649.00,-50297.00,0.00,0.00,97.00
2011:Q4,0.00,0.00,-33360.00,-1284.00,-1271.00,-13.00,-32523.00,6113.00,-39403.00,-28029.00,-4061.00,-7313.00,767.00,76.00,371.00,-33360.00,-12491.00,-20869.00,0.00,0.00,-220.00
2012:Q1,0.00,0.00,-41262.00,-2245.00,-2240.00,-5.00,-35575.00,5316.00,-41474.00,-27965.00,-2622.00,-10887.00,583.00,-2283.00,-1159.00,-41262.00,1644.00,-42906.00,0.00,0.00,841.00
2012:Q2,0.00,0.00,-47189.00,-1179.00,-1120.00,-59.00,-45742.00,-4132.00,-41893.00,-29344.00,-2872.00,-9677.00,283.00,-2901.00,2633.00,-47189.00,-12502.00,-34687.00,0.00,0.00,2420.00
2012:Q3,0.00,0.00,-41745.00,-1956.00,-1934.00,-22.00,-39946.00,-6429.00,-34484.00,-25151.00,-3556.00,-5777.00,967.00,-980.00,1137.00,-41745.00,1664.00,-43409.00,0.00,0.00,-411.00
2012:Q4,0.00,0.00,-22258.00,-537.00,-610.00,73.00,-18486.00,4614.00,-25052.00,-24193.00,-2343.00,1484.00,1952.00,-247.00,-2988.00,-22258.00,150.00,-22408.00,0.00,0.00,-1548.00
2013:Q1,0.00,0.00,-27749.00,-2069.00,-1926.00,-143.00,-25773.00,-10899.00,-14846.00,-18006.00,-1731.00,4891.00,-28.00,-1042.00,1135.00,-27749.00,1042.00,-28791.00,0.00,0.00,318.00
2013:Q2,0.00,0.00,-184045.00,74.00,145.00,-71.00,-173440.00,-3212.00,-168420.00,-29835.00,-5510.00,-133075.00,-1808.00,-3895.00,-6784.00,-184045.00,-8455.00,-175590.00,0.00,0.00,134893.00
2013:Q3,0.00,0.00,-36283.00,-1210.00,-1174.00,-36.00,-32468.00,3516.00,-36314.00,-20774.00,-1819.00,-13721.00,330.00,-1600.00,-1005.00,-36283.00,-397.00,-35886.00,0.00,0.00,1282.00
2013:Q4,0.00,0.00,-26698.00,2053.00,2007.00,46.00,-28007.00,-907.00,-27759.00,-19458.00,269.00,-8570.00,659.00,1089.00,-1833.00,-26698.00,723.00,-27421.00,0.00,0.00,8010.00
2014:Q1,0.00,0.00,-40810.00,52.00,52.00,0.00,-36353.00,4490.00,-38994.00,-15395.00,-190.00,-23409.00,-1849.00,-1434.00,-3075.00,-40810.00,-6177.00,-34633.00,0.00,0.00,19474.00
2014:Q2,0.00,0.00,-14306.00,259.00,259.00,0.00,-18242.00,-4130.00,-13097.00,-17609.00,-500.00,5012.00,-1015.00,-369.00,4046.00,-14306.00,-2719.00,-11587.00,0.00,0.00,-5584.00
2014:Q3,0.00,0.00,3904.00,2882.00,2882.00,0.00,-1569.00,5000.00,-9388.00,-18837.00,-659.00,10108.00,2819.00,-2514.00,5105.00,3904.00,885.00,3019.00,0.00,0.00,-1111.00
2014:Q4,0.00,0.00,-6384.00,2323.00,2323.00,0.00,-11775.00,3719.00,-16184.00,-12355.00,-1056.00,-2773.00,690.00,-71.00,3139.00,-6384.00,-7137.00,753.00,0.00,0.00,-371.00
2015:Q1,0.00,0.00,7858.00,681.00,681.00,0.00,5428.00,11311.00,-4267.00,-12677.00,398.00,8012.00,-1616.00,196.00,1553.00,7858.00,-382.00,8240.00,0.00,0.00,-5967.00
2015:Q2,0.00,0.00,-4638.00,977.00,977.00,0.00,-4759.00,-3576.00,-4226.00,-19389.00,-2620.00,17783.00,3043.00,631.00,-1487.00,-4638.00,5662.00,-10300.00,0.00,0.00,-12149.00
