1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q3,2400.00,1041.00,98129.00,368.00,0.00,1148.00,-700.00,-248.00,-248.00,0.00,77205.00,15844.00,0.00,15844.00,-24088.00,39932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4512.00,0.00,4512.00,96777.00,25160.00,-2179.00,93531.00,7922.00,-88.00,8010.00,0.00,-300.00,2028.00,83882.00,0.00,0.00,0.00,-19735.00,492.00,-20227.00,7.00
2001:Q4,2270.00,998.00,-14891.00,288.00,0.00,240.00,2104.00,-216.00,-216.00,0.00,-58646.00,45408.00,0.00,45408.00,27880.00,17528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4068.00,0.00,-4068.00,-13583.00,-29836.00,8301.00,44261.00,-5104.00,12.00,-5116.00,0.00,2520.00,-2192.00,49037.00,0.00,0.00,0.00,-36308.00,428.00,-36736.00,2580.00
2002:Q1,-525.00,612.00,96085.00,374.00,0.00,2452.00,-1812.00,-56.00,-56.00,0.00,-14276.00,106957.00,0.00,106957.00,41160.00,65797.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2446.00,0.00,2446.00,93013.00,19748.00,-14061.00,59469.00,-3420.00,-52.00,-3368.00,0.00,-2476.00,772.00,64593.00,0.00,0.00,0.00,27857.00,1100.00,26757.00,-4209.00
2002:Q2,-532.00,605.00,86243.00,182.00,0.00,1460.00,952.00,656.00,656.00,0.00,12265.00,64526.00,0.00,64526.00,17076.00,47450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6202.00,0.00,6202.00,80551.00,-364.00,-975.00,58132.00,4816.00,-68.00,4884.00,0.00,40.00,-656.00,53932.00,0.00,0.00,0.00,23758.00,2728.00,21030.00,-6829.00
2002:Q3,-474.00,605.00,2768.00,240.00,0.00,1280.00,2536.00,-28.00,-28.00,0.00,-56967.00,59775.00,0.00,59775.00,22308.00,37467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4068.00,0.00,-4068.00,4644.00,3376.00,9653.00,18511.00,-4294.00,-60.00,-4234.00,0.00,0.00,244.00,22561.00,0.00,0.00,0.00,-26896.00,-264.00,-26632.00,797.00
2002:Q4,-443.00,594.00,97668.00,424.00,0.00,1128.00,88.00,-548.00,-548.00,0.00,15978.00,79666.00,0.00,79666.00,97888.00,-18222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,932.00,0.00,932.00,100280.00,-2508.00,7335.00,31396.00,-6233.00,-52.00,-6181.00,0.00,3872.00,-72.00,33830.00,84364.00,0.00,84364.00,-20307.00,464.00,-20771.00,1575.00
2003:Q1,-1722.00,624.00,84119.00,228.00,0.00,804.00,-6460.00,-40.00,-40.00,0.00,27984.00,61290.00,0.00,61290.00,24096.00,37194.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312.00,0.00,312.00,79667.00,16984.00,-3893.00,56852.00,9006.00,24.00,8982.00,0.00,-3884.00,484.00,51245.00,-6692.00,0.00,-6692.00,16416.00,500.00,15916.00,-6798.00
2003:Q2,-1604.00,637.00,44277.00,132.00,0.00,1068.00,2688.00,2952.00,2952.00,0.00,-8804.00,46513.00,0.00,46513.00,25036.00,21477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-272.00,0.00,-272.00,46197.00,3732.00,-3744.00,24403.00,-2997.00,-32.00,-2965.00,0.00,-56.00,2600.00,24856.00,10648.00,0.00,10648.00,11158.00,608.00,10550.00,-321.00
2003:Q3,-1516.00,655.00,41983.00,418.00,0.00,832.00,116.00,-2376.00,-2376.00,0.00,22244.00,19231.00,0.00,19231.00,10272.00,8959.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1518.00,0.00,1518.00,37267.00,5684.00,11930.00,29468.00,-1138.00,-96.00,-1042.00,0.00,80.00,-3284.00,33810.00,11612.00,0.00,11612.00,-21427.00,356.00,-21783.00,-6887.00
2003:Q4,-1461.00,667.00,2381.00,226.00,0.00,780.00,708.00,-448.00,-448.00,0.00,-24424.00,21961.00,0.00,22001.00,13200.00,8801.00,-40.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,3578.00,0.00,3578.00,7761.00,-24332.00,-3761.00,38674.00,157.00,-80.00,237.00,0.00,1964.00,320.00,36233.00,2676.00,0.00,2676.00,-5495.00,404.00,-5899.00,3252.00
2004:Q1,2123.00,807.00,30303.00,332.00,0.00,1172.00,-1080.00,8.00,8.00,0.00,-17262.00,47721.00,0.00,47721.00,6824.00,40897.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-588.00,0.00,-588.00,26959.00,7588.00,9788.00,8523.00,-379.00,180.00,-559.00,0.00,-1932.00,-316.00,11150.00,-15804.00,0.00,-15804.00,16864.00,524.00,16340.00,-2028.00
2004:Q2,2112.00,826.00,72062.00,302.00,0.00,1112.00,3008.00,1036.00,1036.00,0.00,12395.00,57395.00,0.00,57395.00,31024.00,26371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3186.00,0.00,-3186.00,71970.00,18692.00,291.00,55951.00,-1379.00,-252.00,-1127.00,0.00,20.00,784.00,56526.00,-9892.00,0.00,-9892.00,6927.00,992.00,5935.00,1194.00
2004:Q3,2254.00,854.00,55375.00,242.00,0.00,960.00,6704.00,-348.00,-348.00,0.00,-3550.00,51389.00,0.00,51389.00,18036.00,33353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,0.00,-22.00,53695.00,-19856.00,7708.00,41918.00,-999.00,-48.00,-951.00,0.00,12.00,-604.00,43509.00,25860.00,0.00,25860.00,-1936.00,5104.00,-7040.00,-280.00
2004:Q4,2479.00,875.00,20008.00,362.00,0.00,620.00,-3656.00,-772.00,-772.00,0.00,-34583.00,48111.00,0.00,48111.00,16664.00,31447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9926.00,0.00,9926.00,13988.00,-2484.00,-43479.00,44544.00,3309.00,-84.00,3393.00,0.00,4156.00,-188.00,37267.00,20360.00,0.00,20360.00,-4952.00,5648.00,-10600.00,-4416.00
2005:Q1,4484.00,538.00,35231.00,270.00,0.00,444.00,-9352.00,36.00,36.00,0.00,21528.00,30008.00,0.00,30008.00,140.00,29868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7702.00,0.00,-7702.00,33747.00,3764.00,41158.00,11733.00,-3708.00,56.00,-3764.00,0.00,-4208.00,232.00,19417.00,-26708.00,0.00,-26708.00,3800.00,2584.00,1216.00,2462.00
2005:Q2,4941.00,550.00,20765.00,288.00,0.00,280.00,1744.00,732.00,732.00,0.00,-11797.00,32454.00,0.00,32454.00,8040.00,24414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2936.00,0.00,-2936.00,17365.00,-7504.00,8248.00,22137.00,-3967.00,-188.00,-3779.00,0.00,84.00,-144.00,26163.00,8308.00,0.00,8308.00,-13823.00,1508.00,-15331.00,991.00
2005:Q3,5244.00,560.00,36349.00,152.00,0.00,-744.00,2664.00,2700.00,2700.00,0.00,-2881.00,37662.00,0.00,37662.00,18972.00,18690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3204.00,0.00,-3204.00,32713.00,-4724.00,-7114.00,44187.00,-56.00,0.00,-56.00,0.00,-16.00,-8.00,44267.00,2948.00,0.00,2948.00,-2584.00,1480.00,-4064.00,1048.00
2005:Q4,6005.00,569.00,57187.00,580.00,0.00,444.00,4784.00,-3352.00,-3352.00,0.00,48151.00,5460.00,0.00,5460.00,6048.00,-588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1120.00,0.00,1120.00,60567.00,-11536.00,-8080.00,42159.00,2102.00,-140.00,2242.00,0.00,7648.00,-80.00,32489.00,14340.00,0.00,14340.00,23684.00,916.00,22768.00,8816.00
2006:Q1,4289.00,787.00,47158.00,242.00,0.00,5356.00,-6964.00,1976.00,1976.00,0.00,-64933.00,112907.00,0.00,112907.00,16400.00,96507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1426.00,0.00,-1426.00,41314.00,7916.00,-132.00,35886.00,2767.00,28.00,2739.00,0.00,-7772.00,12.00,40879.00,-15860.00,0.00,-15860.00,13505.00,892.00,12613.00,-2342.00
2006:Q2,4684.00,806.00,1307.00,312.00,0.00,444.00,-724.00,-1100.00,-1100.00,0.00,-19150.00,17585.00,0.00,17585.00,0.00,17585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3940.00,0.00,3940.00,-1309.00,-236.00,6085.00,25816.00,830.00,-140.00,970.00,0.00,44.00,232.00,24711.00,10496.00,0.00,10496.00,-43471.00,4844.00,-48315.00,1262.00
2006:Q3,5051.00,820.00,-31405.00,422.00,0.00,376.00,-248.00,124.00,124.00,0.00,-21184.00,-10037.00,0.00,-10037.00,6596.00,-16633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-858.00,0.00,-858.00,-32681.00,-14532.00,-5137.00,6050.00,-386.00,-96.00,-290.00,0.00,28.00,-176.00,6584.00,7964.00,0.00,7964.00,-27026.00,396.00,-27422.00,2955.00
2006:Q4,4910.00,834.00,101180.00,412.00,0.00,488.00,3064.00,-1020.00,-1020.00,0.00,81267.00,18345.00,0.00,18345.00,0.00,18345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1376.00,0.00,-1376.00,101280.00,5476.00,5708.00,26356.00,-2470.00,408.00,-2878.00,0.00,2872.00,4.00,25950.00,-6160.00,0.00,-6160.00,69900.00,1024.00,68876.00,4176.00
2007:Q1,-2476.00,908.00,45713.00,518.00,0.00,660.00,-2148.00,-160.00,-160.00,0.00,-16747.00,63544.00,0.00,63544.00,0.00,63544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,46.00,38553.00,-1484.00,-3953.00,-2674.00,-2017.00,196.00,-2213.00,0.00,-2896.00,-36.00,2275.00,30672.00,0.00,30672.00,15992.00,2084.00,13908.00,-10544.00
2007:Q2,191.00,935.00,-38890.00,470.00,0.00,600.00,-1724.00,708.00,708.00,0.00,-65290.00,24780.00,0.00,24780.00,0.00,24780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1566.00,0.00,1566.00,-40466.00,-4140.00,4536.00,25889.00,2474.00,20.00,2454.00,0.00,-44.00,428.00,23031.00,-19736.00,0.00,-19736.00,-47015.00,1024.00,-48039.00,-2320.00
2007:Q3,1571.00,959.00,35293.00,398.00,0.00,472.00,2316.00,-8.00,-8.00,0.00,93593.00,-63836.00,0.00,-63836.00,-40000.00,-23836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2358.00,0.00,2358.00,31721.00,22884.00,-2378.00,23074.00,3583.00,120.00,3463.00,0.00,36.00,-332.00,19787.00,13360.00,0.00,13360.00,-25220.00,4688.00,-29908.00,-2960.00
2007:Q4,5639.00,978.00,128732.00,592.00,0.00,168.00,2812.00,193736.00,193736.00,0.00,11444.00,-177704.00,0.00,-177704.00,-156712.00,-20992.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97684.00,96000.00,1684.00,128544.00,-8988.00,14935.00,24775.00,41635.00,-308.00,41943.00,0.00,6392.00,-68.00,-23185.00,33184.00,0.00,33184.00,64638.00,4704.00,59934.00,4473.00
2008:Q1,-1438.00,676.00,-8400.00,726.00,0.00,-8.00,-2144.00,250624.00,250624.00,0.00,129540.00,-541908.00,0.00,-541908.00,-539424.00,-2484.00,0.00,0.00,0.00,158972.00,0.00,158972.00,0.00,0.00,0.00,-4202.00,-12000.00,7798.00,-21716.00,13580.00,-3463.00,-52791.00,-42067.00,288.00,-42355.00,0.00,-6360.00,8.00,-4371.00,464.00,0.00,464.00,20494.00,4396.00,16098.00,-15430.00
2008:Q2,-7194.00,677.00,33266.00,576.00,0.00,-8.00,-332.00,251588.00,251588.00,0.00,124966.00,-463276.00,0.00,-463276.00,-284980.00,-178296.00,0.00,0.00,0.00,-37840.00,0.00,-153152.00,115312.00,0.00,0.00,157592.00,164000.00,-6408.00,35158.00,37340.00,-3184.00,48387.00,-894.00,-208.00,-686.00,0.00,180.00,452.00,48649.00,-1116.00,0.00,-1116.00,-46269.00,1300.00,-47569.00,-5979.00
2008:Q3,12479.00,672.00,2354874.00,1002.00,0.00,-8.00,-1264.00,503472.00,103324.00,400148.00,-112622.00,28868.00,0.00,-29132.00,-13268.00,-15864.00,58000.00,0.00,58000.00,1038088.00,0.00,793116.00,244972.00,0.00,0.00,897338.00,905052.00,-7714.00,2352550.00,754248.00,15731.00,1471284.00,1309900.00,-36.00,111972.00,1197964.00,104184.00,-380.00,57580.00,136460.00,0.00,136460.00,-25172.00,1752.00,-26924.00,9483.00
2008:Q4,8232.00,646.00,2899492.00,226.00,0.00,-4.00,-2160.00,1038552.00,1375960.00,-337408.00,-7884.00,-3612.00,0.00,-24444.00,0.00,-24444.00,20832.00,0.00,20832.00,802424.00,0.00,-617000.00,1419424.00,0.00,0.00,1071950.00,1061860.00,10090.00,2902732.00,2551764.00,1828.00,245992.00,130373.00,-44.00,291081.00,-160664.00,-20448.00,4996.00,131071.00,41660.00,0.00,41660.00,61488.00,3056.00,58432.00,10826.00
2009:Q1,4674.00,811.00,-552320.00,438.00,0.00,14348.00,-6324.00,-75540.00,-30608.00,-44932.00,-320000.00,1190492.00,0.00,121208.00,0.00,121208.00,1069284.00,946544.00,122740.00,-406592.00,18768.00,-100300.00,-325060.00,0.00,0.00,-949142.00,-975244.00,26102.00,-563652.00,-219148.00,1525.00,-306662.00,-392953.00,204.00,-155593.00,-237564.00,-796.00,-904.00,87991.00,-71048.00,0.00,-71048.00,31681.00,5928.00,25753.00,-7469.00
2009:Q2,6988.00,786.00,-345496.00,262.00,0.00,664.00,976.00,-849196.00,-870752.00,21556.00,0.00,1730956.00,0.00,642868.00,0.00,642868.00,1088088.00,903156.00,184932.00,-539316.00,81680.00,-61356.00,-559640.00,0.00,0.00,-689842.00,-781328.00,91486.00,-347256.00,-578704.00,363.00,225458.00,197351.00,32.00,197299.00,20.00,-3604.00,2440.00,29271.00,8316.00,0.00,8316.00,-2689.00,6752.00,-9441.00,4442.00
2009:Q3,-3764.00,776.00,553080.00,774.00,12000.00,548.00,1184.00,-485116.00,-445960.00,-39156.00,0.00,1488460.00,0.00,430500.00,0.00,430500.00,1057960.00,919760.00,138200.00,-280056.00,70388.00,-20172.00,-330272.00,0.00,0.00,-184714.00,-231316.00,46602.00,545728.00,750192.00,6479.00,-148940.00,-170843.00,-100.00,-30767.00,-139976.00,-16472.00,616.00,37759.00,-15024.00,0.00,-15024.00,-46978.00,2688.00,-49666.00,-11892.00
2009:Q4,-10612.00,773.00,326596.00,-136.00,0.00,508.00,1752.00,-442456.00,-442248.00,-208.00,0.00,986928.00,0.00,8092.00,0.00,8092.00,978836.00,864024.00,114812.00,-164352.00,19292.00,-108.00,-183536.00,0.00,100424.00,-156072.00,-185936.00,29864.00,328780.00,515612.00,-19579.00,-240231.00,-328895.00,-216.00,311097.00,-639776.00,77040.00,2028.00,9595.00,35276.00,0.00,35276.00,37703.00,2888.00,34815.00,-9201.00
2010:Q1,-1121.00,651.00,342944.00,370.00,0.00,216.00,1888.00,-340380.00,-340380.00,0.00,0.00,733808.00,0.00,56068.00,0.00,56068.00,677740.00,641304.00,36436.00,-21624.00,-1244.00,0.00,-20380.00,0.00,1240.00,-32574.00,-41088.00,8514.00,341572.00,307552.00,16849.00,64816.00,100002.00,-64.00,-379846.00,479912.00,-63200.00,-2968.00,30981.00,-79864.00,0.00,-79864.00,32219.00,2460.00,29759.00,-3144.00
2010:Q2,3066.00,659.00,85692.00,164.00,0.00,1840.00,-1292.00,-43400.00,-43400.00,0.00,0.00,168248.00,0.00,-12568.00,0.00,-12568.00,180816.00,197720.00,-16904.00,-39900.00,-18976.00,0.00,-20924.00,0.00,1268.00,-1236.00,4980.00,-6216.00,71300.00,-321544.00,6261.00,363547.00,286968.00,40.00,-13016.00,299944.00,32212.00,-1816.00,46183.00,37828.00,0.00,37828.00,-14791.00,1460.00,-16251.00,-11985.00
2010:Q3,-15091.00,673.00,-166196.00,264.00,0.00,832.00,1496.00,-1508.00,-1508.00,0.00,0.00,-82536.00,0.00,118444.00,0.00,118444.00,-200980.00,-158352.00,-42628.00,-85812.00,-51112.00,0.00,-34700.00,0.00,1296.00,-228.00,-4736.00,4508.00,-169320.00,-155740.00,-4155.00,64293.00,80968.00,16.00,80964.00,-12.00,-93452.00,5032.00,71745.00,-13652.00,0.00,-13652.00,-60067.00,264.00,-60331.00,-18888.00
2010:Q4,-20724.00,687.00,479404.00,222.00,0.00,516.00,612.00,-300.00,-300.00,0.00,0.00,445504.00,0.00,817676.00,0.00,817676.00,-372172.00,-345592.00,-26580.00,-31764.00,-19984.00,0.00,-11780.00,0.00,1312.00,63302.00,56.00,63246.00,494760.00,133988.00,-27755.00,247496.00,128229.00,-240.00,128461.00,8.00,37912.00,3460.00,77895.00,-16428.00,0.00,-16428.00,157459.00,-648.00,158107.00,-6055.00
2011:Q1,-18294.00,570.00,869668.00,-1784.00,0.00,992.00,164.00,-652.00,-652.00,0.00,0.00,1051608.00,0.00,1331412.00,0.00,1331412.00,-279804.00,-219944.00,-59860.00,-115748.00,-21980.00,0.00,-93768.00,0.00,-105540.00,40628.00,-300.00,40928.00,870592.00,1755724.00,31606.00,-721296.00,-765889.00,128.00,13839.00,-779856.00,-13308.00,-12844.00,70745.00,9872.00,0.00,9872.00,-205314.00,-924.00,-204390.00,-17940.00
2011:Q2,102.00,583.00,924880.00,268.00,0.00,652.00,1852.00,248.00,248.00,0.00,0.00,926292.00,0.00,1102664.00,0.00,1102664.00,-176372.00,-113208.00,-63164.00,-55424.00,-25812.00,0.00,-29612.00,0.00,0.00,50992.00,0.00,50992.00,924104.00,755812.00,8220.00,59506.00,-31780.00,-248.00,-31532.00,0.00,-11588.00,948.00,101926.00,32552.00,0.00,32552.00,68014.00,772.00,67242.00,-1257.00
2011:Q3,7346.00,609.00,-80200.00,334.00,0.00,516.00,592.00,-40.00,-40.00,0.00,0.00,-25412.00,0.00,160212.00,0.00,160212.00,-185624.00,-151880.00,-33744.00,-51716.00,-5808.00,0.00,-45908.00,0.00,0.00,-4474.00,2000.00,-6474.00,-78276.00,6200.00,-10145.00,67846.00,-168516.00,-92.00,-148424.00,-20000.00,150140.00,9060.00,77162.00,55256.00,0.00,55256.00,-197433.00,-1924.00,-195509.00,8661.00
2011:Q4,9882.00,624.00,259944.00,-214.00,0.00,464.00,552.00,344.00,344.00,0.00,0.00,-176372.00,0.00,-26476.00,0.00,-26476.00,-149896.00,-132800.00,-17096.00,-47380.00,-9160.00,0.00,-38220.00,0.00,0.00,482550.00,397292.00,85258.00,256372.00,-140932.00,2635.00,105479.00,-54011.00,16.00,-54027.00,0.00,79320.00,-9960.00,90130.00,63108.00,0.00,63108.00,226082.00,3576.00,222506.00,5686.00
2012:Q1,-23376.00,825.00,-184120.00,292.00,0.00,764.00,-356.00,-760.00,-760.00,0.00,0.00,12716.00,0.00,46348.00,0.00,46348.00,-33632.00,-3568.00,-30064.00,-46112.00,-7828.00,0.00,-38284.00,0.00,0.00,-150664.00,-213364.00,62700.00,-185396.00,-49284.00,1051.00,-51106.00,-36821.00,88.00,-36909.00,0.00,-110992.00,8.00,96699.00,-12916.00,0.00,-12916.00,-73141.00,1272.00,-74413.00,-25477.00
2012:Q2,-16921.00,842.00,-21424.00,156.00,0.00,512.00,44.00,284.00,284.00,0.00,0.00,34272.00,0.00,-18604.00,0.00,-18604.00,52876.00,72852.00,-19976.00,-57744.00,-10120.00,0.00,-47624.00,0.00,0.00,1052.00,-74052.00,75104.00,-21924.00,-171796.00,1563.00,133363.00,84384.00,-132.00,84516.00,0.00,-27744.00,5812.00,70911.00,-44772.00,0.00,-44772.00,59718.00,500.00,59218.00,-18263.00
2012:Q3,-18588.00,838.00,-203148.00,238.00,0.00,472.00,408.00,196.00,196.00,0.00,0.00,-191148.00,0.00,-78768.00,-73692.00,-5076.00,-112380.00,-80064.00,-32316.00,-12236.00,-12236.00,0.00,0.00,0.00,0.00,-1078.00,-61672.00,60594.00,-203256.00,-266476.00,7267.00,203033.00,123088.00,20.00,123068.00,0.00,-29228.00,16176.00,92997.00,29060.00,0.00,29060.00,-176140.00,108.00,-176248.00,-19534.00
2012:Q4,-11230.00,850.00,447588.00,132.00,0.00,464.00,484.00,-224.00,-224.00,0.00,0.00,402028.00,0.00,61820.00,0.00,61820.00,340208.00,366696.00,-26488.00,-3644.00,-3644.00,0.00,0.00,0.00,0.00,48348.00,-14648.00,62996.00,447628.00,202724.00,18500.00,-36778.00,-142631.00,112.00,-142743.00,0.00,18272.00,3212.00,84369.00,57780.00,0.00,57780.00,205403.00,-36.00,205439.00,-12040.00
2013:Q1,1052.00,616.00,1211440.00,166.00,0.00,880.00,-420.00,-244.00,-244.00,0.00,0.00,1134908.00,0.00,575212.00,0.00,575212.00,559696.00,577136.00,-17440.00,-696.00,-696.00,0.00,0.00,0.00,0.00,76846.00,-3332.00,80178.00,1210620.00,1197228.00,-11658.00,107498.00,78171.00,324.00,77847.00,0.00,-28128.00,11032.00,46424.00,-6924.00,0.00,-6924.00,-75525.00,816.00,-76341.00,-384.00
2013:Q2,-4403.00,614.00,1116180.00,228.00,0.00,704.00,-492.00,444.00,444.00,0.00,0.00,1084248.00,0.00,548472.00,0.00,548472.00,535776.00,548748.00,-12972.00,-496.00,-496.00,0.00,0.00,0.00,0.00,31544.00,-25508.00,57052.00,1116472.00,891648.00,4415.00,203131.00,115144.00,-440.00,115584.00,0.00,-2688.00,3348.00,87327.00,-41216.00,0.00,-41216.00,58494.00,-284.00,58778.00,-4725.00
2013:Q3,-2038.00,621.00,1022640.00,162.00,0.00,748.00,592.00,228.00,228.00,0.00,0.00,1024196.00,0.00,522488.00,0.00,522488.00,501708.00,535820.00,-34112.00,-628.00,-628.00,0.00,0.00,0.00,0.00,-2658.00,-4672.00,2014.00,1022840.00,876564.00,14149.00,49350.00,-38744.00,184.00,-38928.00,0.00,18312.00,-4340.00,74122.00,249008.00,232628.00,16380.00,-166231.00,-208.00,-166023.00,-2459.00
2013:Q4,2181.00,634.00,1124960.00,78.00,0.00,636.00,-1584.00,-412.00,-412.00,0.00,0.00,1102920.00,0.00,524348.00,0.00,524348.00,578572.00,592296.00,-13724.00,-16.00,-16.00,0.00,0.00,0.00,0.00,23338.00,-956.00,24294.00,1124700.00,66660.00,3298.00,198132.00,124481.00,268.00,124213.00,0.00,7324.00,-3872.00,70199.00,634076.00,558392.00,75684.00,222533.00,264.00,222269.00,1287.00
2014:Q1,-3865.00,715.00,922112.00,204.00,0.00,1024.00,1664.00,-156.00,-156.00,0.00,0.00,911192.00,0.00,498920.00,0.00,498920.00,412272.00,451784.00,-39512.00,-60.00,-60.00,0.00,0.00,0.00,0.00,8244.00,540.00,7704.00,919932.00,780964.00,1453.00,100563.00,51459.00,180.00,51279.00,0.00,-60288.00,-3976.00,113368.00,100396.00,177256.00,-76860.00,-63444.00,2176.00,-65620.00,-6760.00
2014:Q2,1963.00,730.00,543320.00,66.00,0.00,856.00,88.00,516.00,516.00,0.00,0.00,538612.00,0.00,310180.00,0.00,310180.00,228432.00,243168.00,-14736.00,-132.00,-132.00,0.00,0.00,0.00,0.00,3314.00,-1132.00,4446.00,542880.00,46132.00,3264.00,-43237.00,-119332.00,-532.00,-118800.00,0.00,1368.00,-4132.00,78858.00,461912.00,389648.00,72264.00,74809.00,444.00,74365.00,793.00
2014:Q3,12643.00,748.00,291360.00,506.00,0.00,832.00,-1564.00,652.00,652.00,0.00,0.00,299876.00,0.00,184392.00,0.00,184392.00,115484.00,130096.00,-14612.00,-140.00,-140.00,0.00,0.00,0.00,0.00,-8802.00,464.00,-9266.00,291248.00,328016.00,2262.00,344900.00,223024.00,52.00,222972.00,0.00,62904.00,-2844.00,61816.00,-185480.00,-157924.00,-27556.00,-198450.00,112.00,-198562.00,11783.00
2014:Q4,12103.00,746.00,169687.00,112.00,0.00,520.00,1440.00,-728.00,-728.00,0.00,0.00,173180.00,0.00,16864.00,0.00,16864.00,156316.00,161632.00,-5316.00,-56.00,-56.00,0.00,0.00,0.00,0.00,-4781.00,5152.00,-9933.00,168159.00,-639408.00,1209.00,206626.00,88929.00,168.00,88761.00,0.00,-26988.00,0.00,144685.00,398824.00,386820.00,12004.00,200907.00,1528.00,199379.00,9829.00
2015:Q1,11931.00,795.00,-10464.00,58.00,0.00,1480.00,-772.00,-384.00,-384.00,0.00,0.00,21572.00,0.00,48392.00,0.00,48392.00,-26820.00,-19620.00,-7200.00,0.00,0.00,0.00,0.00,0.00,0.00,-32418.00,-2872.00,-29546.00,-11464.00,237144.00,6601.00,-295900.00,-361373.00,-20.00,-361353.00,0.00,2956.00,-52.00,62570.00,108088.00,-72860.00,180948.00,-67398.00,1000.00,-68398.00,10136.00
2015:Q2,8309.00,798.00,-23094.00,108.00,0.00,1316.00,1344.00,468.00,468.00,0.00,0.00,-11540.00,0.00,-8124.00,0.00,-8124.00,-3416.00,512.00,-3928.00,0.00,0.00,0.00,0.00,0.00,0.00,-14790.00,-700.00,-14090.00,-24342.00,-779264.00,4490.00,601166.00,509408.00,-376.00,509784.00,0.00,29356.00,72.00,62330.00,85232.00,56448.00,28784.00,64034.00,1244.00,62790.00,6263.00
2015:Q3,8759.00,806.00,95.00,156.00,0.00,1308.00,1300.00,344.00,344.00,0.00,0.00,17192.00,0.00,-16312.00,0.00,-16312.00,33504.00,36712.00,-3208.00,0.00,0.00,0.00,0.00,0.00,0.00,-20205.00,184.00,-20389.00,-489.00,-179236.00,-1184.00,51594.00,-75180.00,356.00,-75536.00,0.00,15544.00,3928.00,107302.00,331656.00,228048.00,103608.00,-203319.00,592.00,-203911.00,7369.00
2015:Q4,-71406.00,803.00,-19635.00,84.00,0.00,960.00,204.00,-548.00,-548.00,0.00,0.00,-6888.00,0.00,-23204.00,0.00,-23204.00,16316.00,24912.00,-8596.00,0.00,0.00,0.00,0.00,0.00,0.00,-13447.00,1264.00,-14711.00,57485.00,-881964.00,-15663.00,460735.00,367385.00,300.00,367085.00,0.00,-4244.00,-4000.00,101595.00,285280.00,99912.00,185368.00,209096.00,680.00,208416.00,4911.00
