date,FU756330005.Q,FU755013005.Q,FU754090005.Q,FU753025003.Q,FU753013003.Q,FU752050005.Q,FU754022005.Q,FU753069603.Q,FU753061103.Q,FU753061703.Q,FU753062003.Q,FU753063005.Q,FU754023005.Q,FU753068005.Q,FU753069703.Q,FU753065005.Q,FU753064103.Q,FU753093005.Q,FU754190005.Q,FU754110005.Q,FU754116005.Q,FU754112005.Q,FU753127005.Q,FU753131005.Q,FU753135005.Q,FU752150005.Q,FU753169603.Q,FU753192003.Q,FU753190005.Q,FU753194503.Q,FU753193005.Q,FU757005005.Q
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,4.00,5.00,233.00,0.00,0.00,0.00,92.00,10.00,62.00,0.00,8.00,12.00,141.00,116.00,25.00,0.00,0.00,0.00,257.00,140.00,149.00,-9.00,69.00,2.00,18.00,1.00,25.00,2.00,0.00,0.00,0.00,23.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,4.00,6.00,327.00,0.00,0.00,1.00,131.00,18.00,75.00,0.00,15.00,23.00,195.00,176.00,19.00,0.00,0.00,0.00,353.00,242.00,260.00,-18.00,75.00,2.00,13.00,0.00,19.00,2.00,0.00,0.00,0.00,25.00
1952:Q1,1.00,1.00,177.00,0.00,0.00,1.00,55.00,14.00,31.00,0.00,4.00,6.00,88.00,94.00,-6.00,0.00,1.00,32.00,179.00,130.00,142.00,-12.00,40.00,1.00,9.00,0.00,-6.00,3.00,2.00,0.00,2.00,2.00
1952:Q2,1.00,1.00,152.00,0.00,0.00,1.00,61.00,5.00,38.00,0.00,7.00,11.00,74.00,83.00,-9.00,0.00,0.00,16.00,154.00,102.00,114.00,-12.00,34.00,1.00,13.00,0.00,-9.00,3.00,10.00,0.00,10.00,2.00
1952:Q3,1.00,1.00,-164.00,0.00,0.00,-1.00,-82.00,-26.00,-46.00,0.00,-4.00,-6.00,-72.00,-80.00,8.00,0.00,0.00,-9.00,-164.00,-151.00,-157.00,6.00,-38.00,2.00,12.00,-1.00,8.00,3.00,1.00,0.00,1.00,0.00
1952:Q4,1.00,1.00,86.00,0.00,0.00,1.00,50.00,20.00,20.00,0.00,4.00,6.00,46.00,39.00,7.00,0.00,0.00,-11.00,88.00,56.00,60.00,-4.00,16.00,1.00,13.00,0.00,7.00,5.00,-10.00,0.00,-10.00,2.00
1953:Q1,1.00,2.00,123.00,0.00,0.00,-1.00,-40.00,-10.00,-30.00,0.00,0.00,0.00,-26.00,-19.00,-7.00,0.00,0.00,190.00,196.00,-89.00,-89.00,0.00,294.00,1.00,12.00,0.00,-7.00,3.00,-18.00,0.00,-18.00,72.00
1953:Q2,1.00,2.00,-186.00,0.00,0.00,0.00,27.00,-3.00,8.00,0.00,9.00,13.00,25.00,30.00,-5.00,0.00,0.00,-238.00,-185.00,56.00,60.00,-4.00,-277.00,2.00,12.00,0.00,-6.00,4.00,24.00,0.00,24.00,0.00
1953:Q3,1.00,2.00,-7.00,0.00,0.00,1.00,-9.00,-15.00,-7.00,0.00,5.00,8.00,16.00,-1.00,17.00,0.00,1.00,-16.00,-6.00,-23.00,-24.00,1.00,-16.00,1.00,11.00,0.00,18.00,4.00,-1.00,0.00,-1.00,0.00
1953:Q4,1.00,2.00,86.00,0.00,0.00,0.00,58.00,21.00,19.00,0.00,7.00,11.00,54.00,42.00,12.00,0.00,0.00,-26.00,87.00,52.00,58.00,-6.00,20.00,1.00,10.00,0.00,12.00,4.00,-12.00,0.00,-12.00,0.00
1954:Q1,2.00,2.00,13.00,0.00,0.00,0.00,-29.00,-7.00,-12.00,0.00,-4.00,-6.00,8.00,7.00,1.00,0.00,0.00,34.00,15.00,-8.00,-8.00,0.00,7.00,1.00,13.00,0.00,1.00,4.00,-3.00,0.00,-3.00,2.00
1954:Q2,2.00,2.00,57.00,0.00,0.00,0.00,-1.00,-2.00,17.00,0.00,-6.00,-10.00,35.00,33.00,2.00,0.00,1.00,22.00,58.00,25.00,29.00,-4.00,17.00,2.00,11.00,0.00,2.00,3.00,-2.00,0.00,-2.00,1.00
1954:Q3,2.00,2.00,40.00,0.00,0.00,1.00,-12.00,-11.00,9.00,0.00,-4.00,-6.00,30.00,26.00,4.00,0.00,1.00,20.00,43.00,17.00,18.00,-1.00,11.00,1.00,12.00,1.00,4.00,3.00,-6.00,0.00,-6.00,2.00
1954:Q4,2.00,2.00,167.00,0.00,0.00,0.00,82.00,25.00,41.00,0.00,6.00,10.00,117.00,64.00,53.00,0.00,0.00,-32.00,170.00,121.00,129.00,-8.00,41.00,1.00,8.00,0.00,53.00,3.00,-57.00,0.00,-57.00,2.00
1955:Q1,2.00,3.00,-53.00,0.00,0.00,0.00,-17.00,-13.00,-34.00,0.00,12.00,18.00,-53.00,-39.00,-14.00,0.00,0.00,17.00,-51.00,-42.00,-45.00,3.00,-10.00,0.00,0.00,0.00,-13.00,3.00,11.00,0.00,11.00,1.00
1955:Q2,2.00,3.00,102.00,0.00,0.00,1.00,95.00,-2.00,19.00,0.00,31.00,47.00,13.00,43.00,-30.00,0.00,1.00,-8.00,105.00,88.00,94.00,-6.00,27.00,-1.00,-4.00,0.00,-31.00,4.00,22.00,0.00,22.00,2.00
1955:Q3,2.00,3.00,-57.00,0.00,0.00,0.00,27.00,-20.00,-14.00,0.00,24.00,37.00,-34.00,-37.00,3.00,0.00,0.00,-50.00,-55.00,-38.00,-41.00,3.00,-9.00,0.00,-5.00,0.00,4.00,4.00,-11.00,0.00,-11.00,1.00
1955:Q4,2.00,3.00,45.00,0.00,0.00,0.00,60.00,15.00,4.00,0.00,16.00,25.00,-5.00,1.00,-6.00,0.00,0.00,-10.00,48.00,39.00,41.00,-2.00,11.00,0.00,-2.00,0.00,-6.00,4.00,2.00,0.00,2.00,2.00
1956:Q1,2.00,3.00,52.00,0.00,0.00,0.00,-69.00,-6.00,-12.00,0.00,-20.00,-31.00,16.00,12.00,4.00,0.00,0.00,105.00,55.00,21.00,24.00,-3.00,11.00,1.00,10.00,0.00,3.00,4.00,5.00,0.00,5.00,3.00
1956:Q2,2.00,3.00,148.00,0.00,0.00,1.00,-6.00,2.00,28.00,0.00,-14.00,-22.00,64.00,59.00,5.00,0.00,0.00,89.00,151.00,91.00,97.00,-6.00,29.00,2.00,17.00,1.00,5.00,3.00,3.00,0.00,3.00,2.00
1956:Q3,2.00,3.00,140.00,0.00,0.00,0.00,-22.00,-6.00,27.00,0.00,-17.00,-26.00,85.00,61.00,24.00,0.00,0.00,77.00,144.00,85.00,93.00,-8.00,28.00,1.00,16.00,0.00,25.00,3.00,-14.00,0.00,-14.00,3.00
1956:Q4,2.00,3.00,64.00,0.00,0.00,1.00,-11.00,16.00,10.00,0.00,-15.00,-22.00,42.00,10.00,32.00,0.00,0.00,32.00,65.00,34.00,37.00,-3.00,15.00,1.00,8.00,0.00,32.00,3.00,-28.00,0.00,-28.00,0.00
1957:Q1,2.00,4.00,-39.00,0.00,0.00,0.00,-24.00,-12.00,-34.00,0.00,9.00,13.00,-17.00,-28.00,11.00,0.00,1.00,1.00,-36.00,-30.00,-32.00,2.00,-12.00,-1.00,-11.00,1.00,11.00,3.00,3.00,0.00,3.00,2.00
1957:Q2,2.00,4.00,95.00,0.00,0.00,0.00,16.00,-1.00,17.00,0.00,0.00,0.00,36.00,44.00,-8.00,0.00,0.00,43.00,99.00,92.00,92.00,0.00,18.00,-2.00,-17.00,1.00,-8.00,1.00,14.00,0.00,14.00,3.00
1957:Q3,2.00,4.00,-38.00,0.00,0.00,0.00,-36.00,-19.00,-12.00,0.00,-2.00,-3.00,17.00,-26.00,43.00,0.00,1.00,-20.00,-36.00,-19.00,-22.00,3.00,32.00,-2.00,-19.00,1.00,44.00,1.00,-74.00,0.00,-74.00,1.00
1957:Q4,2.00,4.00,19.00,0.00,0.00,1.00,-26.00,14.00,-2.00,0.00,-15.00,-23.00,13.00,-9.00,22.00,0.00,1.00,30.00,21.00,27.00,23.00,4.00,41.00,-1.00,-11.00,1.00,22.00,1.00,-59.00,0.00,-59.00,1.00
1958:Q1,3.00,4.00,56.00,0.00,0.00,0.00,-32.00,-11.00,-14.00,0.00,-3.00,-4.00,65.00,20.00,45.00,0.00,0.00,23.00,58.00,53.00,56.00,-3.00,-53.00,-1.00,-10.00,0.00,45.00,1.00,23.00,0.00,23.00,1.00
1958:Q2,3.00,3.00,154.00,0.00,0.00,0.00,35.00,7.00,28.00,0.00,0.00,0.00,37.00,73.00,-36.00,0.00,0.00,82.00,157.00,134.00,140.00,-6.00,-33.00,0.00,-2.00,1.00,-36.00,1.00,92.00,0.00,92.00,2.00
1958:Q3,3.00,3.00,38.00,0.00,0.00,0.00,-38.00,-16.00,-19.00,0.00,-1.00,-2.00,3.00,17.00,-14.00,0.00,1.00,72.00,41.00,33.00,33.00,0.00,37.00,-1.00,-1.00,0.00,-14.00,1.00,-14.00,0.00,-14.00,2.00
1958:Q4,3.00,4.00,0.00,0.00,0.00,0.00,47.00,29.00,28.00,0.00,-4.00,-6.00,-30.00,-13.00,-17.00,0.00,0.00,-17.00,2.00,4.00,3.00,1.00,29.00,0.00,-3.00,1.00,-18.00,1.00,-12.00,0.00,-12.00,1.00
1959:Q1,3.00,4.00,136.00,0.00,0.00,0.00,-4.00,-5.00,3.00,0.00,-1.00,-1.00,-3.00,25.00,-28.00,0.00,0.00,143.00,138.00,-46.00,-43.00,-3.00,201.00,1.00,4.00,-1.00,-28.00,1.00,6.00,0.00,6.00,1.00
1959:Q2,3.00,4.00,218.00,0.00,0.00,1.00,5.00,0.00,5.00,0.00,0.00,0.00,11.00,25.00,-14.00,0.00,1.00,200.00,220.00,-60.00,-57.00,-3.00,280.00,0.00,7.00,0.00,-14.00,3.00,4.00,0.00,4.00,1.00
1959:Q3,3.00,4.00,186.00,0.00,0.00,0.00,-8.00,-13.00,5.00,0.00,0.00,0.00,32.00,38.00,-6.00,0.00,0.00,162.00,188.00,-46.00,-42.00,-4.00,273.00,1.00,6.00,0.00,-6.00,3.00,-43.00,0.00,-43.00,1.00
1959:Q4,3.00,4.00,-423.00,0.00,0.00,0.00,33.00,28.00,3.00,0.00,1.00,1.00,57.00,18.00,39.00,0.00,0.00,-513.00,-420.00,-82.00,-76.00,-6.00,-344.00,1.00,6.00,0.00,40.00,5.00,-46.00,0.00,-46.00,2.00
1960:Q1,2.00,4.00,116.00,0.00,0.00,0.00,-34.00,-29.00,-3.00,0.00,-1.00,-1.00,9.00,-34.00,43.00,0.00,1.00,140.00,118.00,84.00,105.00,-21.00,27.00,1.00,8.00,-2.00,43.00,3.00,-46.00,0.00,-46.00,1.00
1960:Q2,2.00,4.00,192.00,0.00,0.00,0.00,1.00,8.00,-4.00,0.00,-1.00,-2.00,74.00,71.00,3.00,0.00,1.00,116.00,195.00,70.00,92.00,-22.00,30.00,1.00,8.00,-2.00,3.00,5.00,80.00,0.00,80.00,2.00
1960:Q3,2.00,4.00,59.00,0.00,0.00,1.00,-18.00,-6.00,-4.00,0.00,-3.00,-5.00,142.00,84.00,58.00,0.00,1.00,-67.00,62.00,102.00,123.00,-21.00,24.00,1.00,10.00,-1.00,58.00,5.00,-137.00,0.00,-137.00,2.00
1960:Q4,3.00,4.00,119.00,0.00,0.00,0.00,31.00,44.00,-8.00,0.00,-2.00,-3.00,134.00,63.00,71.00,0.00,1.00,-47.00,123.00,92.00,115.00,-23.00,39.00,1.00,10.00,-2.00,72.00,5.00,-94.00,0.00,-94.00,3.00
1961:Q1,3.00,4.00,234.00,0.00,0.00,1.00,141.00,83.00,48.00,0.00,4.00,6.00,482.00,441.00,41.00,0.00,0.00,-390.00,239.00,205.00,194.00,11.00,20.00,1.00,10.00,3.00,42.00,5.00,-47.00,0.00,-47.00,4.00
1961:Q2,3.00,4.00,261.00,0.00,0.00,2.00,41.00,-15.00,48.00,0.00,3.00,5.00,151.00,143.00,8.00,0.00,1.00,66.00,266.00,201.00,189.00,12.00,79.00,1.00,11.00,3.00,8.00,3.00,-40.00,0.00,-40.00,4.00
1961:Q3,3.00,4.00,-53.00,0.00,0.00,-1.00,93.00,-7.00,77.00,0.00,9.00,14.00,-116.00,-146.00,30.00,0.00,0.00,-29.00,-52.00,8.00,17.00,-9.00,-55.00,1.00,12.00,-1.00,30.00,3.00,-50.00,0.00,-50.00,0.00
1961:Q4,3.00,4.00,-267.00,0.00,0.00,0.00,-186.00,-9.00,-144.00,0.00,-13.00,-20.00,-29.00,-82.00,53.00,0.00,0.00,-52.00,-265.00,-270.00,-248.00,-22.00,37.00,1.00,6.00,-2.00,53.00,3.00,-93.00,0.00,-93.00,1.00
1962:Q1,3.00,4.00,36.00,0.00,0.00,-1.00,214.00,-23.00,146.00,0.00,36.00,55.00,-174.00,-137.00,-37.00,0.00,0.00,-3.00,36.00,39.00,27.00,12.00,51.00,0.00,4.00,-2.00,-37.00,3.00,-22.00,0.00,-22.00,-2.00
1962:Q2,3.00,5.00,84.00,0.00,0.00,-1.00,283.00,17.00,145.00,0.00,48.00,73.00,-188.00,-156.00,-32.00,0.00,1.00,-11.00,85.00,32.00,19.00,13.00,43.00,0.00,0.00,-2.00,-32.00,3.00,41.00,0.00,41.00,-1.00
1962:Q3,3.00,5.00,-35.00,0.00,0.00,0.00,-124.00,-6.00,-134.00,0.00,6.00,10.00,92.00,104.00,-12.00,0.00,0.00,-3.00,-30.00,-2.00,19.00,-21.00,-81.00,0.00,-1.00,-1.00,-12.00,3.00,64.00,0.00,64.00,3.00
1962:Q4,3.00,5.00,45.00,0.00,0.00,0.00,-211.00,9.00,-187.00,0.00,-13.00,-20.00,92.00,18.00,74.00,0.00,-1.00,165.00,48.00,51.00,-1.00,52.00,-48.00,1.00,1.00,1.00,74.00,3.00,-35.00,0.00,-35.00,1.00
1963:Q1,2.00,4.00,49.00,0.00,0.00,2.00,17.00,15.00,15.00,0.00,-5.00,-8.00,154.00,166.00,-12.00,0.00,1.00,-125.00,55.00,75.00,94.00,-19.00,-81.00,1.00,12.00,3.00,-12.00,0.00,57.00,0.00,57.00,5.00
1963:Q2,2.00,4.00,109.00,0.00,0.00,1.00,-34.00,2.00,17.00,0.00,-21.00,-32.00,168.00,147.00,21.00,0.00,0.00,-26.00,115.00,61.00,83.00,-22.00,14.00,2.00,15.00,3.00,22.00,0.00,-2.00,0.00,-2.00,4.00
1963:Q3,3.00,4.00,-12.00,0.00,0.00,2.00,-233.00,-8.00,-116.00,0.00,-43.00,-66.00,199.00,196.00,3.00,0.00,0.00,20.00,-6.00,36.00,53.00,-17.00,-72.00,1.00,16.00,-4.00,2.00,0.00,15.00,0.00,15.00,4.00
1963:Q4,3.00,4.00,53.00,0.00,0.00,0.00,-69.00,2.00,-23.00,0.00,-19.00,-29.00,-19.00,-55.00,36.00,0.00,0.00,141.00,56.00,-7.00,-29.00,22.00,42.00,2.00,13.00,5.00,37.00,0.00,-36.00,0.00,-36.00,1.00
1964:Q1,3.00,5.00,102.00,0.00,0.00,0.00,10.00,21.00,-1.00,0.00,-4.00,-6.00,83.00,41.00,42.00,0.00,0.00,9.00,106.00,61.00,46.00,15.00,36.00,1.00,7.00,4.00,43.00,0.00,-46.00,0.00,-46.00,2.00
1964:Q2,3.00,5.00,149.00,0.00,0.00,0.00,-3.00,-4.00,-2.00,0.00,1.00,2.00,61.00,51.00,10.00,0.00,1.00,90.00,153.00,52.00,36.00,16.00,201.00,0.00,6.00,4.00,9.00,2.00,-121.00,0.00,-121.00,1.00
1964:Q3,3.00,5.00,222.00,0.00,0.00,-4.00,141.00,12.00,89.00,0.00,16.00,24.00,77.00,72.00,5.00,0.00,1.00,7.00,214.00,90.00,150.00,-60.00,270.00,1.00,6.00,-1.00,5.00,2.00,-159.00,0.00,-159.00,-11.00
1964:Q4,3.00,5.00,25.00,0.00,0.00,60.00,-72.00,-21.00,-43.00,0.00,-3.00,-5.00,-104.00,-146.00,42.00,0.00,1.00,140.00,163.00,93.00,135.00,-42.00,228.00,0.00,5.00,5.00,43.00,2.00,-213.00,0.00,-213.00,135.00
1965:Q1,3.00,5.00,397.00,0.00,0.00,-42.00,43.00,54.00,-9.00,0.00,-1.00,-1.00,89.00,101.00,-12.00,0.00,4.00,303.00,306.00,266.00,225.00,41.00,155.00,2.00,17.00,-4.00,-12.00,-3.00,-115.00,0.00,-115.00,-94.00
1965:Q2,3.00,5.00,209.00,0.00,0.00,15.00,-31.00,-25.00,-8.00,0.00,1.00,1.00,-86.00,-92.00,6.00,0.00,3.00,308.00,245.00,230.00,229.00,1.00,-135.00,2.00,16.00,-5.00,6.00,-3.00,134.00,0.00,134.00,34.00
1965:Q3,3.00,6.00,-333.00,0.00,0.00,2.00,83.00,3.00,57.00,0.00,9.00,14.00,129.00,137.00,-8.00,0.00,1.00,-548.00,-323.00,-423.00,-317.00,-106.00,-220.00,2.00,15.00,0.00,-9.00,-3.00,315.00,0.00,315.00,8.00
1965:Q4,3.00,6.00,-285.00,0.00,0.00,9.00,24.00,-16.00,27.00,0.00,5.00,8.00,-290.00,-305.00,15.00,0.00,2.00,-30.00,-262.00,-319.00,-348.00,29.00,29.00,2.00,19.00,7.00,16.00,-3.00,-13.00,0.00,-13.00,20.00
1966:Q1,3.00,6.00,45.00,0.00,0.00,-10.00,-45.00,21.00,-51.00,0.00,-6.00,-9.00,75.00,75.00,0.00,0.00,3.00,22.00,27.00,-132.00,-136.00,4.00,-12.00,2.00,16.00,-4.00,-1.00,4.00,154.00,0.00,154.00,-21.00
1966:Q2,3.00,6.00,323.00,0.00,0.00,18.00,-71.00,-3.00,-50.00,0.00,-7.00,-11.00,-20.00,-26.00,6.00,0.00,3.00,393.00,366.00,3.00,23.00,-20.00,307.00,2.00,18.00,-4.00,7.00,4.00,29.00,0.00,29.00,41.00
1966:Q3,3.00,6.00,225.00,0.00,0.00,-20.00,141.00,28.00,75.00,0.00,15.00,23.00,157.00,167.00,-10.00,0.00,2.00,-55.00,185.00,204.00,171.00,33.00,-8.00,0.00,-1.00,12.00,-10.00,4.00,-16.00,0.00,-16.00,-42.00
1966:Q4,3.00,6.00,71.00,0.00,0.00,-8.00,22.00,11.00,-24.00,0.00,14.00,21.00,271.00,224.00,47.00,0.00,3.00,-217.00,57.00,184.00,149.00,35.00,-104.00,0.00,1.00,10.00,47.00,4.00,-85.00,0.00,-85.00,-17.00
1967:Q1,3.00,6.00,-316.00,0.00,0.00,-27.00,40.00,38.00,-24.00,0.00,10.00,16.00,126.00,106.00,20.00,0.00,3.00,-458.00,-370.00,-187.00,-38.00,-149.00,-64.00,2.00,24.00,-1.00,20.00,4.00,-168.00,0.00,-168.00,-57.00
1967:Q2,4.00,6.00,372.00,0.00,0.00,13.00,33.00,-12.00,-28.00,0.00,29.00,44.00,56.00,-29.00,85.00,0.00,2.00,268.00,404.00,-109.00,-129.00,20.00,408.00,3.00,22.00,0.00,86.00,2.00,-8.00,0.00,-8.00,30.00
1967:Q3,4.00,6.00,36.00,0.00,0.00,7.00,202.00,9.00,84.00,0.00,43.00,66.00,86.00,83.00,3.00,0.00,3.00,-262.00,58.00,52.00,309.00,-257.00,-88.00,3.00,25.00,-3.00,3.00,2.00,64.00,0.00,64.00,20.00
1967:Q4,4.00,6.00,66.00,0.00,0.00,32.00,137.00,-14.00,85.00,0.00,26.00,40.00,12.00,-22.00,34.00,0.00,3.00,-118.00,141.00,98.00,268.00,-170.00,-126.00,3.00,29.00,-3.00,35.00,2.00,103.00,0.00,103.00,72.00
1968:Q1,4.00,8.00,363.00,0.00,0.00,-14.00,31.00,25.00,14.00,0.00,-3.00,-5.00,172.00,168.00,4.00,0.00,3.00,171.00,338.00,-76.00,93.00,-169.00,359.00,4.00,36.00,4.00,4.00,2.00,5.00,0.00,5.00,-29.00
1968:Q2,4.00,8.00,393.00,0.00,0.00,2.00,-8.00,17.00,18.00,0.00,-17.00,-26.00,101.00,111.00,-10.00,0.00,4.00,294.00,401.00,-113.00,65.00,-178.00,674.00,4.00,39.00,4.00,-10.00,4.00,-201.00,0.00,-201.00,4.00
1968:Q3,4.00,8.00,-770.00,0.00,0.00,-3.00,-4.00,20.00,22.00,0.00,-18.00,-28.00,145.00,137.00,8.00,0.00,3.00,-911.00,-772.00,89.00,200.00,-111.00,-913.00,3.00,30.00,6.00,8.00,4.00,1.00,0.00,1.00,-6.00
1968:Q4,4.00,8.00,944.00,0.00,0.00,8.00,-47.00,-5.00,-10.00,0.00,-13.00,-19.00,-14.00,-35.00,21.00,0.00,2.00,995.00,966.00,137.00,-2.00,139.00,1011.00,4.00,34.00,7.00,20.00,4.00,-251.00,0.00,-251.00,18.00
1969:Q1,4.00,8.00,578.00,0.00,0.00,10.00,40.00,41.00,2.00,0.00,-1.00,-2.00,280.00,273.00,7.00,0.00,0.00,248.00,607.00,29.00,198.00,-169.00,1835.00,6.00,49.00,12.00,8.00,4.00,-1336.00,0.00,-1336.00,25.00
1969:Q2,4.00,8.00,90.00,0.00,0.00,26.00,23.00,32.00,1.00,0.00,-4.00,-6.00,294.00,211.00,83.00,0.00,0.00,-253.00,150.00,31.00,222.00,-191.00,108.00,2.00,19.00,11.00,84.00,6.00,-111.00,0.00,-111.00,56.00
1969:Q3,4.00,8.00,473.00,0.00,0.00,-9.00,58.00,60.00,8.00,0.00,-4.00,-6.00,472.00,402.00,70.00,0.00,4.00,-52.00,460.00,171.00,219.00,-48.00,278.00,8.00,70.00,6.00,71.00,6.00,-150.00,0.00,-150.00,-17.00
1969:Q4,4.00,9.00,-230.00,0.00,0.00,9.00,90.00,52.00,10.00,0.00,11.00,17.00,387.00,343.00,44.00,0.00,4.00,-720.00,-206.00,407.00,337.00,70.00,-2233.00,7.00,70.00,10.00,44.00,6.00,1483.00,0.00,1483.00,20.00
1970:Q1,4.00,7.00,1336.00,0.00,0.00,26.00,-250.00,140.00,-291.00,0.00,-39.00,-60.00,908.00,928.00,-20.00,0.00,4.00,648.00,1402.00,-444.00,-206.00,-238.00,3952.00,18.00,156.00,-9.00,-20.00,6.00,-2257.00,0.00,-2257.00,63.00
1970:Q2,4.00,8.00,-394.00,0.00,0.00,42.00,97.00,-5.00,44.00,0.00,23.00,35.00,90.00,-35.00,125.00,0.00,5.00,-628.00,-290.00,-449.00,4.00,-453.00,-382.00,9.00,81.00,2.00,126.00,5.00,318.00,0.00,318.00,101.00
