date,FU224090055.Q,FU223034055.Q,FU223064255.Q,FU223090055.Q,FU223095505.Q,FU223093053.Q,FU224090055.Q
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,210.00,0.00,210.00,0.00,0.00,0.00,210.00
1980:Q2,-186.00,0.00,-186.00,0.00,0.00,0.00,-186.00
1980:Q3,209.00,0.00,209.00,0.00,0.00,0.00,209.00
1980:Q4,198.00,0.00,198.00,0.00,0.00,0.00,198.00
1981:Q1,-1.00,0.00,-1.00,0.00,0.00,0.00,-1.00
1981:Q2,58.00,0.00,58.00,0.00,0.00,0.00,58.00
1981:Q3,328.00,0.00,328.00,0.00,0.00,0.00,328.00
1981:Q4,149.00,0.00,149.00,0.00,0.00,0.00,149.00
1982:Q1,73.00,0.00,73.00,0.00,0.00,0.00,73.00
1982:Q2,113.00,0.00,113.00,0.00,0.00,0.00,113.00
1982:Q3,187.00,0.00,187.00,0.00,0.00,0.00,187.00
1982:Q4,138.00,0.00,138.00,0.00,0.00,0.00,138.00
1983:Q1,-113.00,0.00,-113.00,0.00,0.00,0.00,-113.00
1983:Q2,76.00,0.00,76.00,0.00,0.00,0.00,76.00
1983:Q3,323.00,0.00,323.00,0.00,0.00,0.00,323.00
1983:Q4,264.00,0.00,264.00,0.00,0.00,0.00,264.00
1984:Q1,355.00,0.00,355.00,0.00,0.00,0.00,355.00
1984:Q2,-72.00,0.00,-72.00,0.00,0.00,0.00,-72.00
1984:Q3,132.00,0.00,132.00,0.00,0.00,0.00,132.00
1984:Q4,262.00,0.00,262.00,0.00,0.00,0.00,262.00
1985:Q1,107.00,0.00,107.00,0.00,0.00,0.00,107.00
1985:Q2,87.00,0.00,87.00,0.00,0.00,0.00,87.00
1985:Q3,94.00,0.00,94.00,0.00,0.00,0.00,94.00
1985:Q4,89.00,0.00,89.00,0.00,0.00,0.00,89.00
1986:Q1,691.00,0.00,691.00,0.00,0.00,0.00,691.00
1986:Q2,-6.00,0.00,-6.00,0.00,0.00,0.00,-6.00
1986:Q3,89.00,0.00,89.00,0.00,0.00,0.00,89.00
1986:Q4,105.00,0.00,105.00,0.00,0.00,0.00,105.00
1987:Q1,584.00,0.00,584.00,0.00,0.00,0.00,584.00
1987:Q2,47.00,0.00,47.00,0.00,0.00,0.00,47.00
1987:Q3,-25.00,0.00,-25.00,0.00,0.00,0.00,-25.00
1987:Q4,-105.00,0.00,-105.00,0.00,0.00,0.00,-105.00
1988:Q1,-36.00,0.00,-36.00,0.00,0.00,0.00,-36.00
1988:Q2,187.00,192.00,-5.00,0.00,0.00,0.00,187.00
1988:Q3,37.00,145.00,-108.00,0.00,0.00,0.00,37.00
1988:Q4,139.00,145.00,-6.00,0.00,0.00,0.00,139.00
1989:Q1,104.00,179.00,-75.00,0.00,0.00,0.00,104.00
1989:Q2,146.00,90.00,56.00,0.00,0.00,0.00,146.00
1989:Q3,77.00,148.00,-71.00,0.00,0.00,0.00,77.00
1989:Q4,198.00,115.00,83.00,0.00,0.00,0.00,198.00
1990:Q1,194.00,106.00,88.00,0.00,0.00,0.00,194.00
1990:Q2,192.00,96.00,96.00,0.00,0.00,0.00,192.00
1990:Q3,157.00,198.00,-41.00,0.00,0.00,0.00,157.00
1990:Q4,268.00,137.00,131.00,0.00,0.00,0.00,268.00
1991:Q1,-427.00,-500.00,73.00,0.00,0.00,0.00,-427.00
1991:Q2,284.00,-4.00,288.00,0.00,0.00,0.00,284.00
1991:Q3,238.00,59.00,179.00,0.00,0.00,0.00,238.00
1991:Q4,357.00,78.00,279.00,0.00,0.00,0.00,357.00
1992:Q1,107.00,-25.00,132.00,0.00,0.00,0.00,107.00
1992:Q2,304.00,13.00,291.00,0.00,0.00,0.00,304.00
1992:Q3,227.00,28.00,199.00,0.00,0.00,0.00,227.00
1992:Q4,479.00,69.00,410.00,0.00,0.00,0.00,479.00
1993:Q1,343.00,57.00,286.00,0.00,0.00,0.00,343.00
1993:Q2,325.00,23.00,302.00,0.00,0.00,0.00,325.00
1993:Q3,-1168.00,44.00,-1212.00,0.00,0.00,0.00,-1168.00
1993:Q4,427.00,-30.00,457.00,0.00,0.00,0.00,427.00
1994:Q1,268.00,34.00,234.00,0.00,0.00,0.00,268.00
1994:Q2,79.00,45.00,34.00,0.00,0.00,0.00,79.00
1994:Q3,653.00,13.00,640.00,0.00,0.00,0.00,653.00
1994:Q4,307.00,37.00,270.00,0.00,0.00,0.00,307.00
1995:Q1,258.00,88.00,170.00,0.00,0.00,0.00,258.00
1995:Q2,-1697.00,74.00,-1771.00,0.00,0.00,0.00,-1697.00
1995:Q3,439.00,12.00,427.00,0.00,0.00,0.00,439.00
1995:Q4,772.00,2.00,770.00,0.00,0.00,0.00,772.00
1996:Q1,531.00,29.00,502.00,0.00,0.00,0.00,531.00
1996:Q2,415.00,-9.00,424.00,0.00,0.00,0.00,415.00
1996:Q3,15.00,112.00,-97.00,0.00,0.00,0.00,15.00
1996:Q4,843.00,177.00,666.00,0.00,0.00,0.00,843.00
1997:Q1,8854.00,387.00,4780.00,3687.00,2699.00,988.00,8854.00
1997:Q2,7471.00,300.00,402.00,6769.00,5770.00,999.00,7471.00
1997:Q3,5798.00,274.00,150.00,5374.00,4364.00,1010.00,5798.00
1997:Q4,10269.00,329.00,6018.00,3922.00,2912.00,1010.00,10269.00
1998:Q1,7410.00,356.00,38.00,7016.00,6028.00,988.00,7410.00
1998:Q2,8461.00,410.00,3779.00,4272.00,3273.00,999.00,8461.00
1998:Q3,11881.00,729.00,10608.00,544.00,-466.00,1010.00,11881.00
1998:Q4,6941.00,430.00,-2467.00,8978.00,7968.00,1010.00,6941.00
1999:Q1,8577.00,453.00,6299.00,1825.00,2005.00,-180.00,8577.00
1999:Q2,7220.00,291.00,3668.00,3261.00,3442.00,-181.00,7220.00
1999:Q3,12339.00,446.00,11933.00,-40.00,144.00,-184.00,12339.00
1999:Q4,-371.00,423.00,-6367.00,5573.00,5756.00,-183.00,-371.00
2000:Q1,-6195.00,-471.00,-6400.00,676.00,676.00,0.00,-6195.00
2000:Q2,729.00,-266.00,2645.00,-1650.00,-1650.00,0.00,729.00
2000:Q3,-3359.00,-248.00,-1895.00,-1216.00,-1216.00,0.00,-3359.00
2000:Q4,3381.00,-207.00,7237.00,-3649.00,-3649.00,0.00,3381.00
2001:Q1,4978.00,624.00,9585.00,-5231.00,-4961.00,-270.00,4978.00
2001:Q2,-5336.00,141.00,-5918.00,441.00,713.00,-272.00,-5336.00
2001:Q3,6659.00,523.00,11378.00,-5242.00,-4966.00,-276.00,6659.00
2001:Q4,-7984.00,135.00,-9579.00,1460.00,1735.00,-275.00,-7984.00
2002:Q1,-3746.00,-445.00,-2733.00,-568.00,-568.00,0.00,-3746.00
2002:Q2,1827.00,-260.00,5660.00,-3573.00,-3573.00,0.00,1827.00
2002:Q3,3157.00,-140.00,7839.00,-4542.00,-4542.00,0.00,3157.00
2002:Q4,-6065.00,-144.00,-6857.00,936.00,936.00,0.00,-6065.00
2003:Q1,11747.00,-177.00,8156.00,3768.00,2780.00,988.00,11747.00
2003:Q2,2667.00,-458.00,-4616.00,7741.00,6742.00,999.00,2667.00
2003:Q3,8473.00,-266.00,3296.00,5443.00,4433.00,1010.00,8473.00
2003:Q4,4526.00,-418.00,-2701.00,7645.00,6635.00,1010.00,4526.00
2004:Q1,5096.00,-363.00,1815.00,3644.00,3010.00,634.00,5096.00
2004:Q2,7405.00,-166.00,4409.00,3162.00,2528.00,634.00,7405.00
2004:Q3,6750.00,-211.00,4655.00,2306.00,1665.00,641.00,6750.00
2004:Q4,347.00,-329.00,-5175.00,5851.00,5210.00,641.00,347.00
2005:Q1,7560.00,70.00,5735.00,1755.00,1216.00,539.00,7560.00
2005:Q2,3767.00,72.00,955.00,2740.00,2196.00,544.00,3767.00
2005:Q3,1943.00,136.00,-2053.00,3860.00,3309.00,551.00,1943.00
2005:Q4,4608.00,59.00,1389.00,3160.00,2609.00,551.00,4608.00
2006:Q1,3155.00,148.00,-1538.00,4545.00,4006.00,539.00,3155.00
2006:Q2,9594.00,450.00,7064.00,2080.00,1535.00,545.00,9594.00
2006:Q3,4115.00,339.00,-397.00,4173.00,3622.00,551.00,4115.00
2006:Q4,1562.00,256.00,-3915.00,5221.00,4670.00,551.00,1562.00
2007:Q1,3072.00,247.00,389.00,2436.00,2072.00,364.00,3072.00
2007:Q2,10842.00,336.00,2518.00,7988.00,6895.00,1093.00,10842.00
2007:Q3,2219.00,1430.00,-1070.00,1859.00,1859.00,0.00,2219.00
2007:Q4,3469.00,231.00,1839.00,1399.00,306.00,1093.00,3469.00
2008:Q1,-10118.00,422.00,-1295.00,-9245.00,-8516.00,-729.00,-10118.00
2008:Q2,6544.00,0.00,2925.00,3619.00,2526.00,1093.00,6544.00
2008:Q3,-11557.00,252.00,-459.00,-11350.00,-10622.00,-728.00,-11557.00
2008:Q4,-18350.00,1059.00,-514.00,-18895.00,-16709.00,-2186.00,-18350.00
2009:Q1,-4755.00,269.00,-1878.00,-3146.00,-3510.00,364.00,-4755.00
2009:Q2,16879.00,-451.00,2027.00,15303.00,12753.00,2550.00,16879.00
2009:Q3,13191.00,-486.00,199.00,13478.00,11657.00,1821.00,13191.00
2009:Q4,7759.00,-307.00,2414.00,5652.00,4559.00,1093.00,7759.00
2010:Q1,7119.00,-198.00,2085.00,5232.00,4503.00,729.00,7119.00
2010:Q2,-10352.00,-118.00,-1943.00,-8291.00,-7927.00,-364.00,-10352.00
2010:Q3,10940.00,-160.00,-439.00,11539.00,9718.00,1821.00,10940.00
2010:Q4,11499.00,-211.00,2468.00,9242.00,7785.00,1457.00,11499.00
2011:Q1,-1293.00,-1217.00,-5239.00,5163.00,3706.00,1457.00,-1293.00
2011:Q2,-7122.00,-143.00,-5305.00,-1674.00,-2038.00,364.00,-7122.00
2011:Q3,-26966.00,126.00,-7605.00,-19487.00,-17302.00,-2185.00,-26966.00
2011:Q4,4607.00,-219.00,-3362.00,8188.00,6003.00,2185.00,4607.00
2012:Q1,1180.00,-293.00,-2036.00,3509.00,1323.00,2186.00,1180.00
2012:Q2,-8727.00,-87.00,-2055.00,-6585.00,-5492.00,-1093.00,-8727.00
2012:Q3,2070.00,-105.00,-2386.00,4561.00,3468.00,1093.00,2070.00
2012:Q4,-4035.00,-77.00,-3861.00,-97.00,-461.00,364.00,-4035.00
2013:Q1,-8755.00,-168.00,-3204.00,-5383.00,-7205.00,1822.00,-8755.00
2013:Q2,-3676.00,-3.00,-2033.00,-1640.00,-1640.00,0.00,-3676.00
2013:Q3,1262.00,966.00,-4070.00,4366.00,3274.00,1092.00,1262.00
2013:Q4,3448.00,-150.00,-3074.00,6672.00,4850.00,1822.00,3448.00
2014:Q1,-11609.00,-208.00,-5460.00,-5941.00,-6305.00,364.00,-11609.00
2014:Q2,-6936.00,-213.00,-8136.00,1413.00,684.00,729.00,-6936.00
2014:Q3,-7481.00,-193.00,-7068.00,-220.00,-1312.00,1092.00,-7481.00
2014:Q4,-3911.00,-228.00,-5343.00,1660.00,567.00,1093.00,-3911.00
2015:Q1,253.00,-55.00,-2121.00,2429.00,1700.00,729.00,253.00
2015:Q2,-1455.00,22.00,-2816.00,1339.00,611.00,728.00,-1455.00
2015:Q3,-9664.00,-940.00,-4920.00,-3804.00,-3804.00,0.00,-9664.00
2015:Q4,6206.00,964.00,920.00,4322.00,3229.00,1093.00,6206.00
2016:Q1,1169.00,-976.00,4758.00,-2613.00,-131.00,-2482.00,1169.00
2016:Q2,-32.00,-70.00,-2900.00,2938.00,1881.00,1057.00,-32.00
2016:Q3,4472.00,-90.00,-2031.00,6593.00,4658.00,1935.00,4472.00
