date,FU634090005.Q,FU633091003.Q,FU633020000.Q,FU633030000.Q,FU632051000.Q,FU634022005.Q,FU633069175.Q,FU633061105.Q,FU633061700.Q,FU633062000.Q,FU633063003.Q,FU633093005.Q,FU634090005.Q,FU634090503.Q
1950:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,263.00,0.00,0.00,67.00,9.00,187.00,185.00,2.00,0.00,0.00,0.00,0.00,263.00,0.00
1974:Q2,307.00,0.00,0.00,143.00,10.00,171.00,168.00,3.00,0.00,0.00,0.00,-17.00,307.00,0.00
1974:Q3,816.00,0.00,0.00,576.00,31.00,240.00,225.00,15.00,0.00,0.00,0.00,-31.00,816.00,0.00
1974:Q4,993.00,0.00,0.00,834.00,42.00,159.00,67.00,92.00,0.00,0.00,0.00,-42.00,993.00,0.00
1975:Q1,1241.00,0.00,0.00,706.00,54.00,537.00,405.00,132.00,0.00,0.00,0.00,-56.00,1241.00,0.00
1975:Q2,41.00,0.00,25.00,206.00,8.00,-215.00,-262.00,47.00,0.00,0.00,0.00,17.00,41.00,0.00
1975:Q3,47.00,0.00,10.00,-224.00,0.00,255.00,-50.00,305.00,0.00,0.00,0.00,6.00,47.00,0.00
1975:Q4,-12.00,0.00,-6.00,-169.00,-5.00,121.00,-210.00,331.00,0.00,0.00,0.00,47.00,-12.00,0.00
1976:Q1,16.00,0.00,1.00,-434.00,-3.00,460.00,186.00,274.00,0.00,0.00,0.00,-8.00,16.00,0.00
1976:Q2,-282.00,0.00,-19.00,-36.00,0.00,-246.00,123.00,-369.00,0.00,0.00,0.00,19.00,-282.00,0.00
1976:Q3,-9.00,0.00,24.00,-139.00,-10.00,77.00,-65.00,142.00,0.00,0.00,0.00,39.00,-9.00,0.00
1976:Q4,265.00,0.00,-11.00,-43.00,2.00,347.00,172.00,175.00,0.00,0.00,0.00,-30.00,265.00,0.00
1977:Q1,-226.00,0.00,0.00,-32.00,-2.00,-227.00,-120.00,-107.00,0.00,0.00,0.00,35.00,-226.00,0.00
1977:Q2,-17.00,73.00,-1.00,114.00,15.00,-141.00,103.00,-244.00,0.00,0.00,0.00,-77.00,-17.00,0.00
1977:Q3,20.00,33.00,49.00,-13.00,7.00,-54.00,-11.00,-43.00,0.00,0.00,0.00,-2.00,20.00,0.00
1977:Q4,424.00,-92.00,-44.00,237.00,110.00,276.00,148.00,128.00,0.00,0.00,0.00,-63.00,424.00,0.00
1978:Q1,1733.00,241.00,23.00,865.00,-44.00,678.00,441.00,237.00,0.00,0.00,0.00,-30.00,1733.00,0.00
1978:Q2,1339.00,-110.00,-15.00,457.00,73.00,944.00,799.00,-55.00,200.00,0.00,0.00,-10.00,1339.00,0.00
1978:Q3,1448.00,156.00,9.00,980.00,38.00,474.00,379.00,-105.00,200.00,0.00,0.00,-209.00,1448.00,0.00
1978:Q4,2401.00,169.00,23.00,363.00,13.00,1095.00,969.00,-74.00,200.00,0.00,0.00,738.00,2401.00,0.00
1979:Q1,7212.00,692.00,-17.00,1609.00,61.00,4761.00,3360.00,801.00,600.00,0.00,0.00,106.00,7212.00,0.00
1979:Q2,7895.00,1136.00,34.00,1676.00,348.00,4606.00,3672.00,301.00,633.00,0.00,0.00,95.00,7895.00,0.00
1979:Q3,8279.00,1558.00,47.00,2795.00,493.00,3275.00,2787.00,-764.00,1252.00,0.00,0.00,111.00,8279.00,0.00
1979:Q4,11020.00,1253.00,-65.00,1449.00,1162.00,7159.00,5827.00,397.00,935.00,0.00,0.00,62.00,11020.00,0.00
1980:Q1,16078.00,1207.00,-3.00,2153.00,222.00,12573.00,6847.00,5383.00,-413.00,756.00,0.00,-74.00,16078.00,0.00
1980:Q2,16535.00,740.00,569.00,2241.00,1087.00,11604.00,10169.00,-1732.00,2118.00,903.00,146.00,294.00,16535.00,0.00
1980:Q3,2074.00,1601.00,-393.00,2983.00,-813.00,-1362.00,-4053.00,2178.00,-326.00,810.00,29.00,58.00,2074.00,0.00
1980:Q4,-3486.00,-1888.00,-74.00,1837.00,2735.00,-5913.00,-700.00,-3976.00,-645.00,-502.00,-90.00,-183.00,-3486.00,0.00
1981:Q1,37808.00,3985.00,-2173.00,8717.00,-650.00,27996.00,14683.00,11044.00,1591.00,712.00,-34.00,-67.00,37808.00,0.00
1981:Q2,15648.00,3420.00,1396.00,2062.00,2557.00,5639.00,9107.00,-5495.00,1058.00,684.00,285.00,574.00,15648.00,0.00
1981:Q3,34599.00,2898.00,-209.00,8458.00,2564.00,20763.00,15786.00,2396.00,2252.00,267.00,62.00,125.00,34599.00,0.00
1981:Q4,21835.00,1774.00,271.00,3925.00,4415.00,11043.00,-738.00,10100.00,715.00,765.00,201.00,407.00,21835.00,0.00
1982:Q1,12427.00,3620.00,-1183.00,-2598.00,2756.00,9337.00,2666.00,4041.00,-481.00,2866.00,245.00,495.00,12427.00,0.00
1982:Q2,10948.00,738.00,1462.00,3699.00,-547.00,6012.00,5154.00,-3158.00,3398.00,824.00,-206.00,-416.00,10948.00,0.00
1982:Q3,25566.00,-385.00,1015.00,5496.00,2168.00,17619.00,-3420.00,15819.00,1850.00,3541.00,-171.00,-347.00,25566.00,0.00
1982:Q4,-15318.00,940.00,-467.00,-9859.00,-2682.00,-2904.00,-5687.00,4425.00,-3165.00,1695.00,-172.00,-346.00,-15318.00,0.00
1983:Q1,-22592.00,-4577.00,-799.00,-10501.00,-2986.00,-3617.00,-7280.00,2227.00,-2213.00,3704.00,-55.00,-112.00,-22592.00,0.00
1983:Q2,-16443.00,462.00,-138.00,-4228.00,-1188.00,-11472.00,4493.00,-16594.00,1332.00,-763.00,60.00,121.00,-16443.00,0.00
1983:Q3,-1303.00,246.00,-281.00,-1549.00,2749.00,-2481.00,2465.00,-6205.00,931.00,322.00,6.00,13.00,-1303.00,0.00
1983:Q4,-123.00,2021.00,665.00,-534.00,-1770.00,-286.00,-2629.00,765.00,1353.00,334.00,-109.00,-219.00,-123.00,0.00
1984:Q1,15607.00,1863.00,-292.00,-3389.00,4581.00,12619.00,9146.00,-3465.00,2354.00,4474.00,110.00,225.00,15607.00,0.00
1984:Q2,5022.00,-803.00,279.00,3768.00,-412.00,2151.00,4537.00,-4485.00,904.00,1173.00,22.00,39.00,5022.00,0.00
1984:Q3,5173.00,680.00,-330.00,-4693.00,3339.00,6100.00,5845.00,-1271.00,1440.00,48.00,38.00,77.00,5173.00,0.00
1984:Q4,28285.00,-2454.00,-626.00,4151.00,2215.00,24489.00,12212.00,11777.00,-1111.00,1360.00,251.00,510.00,28285.00,0.00
1985:Q1,7446.00,-256.00,-1132.00,-2277.00,519.00,10457.00,-1449.00,714.00,643.00,10482.00,67.00,135.00,7446.00,0.00
1985:Q2,6095.00,-2359.00,2021.00,-1548.00,-5308.00,13436.00,11814.00,-1376.00,2097.00,974.00,-73.00,-147.00,6095.00,0.00
1985:Q3,-3679.00,401.00,-1266.00,-1115.00,3287.00,-5329.00,-7347.00,-2056.00,2259.00,1643.00,172.00,343.00,-3679.00,0.00
1985:Q4,387.00,28.00,1776.00,-1751.00,4796.00,-4468.00,-1872.00,1893.00,-3868.00,-623.00,2.00,6.00,387.00,0.00
1986:Q1,22726.00,146.00,257.00,319.00,134.00,22287.00,2835.00,4668.00,-990.00,15981.00,-207.00,-417.00,22726.00,0.00
1986:Q2,11570.00,2873.00,-310.00,-228.00,5941.00,2546.00,7508.00,-6902.00,-2297.00,3867.00,370.00,748.00,11570.00,0.00
1986:Q3,17949.00,582.00,-771.00,2390.00,-1346.00,16298.00,8409.00,1591.00,370.00,5533.00,395.00,796.00,17949.00,0.00
1986:Q4,-3896.00,-472.00,637.00,275.00,1345.00,-6152.00,-12641.00,4070.00,-75.00,2260.00,234.00,471.00,-3896.00,0.00
1987:Q1,12323.00,4921.00,703.00,-299.00,4726.00,2412.00,4036.00,-9554.00,1543.00,6456.00,-69.00,-140.00,12323.00,0.00
1987:Q2,-2986.00,-3172.00,-287.00,4876.00,837.00,-5303.00,-2735.00,1732.00,-809.00,-3520.00,29.00,63.00,-2986.00,0.00
1987:Q3,4693.00,-1221.00,16.00,2764.00,2552.00,717.00,4998.00,-4977.00,2557.00,-1795.00,-66.00,-135.00,4693.00,0.00
1987:Q4,9914.00,-1089.00,-726.00,7313.00,-1006.00,4410.00,-326.00,-920.00,8565.00,-3411.00,502.00,1012.00,9914.00,0.00
1988:Q1,28588.00,488.00,339.00,2668.00,2138.00,20445.00,7197.00,543.00,2775.00,8688.00,1242.00,2510.00,28588.00,0.00
1988:Q2,-16876.00,13.00,109.00,-2422.00,-814.00,-12237.00,2316.00,-1725.00,-7771.00,-4305.00,-752.00,-1525.00,-16876.00,362.00
1988:Q3,-651.00,383.00,2112.00,2903.00,971.00,-6702.00,-2440.00,-2276.00,-1117.00,-701.00,-168.00,-318.00,-651.00,274.00
1988:Q4,11705.00,7185.00,-1571.00,-3699.00,87.00,10025.00,11304.00,721.00,-2411.00,586.00,-175.00,-322.00,11705.00,273.00
1989:Q1,26199.00,-665.00,-2333.00,2838.00,5947.00,19580.00,20369.00,1175.00,-4373.00,2029.00,380.00,832.00,26199.00,338.00
1989:Q2,20795.00,-6687.00,1204.00,7098.00,5106.00,12557.00,11522.00,-1653.00,3268.00,-1297.00,717.00,1517.00,20795.00,170.00
1989:Q3,30926.00,7058.00,2112.00,1422.00,1610.00,17703.00,13515.00,1580.00,-828.00,2932.00,504.00,1021.00,30926.00,280.00
1989:Q4,13225.00,-3026.00,-1539.00,-2001.00,489.00,19641.00,12874.00,2117.00,4500.00,313.00,-163.00,-339.00,13225.00,216.00
1990:Q1,35689.00,668.00,-557.00,-6810.00,-1640.00,43236.00,17400.00,16514.00,1093.00,7827.00,402.00,792.00,35689.00,316.00
1990:Q2,-10401.00,994.00,803.00,-5679.00,1876.00,-10844.00,-14290.00,-3374.00,6989.00,-1397.00,1228.00,2449.00,-10401.00,282.00
1990:Q3,31603.00,3766.00,209.00,-5937.00,11174.00,27618.00,19910.00,6017.00,1274.00,3023.00,-2606.00,-5227.00,31603.00,1086.00
1990:Q4,14370.00,-4731.00,10823.00,-2865.00,-7274.00,19969.00,-2085.00,11497.00,6849.00,4491.00,-783.00,-1552.00,14370.00,373.00
1991:Q1,54143.00,5867.00,-13530.00,6922.00,14905.00,39299.00,8443.00,20626.00,2466.00,7338.00,426.00,680.00,54143.00,239.00
1991:Q2,-19754.00,-5701.00,4113.00,3255.00,-1877.00,-21312.00,-4881.00,-10542.00,-3326.00,-3437.00,874.00,1768.00,-19754.00,88.00
1991:Q3,351.00,-3027.00,998.00,2548.00,1477.00,-821.00,-13298.00,9291.00,4769.00,-1175.00,-408.00,-824.00,351.00,-263.00
1991:Q4,6433.00,-2358.00,-3177.00,606.00,-5306.00,14677.00,-5203.00,14808.00,209.00,3868.00,995.00,1991.00,6433.00,-217.00
1992:Q1,32395.00,-1382.00,-477.00,376.00,12945.00,20917.00,10403.00,5242.00,-1443.00,6717.00,-2.00,16.00,32395.00,254.00
1992:Q2,-15098.00,-3638.00,-1883.00,-1666.00,168.00,-10695.00,-7776.00,-5160.00,4307.00,-3361.00,1295.00,2616.00,-15098.00,-265.00
1992:Q3,-2874.00,4790.00,-1351.00,3317.00,-8064.00,-2507.00,-8587.00,213.00,7019.00,-1613.00,461.00,941.00,-2874.00,-66.00
1992:Q4,-10670.00,-1019.00,1229.00,-2551.00,-6205.00,-3592.00,-11643.00,-272.00,3903.00,3678.00,742.00,1468.00,-10670.00,-213.00
1993:Q1,13330.00,-1676.00,1659.00,2317.00,6995.00,1692.00,1424.00,-1946.00,-4195.00,5247.00,1162.00,2343.00,13330.00,-370.00
1993:Q2,-7112.00,380.00,-1243.00,-3742.00,-5012.00,-340.00,-3333.00,-1286.00,5515.00,-2644.00,1408.00,2845.00,-7112.00,-8.00
1993:Q3,-1890.00,-5249.00,-819.00,-7410.00,8047.00,65.00,-12222.00,-1920.00,9794.00,2688.00,1725.00,3476.00,-1890.00,317.00
1993:Q4,14797.00,-3929.00,1877.00,5942.00,-9771.00,18255.00,4407.00,5962.00,2391.00,4297.00,1198.00,2423.00,14797.00,19.00
1994:Q1,16969.00,1374.00,1778.00,-3457.00,6890.00,5771.00,2388.00,-11516.00,720.00,11891.00,2288.00,4613.00,16969.00,1431.00
1994:Q2,-5656.00,-2498.00,-2389.00,1255.00,-1918.00,-64.00,10433.00,-9392.00,2632.00,-3714.00,-23.00,-42.00,-5656.00,751.00
1994:Q3,9563.00,-387.00,-641.00,5491.00,23.00,6369.00,3041.00,423.00,2677.00,-502.00,730.00,-1292.00,9563.00,221.00
1994:Q4,24810.00,7448.00,-105.00,-3463.00,-1882.00,21674.00,8992.00,7658.00,4219.00,185.00,620.00,1138.00,24810.00,507.00
1995:Q1,30869.00,-781.00,-4170.00,10244.00,4193.00,21472.00,17820.00,142.00,-2320.00,5878.00,-48.00,-89.00,30869.00,-201.00
1995:Q2,44799.00,360.00,4622.00,1218.00,8003.00,27615.00,20069.00,-9074.00,13428.00,1567.00,1625.00,2981.00,44799.00,985.00
1995:Q3,24200.00,5910.00,-541.00,14707.00,2646.00,-2379.00,-5632.00,5525.00,-6861.00,2486.00,2103.00,3857.00,24200.00,249.00
1995:Q4,42145.00,-1453.00,-887.00,-4937.00,4322.00,40073.00,16409.00,7091.00,9434.00,4397.00,2742.00,5027.00,42145.00,306.00
1996:Q1,71184.00,1533.00,578.00,4286.00,8960.00,50090.00,12320.00,15935.00,5363.00,13345.00,3127.00,5737.00,71184.00,723.00
1996:Q2,-6454.00,-7186.00,198.00,-1960.00,1675.00,-7.00,15513.00,-5055.00,-6607.00,-4312.00,454.00,826.00,-6454.00,567.00
1996:Q3,34315.00,3568.00,-909.00,13499.00,3264.00,15453.00,4380.00,3657.00,5795.00,1925.00,-304.00,-560.00,34315.00,836.00
1996:Q4,49744.00,5597.00,2535.00,15254.00,2502.00,25332.00,7271.00,6222.00,6787.00,5857.00,-805.00,-1476.00,49744.00,998.00
