date,FA634090005.Q,FA633091003.Q,FA633020000.Q,FA633030000.Q,FA632051000.Q,FA634022005.Q,FA633069175.Q,FA633061105.Q,FA633061700.Q,FA633062000.Q,FA633063003.Q,FA633093005.Q,FA634090005.Q,FA634090503.Q
1950:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,1052.00,0.00,0.00,268.00,36.00,748.00,740.00,8.00,0.00,0.00,0.00,0.00,1052.00,0.00
1974:Q2,1228.00,0.00,0.00,572.00,40.00,684.00,672.00,12.00,0.00,0.00,0.00,-68.00,1228.00,0.00
1974:Q3,3264.00,0.00,0.00,2304.00,124.00,960.00,900.00,60.00,0.00,0.00,0.00,-124.00,3264.00,0.00
1974:Q4,3972.00,0.00,0.00,3336.00,168.00,636.00,268.00,368.00,0.00,0.00,0.00,-168.00,3972.00,0.00
1975:Q1,4964.00,0.00,0.00,2824.00,216.00,2148.00,1620.00,528.00,0.00,0.00,0.00,-224.00,4964.00,0.00
1975:Q2,164.00,0.00,100.00,824.00,32.00,-860.00,-1048.00,188.00,0.00,0.00,0.00,68.00,164.00,0.00
1975:Q3,188.00,0.00,40.00,-896.00,0.00,1020.00,-200.00,1220.00,0.00,0.00,0.00,24.00,188.00,0.00
1975:Q4,-48.00,0.00,-24.00,-676.00,-20.00,484.00,-840.00,1324.00,0.00,0.00,0.00,188.00,-48.00,0.00
1976:Q1,64.00,0.00,4.00,-1736.00,-12.00,1840.00,744.00,1096.00,0.00,0.00,0.00,-32.00,64.00,0.00
1976:Q2,-1128.00,0.00,-76.00,-144.00,0.00,-984.00,492.00,-1476.00,0.00,0.00,0.00,76.00,-1128.00,0.00
1976:Q3,-36.00,0.00,96.00,-556.00,-40.00,308.00,-260.00,568.00,0.00,0.00,0.00,156.00,-36.00,0.00
1976:Q4,1060.00,0.00,-44.00,-172.00,8.00,1388.00,688.00,700.00,0.00,0.00,0.00,-120.00,1060.00,0.00
1977:Q1,-904.00,0.00,0.00,-128.00,-8.00,-908.00,-480.00,-428.00,0.00,0.00,0.00,140.00,-904.00,0.00
1977:Q2,-68.00,292.00,-4.00,456.00,60.00,-564.00,412.00,-976.00,0.00,0.00,0.00,-308.00,-68.00,0.00
1977:Q3,80.00,132.00,196.00,-52.00,28.00,-216.00,-44.00,-172.00,0.00,0.00,0.00,-8.00,80.00,0.00
1977:Q4,1696.00,-368.00,-176.00,948.00,440.00,1104.00,592.00,512.00,0.00,0.00,0.00,-252.00,1696.00,0.00
1978:Q1,6932.00,964.00,92.00,3460.00,-176.00,2712.00,1764.00,948.00,0.00,0.00,0.00,-120.00,6932.00,0.00
1978:Q2,5356.00,-440.00,-60.00,1828.00,292.00,3776.00,3196.00,-220.00,800.00,0.00,0.00,-40.00,5356.00,0.00
1978:Q3,5792.00,624.00,36.00,3920.00,152.00,1896.00,1516.00,-420.00,800.00,0.00,0.00,-836.00,5792.00,0.00
1978:Q4,9604.00,676.00,92.00,1452.00,52.00,4380.00,3876.00,-296.00,800.00,0.00,0.00,2952.00,9604.00,0.00
1979:Q1,28848.00,2768.00,-68.00,6436.00,244.00,19044.00,13440.00,3204.00,2400.00,0.00,0.00,424.00,28848.00,0.00
1979:Q2,31580.00,4544.00,136.00,6704.00,1392.00,18424.00,14688.00,1204.00,2532.00,0.00,0.00,380.00,31580.00,0.00
1979:Q3,33116.00,6232.00,188.00,11180.00,1972.00,13100.00,11148.00,-3056.00,5008.00,0.00,0.00,444.00,33116.00,0.00
1979:Q4,44080.00,5012.00,-260.00,5796.00,4648.00,28636.00,23308.00,1588.00,3740.00,0.00,0.00,248.00,44080.00,0.00
1980:Q1,62376.00,4828.00,-12.00,8612.00,888.00,48356.00,27388.00,21532.00,-1652.00,1088.00,0.00,-296.00,62376.00,0.00
1980:Q2,66424.00,2960.00,2276.00,8964.00,4348.00,46700.00,40676.00,-6928.00,8472.00,3896.00,584.00,1176.00,66424.00,0.00
1980:Q3,8740.00,6404.00,-1572.00,11932.00,-3252.00,-5004.00,-16212.00,8712.00,-1304.00,3684.00,116.00,232.00,8740.00,0.00
1980:Q4,-12736.00,-7552.00,-296.00,7348.00,10940.00,-22444.00,-2800.00,-15904.00,-2580.00,-800.00,-360.00,-732.00,-12736.00,0.00
1981:Q1,147992.00,15940.00,-8692.00,34868.00,-2600.00,108744.00,58732.00,44176.00,6364.00,-392.00,-136.00,-268.00,147992.00,0.00
1981:Q2,63576.00,13680.00,5584.00,8248.00,10228.00,23540.00,36428.00,-21980.00,4232.00,3720.00,1140.00,2296.00,63576.00,0.00
1981:Q3,139012.00,11592.00,-836.00,33832.00,10256.00,83668.00,63144.00,9584.00,9008.00,1684.00,248.00,500.00,139012.00,0.00
1981:Q4,88980.00,7096.00,1084.00,15700.00,17660.00,45812.00,-2952.00,40400.00,2860.00,4700.00,804.00,1628.00,88980.00,0.00
1982:Q1,36256.00,14480.00,-4732.00,-10392.00,11024.00,23896.00,10664.00,16164.00,-1924.00,-1988.00,980.00,1980.00,36256.00,0.00
1982:Q2,48020.00,2952.00,5848.00,14796.00,-2188.00,28276.00,20616.00,-12632.00,13592.00,7524.00,-824.00,-1664.00,48020.00,0.00
1982:Q3,106488.00,-1540.00,4060.00,21984.00,8672.00,74700.00,-13680.00,63276.00,7400.00,18388.00,-684.00,-1388.00,106488.00,0.00
1982:Q4,-56272.00,3760.00,-1868.00,-39436.00,-10728.00,-6616.00,-22748.00,17700.00,-12660.00,11780.00,-688.00,-1384.00,-56272.00,0.00
1983:Q1,-126412.00,-18308.00,-3196.00,-42004.00,-16992.00,-51328.00,-36976.00,2236.00,-8852.00,-7516.00,-220.00,5416.00,-126412.00,0.00
1983:Q2,-56756.00,1848.00,-552.00,-16912.00,6480.00,-21816.00,12852.00,-43872.00,5328.00,3636.00,240.00,-25804.00,-56756.00,0.00
1983:Q3,9868.00,984.00,-1124.00,-6196.00,5092.00,2208.00,9748.00,-21440.00,3724.00,10152.00,24.00,8904.00,9868.00,0.00
1983:Q4,11456.00,8084.00,2660.00,-2136.00,-7360.00,-488.00,2572.00,-16152.00,5412.00,8116.00,-436.00,10696.00,11456.00,0.00
1984:Q1,16101.00,7452.00,-1168.00,-13556.00,12300.00,9664.00,24088.00,-16632.00,9416.00,-7648.00,440.00,1409.00,16101.00,0.00
1984:Q2,40957.00,-3212.00,1116.00,15072.00,11260.00,30924.00,18940.00,-5132.00,3616.00,13412.00,88.00,-14203.00,40957.00,0.00
1984:Q3,33224.00,2720.00,-1320.00,-18772.00,8340.00,36888.00,20888.00,948.00,5760.00,9140.00,152.00,5368.00,33224.00,0.00
1984:Q4,126066.00,-9816.00,-2504.00,16604.00,6992.00,103960.00,63044.00,31040.00,-4444.00,13316.00,1004.00,10830.00,126066.00,0.00
1985:Q1,-17212.00,-1024.00,-4528.00,-9108.00,-8104.00,-10140.00,-19596.00,-6768.00,2572.00,13384.00,268.00,15692.00,-17212.00,0.00
1985:Q2,49822.00,-9436.00,8084.00,-6192.00,-14152.00,79308.00,44608.00,9868.00,8388.00,16736.00,-292.00,-7790.00,49822.00,0.00
1985:Q3,-6558.00,1604.00,-5064.00,-4460.00,13480.00,-14684.00,-32508.00,-4288.00,9036.00,12388.00,688.00,2566.00,-6558.00,0.00
1985:Q4,14943.00,112.00,7104.00,-7004.00,21952.00,1900.00,12080.00,-2112.00,-15472.00,7396.00,8.00,-9121.00,14943.00,0.00
1986:Q1,36488.00,584.00,1028.00,1276.00,-5644.00,36760.00,-12948.00,12436.00,-3960.00,42060.00,-828.00,2484.00,36488.00,0.00
1986:Q2,84474.00,11492.00,-1240.00,-912.00,21252.00,40136.00,33832.00,-17096.00,-9188.00,31108.00,1480.00,13746.00,84474.00,0.00
1986:Q3,77210.00,2328.00,-3084.00,9560.00,-2128.00,74680.00,37032.00,9132.00,1480.00,25456.00,1580.00,-4146.00,77210.00,0.00
1986:Q4,-4775.00,-1888.00,2548.00,1100.00,10816.00,-11660.00,-33472.00,9236.00,-300.00,11940.00,936.00,-5691.00,-4775.00,0.00
1987:Q1,-15563.00,19684.00,2812.00,-1196.00,11176.00,-48224.00,-16284.00,-42356.00,6172.00,4520.00,-276.00,185.00,-15563.00,0.00
1987:Q2,41880.00,-12688.00,-1148.00,19504.00,4740.00,8676.00,-1452.00,10596.00,-3236.00,2652.00,116.00,22796.00,41880.00,0.00
1987:Q3,20152.00,-4884.00,64.00,11056.00,7144.00,23544.00,32704.00,-13576.00,10228.00,-5548.00,-264.00,-16772.00,20152.00,0.00
1987:Q4,49306.00,-4356.00,-2904.00,29252.00,5376.00,24948.00,8924.00,-9540.00,34260.00,-10704.00,2008.00,-3010.00,49306.00,0.00
1988:Q1,30710.00,1952.00,1356.00,10672.00,-2728.00,13708.00,-3740.00,-14288.00,11100.00,15668.00,4968.00,5750.00,30710.00,0.00
1988:Q2,4206.00,52.00,436.00,-9688.00,-1168.00,-5632.00,13208.00,13144.00,-31084.00,2108.00,-3008.00,20206.00,4206.00,1448.00
1988:Q3,-6931.00,1532.00,8448.00,11612.00,-1940.00,2556.00,11332.00,-3672.00,-4468.00,36.00,-672.00,-29139.00,-6931.00,1096.00
1988:Q4,63078.00,28740.00,-6284.00,-14796.00,15364.00,35492.00,52708.00,-6132.00,-9644.00,-740.00,-700.00,4562.00,63078.00,1092.00
1989:Q1,5598.00,-2660.00,-9332.00,11352.00,-696.00,6330.00,49782.00,-17979.00,-17492.00,-9502.00,1520.00,604.00,5598.00,1352.00
1989:Q2,169205.00,-26748.00,4816.00,28392.00,22606.00,99476.00,46686.00,24193.00,13072.00,12657.00,2868.00,40663.00,169205.00,680.00
1989:Q3,115808.00,28232.00,8448.00,5688.00,5674.00,103069.00,78508.00,9029.00,-3312.00,16828.00,2016.00,-35303.00,115808.00,1120.00
1989:Q4,73969.00,-12104.00,-6156.00,-8004.00,25024.00,69049.00,58144.00,-2368.00,18000.00,-4075.00,-652.00,6160.00,73969.00,864.00
1990:Q1,43014.00,2672.00,-2228.00,-27240.00,-43489.00,116004.00,37884.00,60597.00,4372.00,11542.00,1608.00,-2705.00,43014.00,1264.00
1990:Q2,44378.00,3976.00,3212.00,-22716.00,13212.00,-308.00,-64203.00,17081.00,27956.00,13946.00,4912.00,47002.00,44378.00,1128.00
1990:Q3,125329.00,15064.00,836.00,-23748.00,43995.00,146123.00,111610.00,20505.00,5096.00,19336.00,-10424.00,-56941.00,125329.00,4344.00
1990:Q4,72323.00,-18924.00,43292.00,-11460.00,2826.00,58096.00,-1552.00,24432.00,27396.00,10952.00,-3132.00,-1508.00,72323.00,1492.00
1991:Q1,130355.00,23468.00,-54120.00,27688.00,20110.00,111890.00,3961.00,87220.00,9864.00,9141.00,1704.00,1319.00,130355.00,956.00
1991:Q2,-8230.00,-22804.00,16452.00,13020.00,2383.00,-48414.00,-25567.00,-18424.00,-13304.00,5385.00,3496.00,31133.00,-8230.00,352.00
1991:Q3,16721.00,-12108.00,3992.00,10192.00,14120.00,36142.00,-19770.00,33672.00,19076.00,4797.00,-1632.00,-35618.00,16721.00,-1052.00
1991:Q4,25846.00,-9432.00,-12708.00,2424.00,183.00,27754.00,-18379.00,34264.00,836.00,7053.00,3980.00,17626.00,25846.00,-868.00
1992:Q1,63935.00,-5528.00,-6910.00,-11682.00,26331.00,66340.00,20737.00,30897.00,11208.00,3506.00,-8.00,-4617.00,63935.00,1016.00
1992:Q2,-1509.00,-14552.00,-2208.00,1559.00,6818.00,-13402.00,-41774.00,901.00,15740.00,6550.00,5180.00,20275.00,-1509.00,-1060.00
1992:Q3,5168.00,19160.00,-1816.00,-1563.00,-24260.00,15390.00,-2689.00,-4279.00,19220.00,1294.00,1844.00,-1743.00,5168.00,-264.00
1992:Q4,-52581.00,-4076.00,1006.00,9590.00,-13513.00,-51836.00,-46686.00,-27428.00,8975.00,10334.00,2968.00,6248.00,-52581.00,-852.00
1993:Q1,-5103.00,-6704.00,3258.00,-2070.00,6167.00,-15460.00,-8734.00,5181.00,-7369.00,-9186.00,4648.00,9705.00,-5103.00,-1480.00
1993:Q2,46533.00,1520.00,-1988.00,-3072.00,-14748.00,37201.00,-36826.00,24001.00,31555.00,12839.00,5632.00,27620.00,46533.00,-32.00
1993:Q3,17965.00,-20996.00,-47.00,-50425.00,31761.00,39755.00,-6422.00,-10443.00,32075.00,17645.00,6900.00,17916.00,17965.00,1268.00
1993:Q4,17105.00,-15716.00,4673.00,43994.00,-22145.00,17192.00,13085.00,-15500.00,-2240.00,17054.00,4792.00,-10893.00,17105.00,76.00
1994:Q1,-19065.00,5496.00,5668.00,-24134.00,9051.00,-26158.00,-21939.00,-42220.00,13016.00,15834.00,9152.00,11012.00,-19065.00,5724.00
1994:Q2,89273.00,-9992.00,-7878.00,20942.00,-3428.00,48957.00,21873.00,-2272.00,15507.00,13942.00,-92.00,40673.00,89273.00,3004.00
1994:Q3,56540.00,-1548.00,2067.00,1243.00,4043.00,81753.00,57050.00,-1996.00,19866.00,3914.00,2920.00,-31020.00,56540.00,884.00
1994:Q4,55996.00,29792.00,-5286.00,1253.00,2786.00,30447.00,42433.00,-4820.00,-7397.00,-2249.00,2480.00,-2996.00,55996.00,2028.00
1995:Q1,21384.00,-3124.00,-15500.00,32269.00,-3216.00,49840.00,32006.00,11668.00,12586.00,-6227.00,-192.00,-38885.00,21384.00,-804.00
1995:Q2,330618.00,1440.00,16720.00,26369.00,36823.00,193188.00,73383.00,-1196.00,72585.00,41916.00,6500.00,56079.00,330618.00,3940.00
1995:Q3,82727.00,23640.00,5422.00,35129.00,12804.00,35945.00,17400.00,18144.00,-19288.00,11277.00,8412.00,-30214.00,82727.00,996.00
1995:Q4,133322.00,-5812.00,-10546.00,-8839.00,30245.00,68150.00,71874.00,-13880.00,-11159.00,10347.00,10968.00,60123.00,133322.00,1224.00
1996:Q1,187094.00,6132.00,5188.00,-3138.00,17566.00,157405.00,-19828.00,83595.00,55101.00,26029.00,12508.00,3942.00,187094.00,2892.00
