date,FA634090005.Q,FA634090005.Q,FA153034005.Q,FA103034003.Q,FA113034003.Q,FA213034003.Q,FA513034003.Q,FA543034005.Q,FA573034005.Q,FA223034005.Q,FA503034003.Q,FA263034003.Q
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,1052.00,1052.00,1052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,1228.00,1228.00,1228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,3264.00,3264.00,3264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,3972.00,3972.00,3972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,4964.00,4964.00,4964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,164.00,164.00,164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,188.00,188.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,-48.00,-48.00,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,64.00,64.00,-556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,0.00
1976:Q2,-1128.00,-1128.00,-864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-264.00,0.00
1976:Q3,-36.00,-36.00,-76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00
1976:Q4,1060.00,1060.00,236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824.00,0.00
1977:Q1,-904.00,-904.00,-1768.00,124.00,0.00,0.00,0.00,96.00,0.00,0.00,644.00,0.00
1977:Q2,-68.00,-68.00,312.00,172.00,0.00,0.00,0.00,140.00,92.00,0.00,-784.00,0.00
1977:Q3,80.00,80.00,-244.00,224.00,0.00,0.00,0.00,172.00,120.00,0.00,-192.00,0.00
1977:Q4,1696.00,1696.00,964.00,280.00,0.00,0.00,0.00,192.00,164.00,0.00,96.00,0.00
1978:Q1,6932.00,6932.00,6148.00,220.00,0.00,0.00,0.00,200.00,224.00,0.00,140.00,0.00
1978:Q2,5356.00,5356.00,5264.00,52.00,0.00,0.00,0.00,196.00,248.00,0.00,-404.00,0.00
1978:Q3,5792.00,5792.00,4660.00,324.00,0.00,0.00,0.00,252.00,240.00,0.00,316.00,0.00
1978:Q4,9604.00,9604.00,6852.00,1044.00,0.00,0.00,0.00,364.00,348.00,0.00,996.00,0.00
1979:Q1,28848.00,28848.00,27060.00,1672.00,0.00,0.00,0.00,472.00,564.00,0.00,-920.00,0.00
1979:Q2,31580.00,31580.00,27952.00,2212.00,0.00,0.00,0.00,568.00,752.00,0.00,96.00,0.00
1979:Q3,33116.00,33116.00,28564.00,2660.00,0.00,0.00,0.00,644.00,900.00,0.00,348.00,0.00
1979:Q4,44080.00,44080.00,38548.00,3016.00,0.00,0.00,0.00,704.00,1076.00,0.00,736.00,0.00
1980:Q1,62376.00,62376.00,58328.00,3028.00,0.00,0.00,0.00,600.00,1272.00,0.00,-852.00,0.00
1980:Q2,66424.00,66424.00,61896.00,2700.00,0.00,0.00,0.00,340.00,1380.00,0.00,108.00,0.00
1980:Q3,8740.00,8740.00,744.00,3828.00,0.00,0.00,0.00,728.00,1400.00,0.00,2040.00,0.00
1980:Q4,-12736.00,-12736.00,-21340.00,6416.00,0.00,0.00,0.00,1764.00,1752.00,0.00,-1328.00,0.00
1981:Q1,147992.00,147992.00,133384.00,9776.00,0.00,0.00,0.00,2976.00,2444.00,0.00,-588.00,0.00
1981:Q2,63576.00,63576.00,41152.00,13912.00,0.00,0.00,16.00,4368.00,3560.00,0.00,568.00,0.00
1981:Q3,139012.00,139012.00,115952.00,13492.00,0.00,0.00,56.00,4396.00,5116.00,0.00,0.00,0.00
1981:Q4,88980.00,88980.00,70488.00,8512.00,0.00,0.00,68.00,3060.00,4604.00,0.00,2248.00,0.00
1982:Q1,36256.00,36256.00,27648.00,4524.00,0.00,0.00,144.00,2092.00,1864.00,0.00,-16.00,0.00
1982:Q2,48020.00,48020.00,46212.00,1532.00,0.00,0.00,404.00,1488.00,-4000.00,0.00,2384.00,0.00
1982:Q3,106488.00,106488.00,108156.00,-876.00,0.00,0.00,824.00,788.00,-3836.00,0.00,1432.00,0.00
1982:Q4,-56272.00,-56272.00,-53608.00,-2720.00,0.00,0.00,4196.00,0.00,-1532.00,0.00,-2608.00,0.00
1983:Q1,-126412.00,-126412.00,-125576.00,-6020.00,0.00,0.00,2192.00,-1212.00,756.00,0.00,3448.00,0.00
1983:Q2,-56756.00,-56756.00,-45684.00,-10804.00,0.00,0.00,2516.00,-2844.00,1404.00,0.00,-1344.00,0.00
1983:Q3,9868.00,9868.00,16116.00,-10264.00,0.00,0.00,3884.00,-2700.00,1496.00,0.00,1336.00,0.00
1983:Q4,11456.00,11456.00,8072.00,-4424.00,0.00,0.00,4904.00,-796.00,1308.00,0.00,2392.00,0.00
1984:Q1,16101.00,16101.00,9513.00,1424.00,0.00,0.00,1940.00,1060.00,1048.00,0.00,1116.00,0.00
1984:Q2,40957.00,40957.00,32125.00,7236.00,0.00,0.00,2832.00,2832.00,788.00,0.00,-4856.00,0.00
1984:Q3,33224.00,33224.00,16260.00,7816.00,0.00,0.00,684.00,3120.00,1528.00,0.00,3816.00,0.00
1984:Q4,126066.00,126066.00,119598.00,3160.00,0.00,0.00,420.00,1916.00,672.00,0.00,300.00,0.00
1985:Q1,-17212.00,-17212.00,-17912.00,-968.00,0.00,0.00,1336.00,932.00,1964.00,0.00,-2564.00,0.00
1985:Q2,49822.00,49822.00,47582.00,-4580.00,0.00,0.00,1108.00,156.00,2344.00,0.00,3212.00,0.00
1985:Q3,-6558.00,-6558.00,-6170.00,-1048.00,0.00,0.00,2164.00,16.00,896.00,0.00,-2416.00,0.00
1985:Q4,14943.00,14943.00,-9925.00,428.00,0.00,0.00,3376.00,7216.00,3392.00,5708.00,4748.00,0.00
1986:Q1,36488.00,36488.00,36452.00,-5716.00,0.00,0.00,76.00,1976.00,1720.00,268.00,1712.00,0.00
1986:Q2,84474.00,84474.00,75074.00,764.00,240.00,0.00,-200.00,660.00,-360.00,-56.00,8352.00,0.00
1986:Q3,77210.00,77210.00,72830.00,1224.00,104.00,0.00,-96.00,1200.00,2716.00,428.00,-1196.00,0.00
1986:Q4,-4775.00,-4775.00,-15911.00,5228.00,76.00,0.00,396.00,-72.00,3536.00,552.00,1420.00,0.00
1987:Q1,-15563.00,-15563.00,-24067.00,5832.00,-28.00,0.00,172.00,-5960.00,816.00,128.00,7544.00,0.00
1987:Q2,41880.00,41880.00,37032.00,-4512.00,-216.00,0.00,164.00,-1540.00,3256.00,512.00,7184.00,0.00
1987:Q3,20152.00,20152.00,16100.00,148.00,-196.00,0.00,304.00,-704.00,1316.00,208.00,2976.00,0.00
1987:Q4,49306.00,49306.00,57254.00,2260.00,4.00,0.00,588.00,-4208.00,1980.00,312.00,-8884.00,0.00
1988:Q1,30710.00,30710.00,25510.00,-5272.00,3028.00,0.00,960.00,-880.00,2472.00,388.00,4504.00,0.00
1988:Q2,4206.00,4206.00,-10202.00,-6996.00,2732.00,0.00,1428.00,400.00,4724.00,1400.00,10720.00,0.00
1988:Q3,-6931.00,-6931.00,5437.00,-5860.00,1560.00,0.00,1388.00,692.00,1928.00,804.00,-12880.00,0.00
1988:Q4,63078.00,63078.00,49698.00,-3824.00,1448.00,0.00,840.00,-8.00,600.00,592.00,13732.00,0.00
1989:Q1,5598.00,5598.00,9266.00,-2312.00,1028.00,0.00,272.00,-1284.00,3140.00,1112.00,-5624.00,0.00
1989:Q2,169205.00,169205.00,156141.00,-616.00,-448.00,0.00,-312.00,-3160.00,4688.00,1044.00,11868.00,0.00
1989:Q3,115808.00,115808.00,119380.00,1056.00,-444.00,0.00,-316.00,-1684.00,800.00,636.00,-4404.00,784.00
1989:Q4,73969.00,73969.00,29509.00,2032.00,1724.00,0.00,248.00,3124.00,5032.00,1184.00,30336.00,780.00
1990:Q1,43014.00,43014.00,8262.00,5816.00,1640.00,0.00,932.00,8680.00,3884.00,976.00,12040.00,784.00
1990:Q2,44378.00,44378.00,10458.00,16928.00,772.00,0.00,1712.00,544.00,-2608.00,-80.00,15868.00,784.00
1990:Q3,125329.00,125329.00,86745.00,4568.00,1720.00,0.00,1496.00,2996.00,-1212.00,492.00,27744.00,780.00
1990:Q4,72323.00,72323.00,50227.00,9792.00,-572.00,0.00,276.00,596.00,1824.00,760.00,8636.00,784.00
1991:Q1,130355.00,130355.00,120311.00,8056.00,-1248.00,0.00,-840.00,4864.00,-3528.00,-2276.00,4236.00,780.00
1991:Q2,-8230.00,-8230.00,-38690.00,3320.00,1724.00,0.00,-2212.00,524.00,2068.00,312.00,23940.00,784.00
1991:Q3,16721.00,16721.00,-21283.00,3164.00,1168.00,0.00,-2104.00,-1360.00,5372.00,1044.00,29936.00,784.00
1991:Q4,25846.00,25846.00,11582.00,3364.00,1304.00,0.00,-524.00,-1316.00,-1152.00,88.00,11720.00,780.00
1992:Q1,63935.00,63935.00,9603.00,12216.00,4216.00,0.00,1048.00,1348.00,416.00,-20.00,34324.00,784.00
1992:Q2,-1509.00,-1509.00,-8461.00,16928.00,1960.00,0.00,2600.00,-1024.00,272.00,88.00,-14656.00,784.00
1992:Q3,5168.00,5168.00,-91716.00,16956.00,868.00,0.00,2744.00,-336.00,2928.00,556.00,72388.00,780.00
1992:Q4,-52581.00,-52581.00,-79957.00,7852.00,2256.00,0.00,1468.00,-1232.00,660.00,340.00,15248.00,784.00
1993:Q1,-5103.00,-5103.00,-19471.00,3584.00,-1112.00,1172.00,332.00,-1772.00,8864.00,1588.00,928.00,784.00
1993:Q2,46533.00,46533.00,33897.00,-7356.00,2280.00,1168.00,-668.00,-68.00,8228.00,1372.00,6900.00,780.00
1993:Q3,17965.00,17965.00,-17315.00,-9140.00,2832.00,2340.00,-800.00,1076.00,752.00,268.00,37168.00,784.00
1993:Q4,17105.00,17105.00,-9403.00,-1776.00,552.00,2340.00,-56.00,444.00,8412.00,1220.00,14592.00,780.00
1994:Q1,-19065.00,-19065.00,-75233.00,860.00,1152.00,2340.00,-980.00,5604.00,10020.00,1688.00,34700.00,784.00
1994:Q2,89273.00,89273.00,54281.00,5780.00,7776.00,4684.00,-700.00,2804.00,6540.00,1184.00,6140.00,784.00
1994:Q3,56540.00,56540.00,-15824.00,684.00,916.00,4680.00,-700.00,924.00,1176.00,228.00,63676.00,780.00
1994:Q4,55996.00,55996.00,84524.00,5304.00,7128.00,4680.00,-812.00,1888.00,3984.00,752.00,-52236.00,784.00
1995:Q1,21384.00,21384.00,-4012.00,716.00,60.00,3136.00,2840.00,-1332.00,3552.00,804.00,14868.00,752.00
1995:Q2,330618.00,330618.00,263702.00,48708.00,4104.00,8668.00,2840.00,3524.00,10120.00,1784.00,-13584.00,752.00
1995:Q3,82727.00,82727.00,62631.00,10672.00,900.00,1900.00,2840.00,1044.00,4752.00,732.00,-3496.00,752.00
1995:Q4,133322.00,133322.00,72978.00,31340.00,2644.00,5580.00,2840.00,1352.00,7504.00,1128.00,7204.00,752.00
1996:Q1,187094.00,187094.00,54274.00,39528.00,-1084.00,2232.00,2840.00,2808.00,11600.00,1860.00,72284.00,752.00
1996:Q2,165118.00,165118.00,89362.00,25332.00,4208.00,-296.00,-8060.00,2480.00,7024.00,1016.00,43304.00,748.00
1996:Q3,121335.00,121335.00,18567.00,30876.00,1116.00,692.00,4196.00,2632.00,10832.00,2028.00,49644.00,752.00
1996:Q4,121608.00,121608.00,-47020.00,42916.00,4568.00,2832.00,-1908.00,2800.00,16392.00,3124.00,97152.00,752.00
1997:Q1,148541.00,148541.00,39689.00,28176.00,4388.00,4300.00,3720.00,4536.00,19288.00,4484.00,39208.00,752.00
1997:Q2,234296.00,234296.00,169636.00,17604.00,2468.00,2416.00,-2168.00,-1040.00,9768.00,2652.00,32208.00,752.00
1997:Q3,184744.00,184744.00,86324.00,27416.00,4252.00,4164.00,1332.00,-2528.00,29556.00,5664.00,27812.00,752.00
1997:Q4,60731.00,60731.00,-16477.00,23636.00,3568.00,3488.00,-3188.00,928.00,-4152.00,568.00,51608.00,752.00
1998:Q1,231906.00,231906.00,126842.00,23624.00,7064.00,3448.00,1352.00,1776.00,2424.00,1688.00,62936.00,752.00
1998:Q2,409063.00,409063.00,216023.00,59220.00,11436.00,9780.00,1292.00,7576.00,2156.00,1836.00,98992.00,752.00
1998:Q3,373712.00,373712.00,151996.00,43472.00,8500.00,6976.00,7052.00,15764.00,3092.00,3088.00,133020.00,752.00
1998:Q4,156490.00,156490.00,-99018.00,45224.00,11668.00,104008.00,736.00,-1628.00,4744.00,2308.00,87700.00,748.00
1999:Q1,260144.00,260144.00,122296.00,24448.00,7760.00,4308.00,388.00,10092.00,16280.00,4200.00,69620.00,752.00
1999:Q2,230902.00,230902.00,150546.00,5468.00,856.00,3352.00,-14372.00,3608.00,11260.00,2852.00,66580.00,752.00
1999:Q3,212670.00,212670.00,33394.00,37876.00,5240.00,3360.00,2656.00,19060.00,20584.00,4856.00,84892.00,752.00
1999:Q4,342156.00,342156.00,99284.00,72468.00,18684.00,6928.00,-8856.00,4284.00,2184.00,1884.00,144544.00,752.00
2000:Q1,272596.00,272596.00,279988.00,-16596.00,1916.00,3676.00,9140.00,-6956.00,1140.00,-1820.00,1356.00,752.00
2000:Q2,126203.00,126203.00,163747.00,-21324.00,1100.00,1972.00,668.00,-2572.00,52.00,164.00,-21540.00,3936.00
2000:Q3,274975.00,274975.00,138963.00,29940.00,14128.00,3496.00,696.00,1100.00,11652.00,2236.00,68832.00,3932.00
2000:Q4,246846.00,246846.00,63886.00,76500.00,17596.00,1620.00,3500.00,10604.00,3456.00,396.00,65352.00,3936.00
2001:Q1,751553.00,751553.00,344821.00,140540.00,11892.00,2456.00,-14696.00,25300.00,-14204.00,4924.00,246584.00,3936.00
2001:Q2,303358.00,303358.00,103694.00,108556.00,6480.00,5472.00,-1604.00,-9428.00,-776.00,2992.00,84040.00,3932.00
2001:Q3,444324.00,444324.00,226260.00,41428.00,6712.00,-12.00,7008.00,31420.00,-1556.00,4120.00,125008.00,3936.00
2001:Q4,261013.00,261013.00,-18331.00,110076.00,13268.00,5072.00,-3152.00,-8588.00,-6228.00,2564.00,162396.00,3936.00
2002:Q1,-118277.00,-118277.00,-28997.00,2624.00,-3000.00,1224.00,-2572.00,6408.00,4480.00,248.00,-102624.00,3932.00
2002:Q2,-38386.00,-38386.00,-79068.00,-32468.00,4038.00,1060.00,672.00,11028.00,20156.00,988.00,31272.00,3936.00
2002:Q3,-115264.00,-115264.00,31364.00,-31320.00,-6584.00,-68.00,13072.00,18888.00,12464.00,-1412.00,-149980.00,-1688.00
2002:Q4,190986.00,190986.00,-49393.00,83764.00,14922.00,4132.00,8724.00,-13944.00,572.00,-3516.00,147412.00,-1688.00
2003:Q1,-187031.00,-187031.00,121853.00,-47780.00,2291.00,-152.00,-6256.00,8852.00,-4704.00,-3568.00,-255876.00,-1692.00
2003:Q2,-22083.00,-22083.00,-79579.00,-11956.00,2292.00,7248.00,5040.00,-16320.00,1168.00,-3372.00,75084.00,-1688.00
2003:Q3,-253053.00,-253053.00,-318581.00,-52164.00,2296.00,3432.00,-1088.00,3380.00,1372.00,-3636.00,105124.00,6812.00
2003:Q4,-438048.00,-438048.00,-175608.00,-9864.00,2292.00,8480.00,-1576.00,-41272.00,108.00,-2976.00,-224444.00,6812.00
2004:Q1,-70424.00,-70424.00,124248.00,-4160.00,2472.00,8248.00,-3712.00,11512.00,-432.00,-2684.00,-212728.00,6812.00
