date,FU893064105.Q,FU103164103.Q,FU793164105.Q,FU763164103.Q,FU513164103.Q,FU543164173.Q,FU554090005.Q,FU564090005.Q,FU643164103.Q,FU403164105.Q,FU663164103.Q,FU733164103.Q,FU503164105.Q,FU263164103.Q,FU893064105.Q,FU153064105.Q,FU313064105.Q,FU213064103.Q,FU713064103.Q,FU763064105.Q,FU753064103.Q,FU513064105.Q,FU543064105.Q,FU573064105.Q,FU343064105.Q,FU223064145.Q,FU653064100.Q,FU553064103.Q,FU563064103.Q,FU663064103.Q,FU503064105.Q,FU263064105.Q
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1479.00,1288.00,418.00,72.00,46.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,-227.00,1479.00,766.00,0.00,0.00,0.00,24.00,0.00,135.00,317.00,0.00,0.00,9.00,125.00,240.00,0.00,-140.00,0.00,3.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,2297.00,2107.00,391.00,144.00,47.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,-201.00,2297.00,1545.00,0.00,0.00,0.00,46.00,0.00,139.00,55.00,0.00,0.00,12.00,179.00,160.00,0.00,41.00,0.00,120.00
1952:Q1,650.00,573.00,102.00,45.00,9.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,650.00,293.00,0.00,0.00,0.00,23.00,1.00,88.00,62.00,150.00,0.00,3.00,100.00,35.00,0.00,-109.00,0.00,4.00
1952:Q2,702.00,664.00,60.00,45.00,6.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.00,702.00,194.00,0.00,0.00,0.00,29.00,0.00,93.00,40.00,156.00,0.00,4.00,130.00,-7.00,0.00,-22.00,0.00,85.00
1952:Q3,646.00,390.00,151.00,25.00,8.00,0.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,646.00,142.00,0.00,0.00,0.00,30.00,0.00,-52.00,22.00,162.00,0.00,4.00,125.00,102.00,0.00,216.00,0.00,-105.00
1952:Q4,625.00,693.00,-43.00,24.00,13.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,625.00,161.00,0.00,0.00,0.00,27.00,0.00,52.00,40.00,175.00,0.00,4.00,78.00,-95.00,0.00,-88.00,0.00,271.00
1953:Q1,676.00,518.00,212.00,30.00,18.00,0.00,164.00,0.00,0.00,0.00,0.00,0.00,0.00,-54.00,676.00,208.00,0.00,0.00,0.00,24.00,0.00,52.00,29.00,179.00,0.00,4.00,131.00,149.00,0.00,36.00,0.00,-136.00
1953:Q2,855.00,545.00,217.00,30.00,22.00,0.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,855.00,347.00,0.00,0.00,0.00,21.00,0.00,49.00,29.00,186.00,0.00,5.00,114.00,150.00,0.00,47.00,0.00,-93.00
1953:Q3,538.00,315.00,194.00,27.00,24.00,0.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,538.00,36.00,0.00,0.00,0.00,22.00,1.00,46.00,14.00,197.00,0.00,5.00,75.00,128.00,0.00,60.00,0.00,-46.00
1953:Q4,393.00,388.00,12.00,27.00,24.00,0.00,-39.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,393.00,-18.00,0.00,0.00,0.00,28.00,0.00,43.00,21.00,216.00,0.00,5.00,44.00,-54.00,0.00,-112.00,0.00,220.00
1954:Q1,522.00,737.00,-75.00,28.00,25.00,0.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.00,522.00,12.00,0.00,0.00,0.00,32.00,0.00,42.00,53.00,235.00,0.00,6.00,56.00,-143.00,0.00,-117.00,0.00,346.00
1954:Q2,599.00,522.00,-78.00,30.00,27.00,0.00,-135.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,599.00,172.00,0.00,0.00,0.00,38.00,1.00,41.00,106.00,249.00,0.00,6.00,45.00,-149.00,0.00,45.00,0.00,45.00
1954:Q3,340.00,228.00,-65.00,85.00,27.00,0.00,-177.00,0.00,0.00,0.00,0.00,0.00,0.00,177.00,340.00,-2.00,0.00,0.00,0.00,38.00,1.00,40.00,71.00,260.00,0.00,6.00,71.00,-191.00,0.00,16.00,0.00,30.00
1954:Q4,175.00,96.00,-35.00,85.00,27.00,0.00,-147.00,0.00,0.00,0.00,0.00,0.00,0.00,114.00,175.00,-186.00,0.00,0.00,0.00,32.00,0.00,40.00,40.00,272.00,0.00,6.00,125.00,-164.00,0.00,-52.00,0.00,62.00
1955:Q1,563.00,531.00,-117.00,-156.00,27.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,149.00,563.00,188.00,0.00,0.00,0.00,26.00,0.00,40.00,19.00,285.00,0.00,7.00,119.00,-6.00,0.00,-164.00,0.00,49.00
1955:Q2,176.00,160.00,-107.00,51.00,28.00,0.00,-186.00,0.00,0.00,0.00,0.00,0.00,0.00,123.00,176.00,-201.00,0.00,0.00,0.00,22.00,1.00,41.00,25.00,322.00,0.00,7.00,73.00,-207.00,0.00,60.00,0.00,33.00
1955:Q3,328.00,278.00,-36.00,10.00,26.00,0.00,-72.00,0.00,0.00,0.00,0.00,0.00,0.00,86.00,328.00,-33.00,0.00,0.00,0.00,19.00,0.00,41.00,15.00,364.00,0.00,7.00,90.00,-93.00,0.00,-153.00,0.00,71.00
1955:Q4,827.00,750.00,69.00,44.00,22.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,827.00,16.00,0.00,0.00,0.00,17.00,0.00,41.00,6.00,404.00,0.00,7.00,127.00,-17.00,0.00,252.00,0.00,-26.00
1956:Q1,449.00,522.00,-7.00,76.00,19.00,0.00,-102.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.00,449.00,57.00,0.00,0.00,0.00,15.00,0.00,39.00,0.00,446.00,0.00,8.00,175.00,-122.00,0.00,-206.00,0.00,37.00
1956:Q2,474.00,234.00,269.00,63.00,15.00,0.00,191.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.00,474.00,-477.00,0.00,0.00,0.00,11.00,0.00,35.00,0.00,453.00,0.00,8.00,161.00,172.00,0.00,38.00,0.00,73.00
1956:Q3,758.00,573.00,211.00,30.00,14.00,0.00,167.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,758.00,-6.00,0.00,0.00,0.00,11.00,0.00,32.00,0.00,462.00,0.00,9.00,103.00,148.00,0.00,-71.00,0.00,70.00
1956:Q4,1015.00,921.00,172.00,98.00,14.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,-78.00,1015.00,255.00,0.00,0.00,0.00,13.00,0.00,30.00,-2.00,486.00,0.00,9.00,100.00,38.00,0.00,10.00,0.00,76.00
1957:Q1,875.00,760.00,338.00,40.00,15.00,0.00,283.00,0.00,0.00,0.00,0.00,0.00,0.00,-223.00,875.00,-102.00,0.00,0.00,0.00,14.00,1.00,31.00,13.00,493.00,0.00,11.00,175.00,260.00,0.00,-128.00,0.00,107.00
1957:Q2,750.00,903.00,-69.00,20.00,13.00,0.00,-102.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,750.00,106.00,0.00,0.00,0.00,14.00,0.00,33.00,0.00,538.00,0.00,13.00,122.00,-127.00,0.00,-21.00,0.00,72.00
1957:Q3,862.00,299.00,583.00,139.00,15.00,0.00,429.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,862.00,-468.00,0.00,0.00,0.00,16.00,1.00,32.00,22.00,537.00,0.00,13.00,225.00,404.00,0.00,74.00,0.00,6.00
1957:Q4,848.00,479.00,442.00,74.00,23.00,0.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,-73.00,848.00,-461.00,0.00,0.00,0.00,18.00,1.00,29.00,8.00,545.00,0.00,14.00,169.00,318.00,0.00,245.00,0.00,-38.00
1958:Q1,121.00,221.00,50.00,19.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-150.00,121.00,-490.00,0.00,0.00,0.00,23.00,0.00,31.00,19.00,578.00,0.00,14.00,177.00,-28.00,0.00,-173.00,0.00,-30.00
1958:Q2,446.00,858.00,-122.00,0.00,39.00,0.00,-161.00,0.00,0.00,0.00,0.00,0.00,0.00,-290.00,446.00,-406.00,0.00,0.00,0.00,31.00,0.00,27.00,19.00,625.00,0.00,14.00,257.00,-190.00,0.00,87.00,0.00,-18.00
1958:Q3,269.00,485.00,-198.00,6.00,41.00,0.00,-245.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,269.00,-160.00,0.00,0.00,0.00,28.00,1.00,32.00,20.00,688.00,0.00,15.00,351.00,-275.00,0.00,-423.00,0.00,-8.00
1958:Q4,100.00,404.00,-176.00,27.00,37.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,100.00,-866.00,0.00,0.00,0.00,13.00,0.00,44.00,20.00,764.00,0.00,15.00,356.00,-269.00,0.00,21.00,0.00,2.00
1959:Q1,635.00,511.00,176.00,52.00,36.00,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,635.00,-389.00,0.00,0.00,0.00,4.00,0.00,56.00,44.00,825.00,0.00,17.00,321.00,9.00,0.00,-287.00,0.00,35.00
1959:Q2,703.00,738.00,-37.00,13.00,36.00,0.00,-86.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,703.00,-613.00,0.00,0.00,0.00,-17.00,1.00,69.00,36.00,919.00,0.00,19.00,265.00,-113.00,0.00,40.00,0.00,97.00
1959:Q3,452.00,260.00,311.00,25.00,34.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,-119.00,452.00,-1118.00,0.00,0.00,0.00,-19.00,0.00,73.00,50.00,841.00,0.00,19.00,182.00,223.00,0.00,114.00,0.00,87.00
1959:Q4,517.00,569.00,57.00,42.00,29.00,0.00,-14.00,0.00,0.00,0.00,0.00,0.00,0.00,-109.00,517.00,-1101.00,0.00,0.00,0.00,-17.00,0.00,69.00,62.00,943.00,0.00,20.00,270.00,-48.00,0.00,187.00,0.00,132.00
1960:Q1,672.00,351.00,334.00,24.00,21.00,0.00,289.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,672.00,-675.00,0.00,0.00,0.00,-21.00,1.00,66.00,42.00,942.00,0.00,20.00,234.00,189.00,0.00,-263.00,0.00,137.00
1960:Q2,713.00,369.00,303.00,48.00,11.00,0.00,244.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,713.00,-990.00,0.00,0.00,0.00,3.00,1.00,66.00,64.00,997.00,0.00,19.00,253.00,187.00,0.00,27.00,0.00,86.00
1960:Q3,743.00,400.00,308.00,21.00,14.00,0.00,273.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,743.00,-975.00,0.00,0.00,0.00,15.00,1.00,66.00,131.00,953.00,0.00,21.00,161.00,222.00,0.00,163.00,0.00,-15.00
1960:Q4,398.00,245.00,130.00,29.00,33.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,398.00,-1133.00,0.00,0.00,0.00,19.00,1.00,66.00,115.00,1081.00,0.00,26.00,132.00,41.00,0.00,55.00,0.00,-5.00
1961:Q1,328.00,670.00,-392.00,22.00,52.00,0.00,-466.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,328.00,-368.00,0.00,0.00,0.00,11.00,0.00,63.00,111.00,1198.00,0.00,32.00,307.00,-534.00,0.00,-588.00,0.00,96.00
1961:Q2,1153.00,1168.00,-88.00,13.00,72.00,0.00,-173.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,1153.00,-743.00,0.00,0.00,0.00,13.00,1.00,58.00,51.00,1222.00,0.00,37.00,380.00,-154.00,0.00,141.00,0.00,147.00
1961:Q3,276.00,383.00,-164.00,11.00,74.00,0.00,-249.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,276.00,-1180.00,0.00,0.00,0.00,17.00,0.00,63.00,107.00,1283.00,0.00,40.00,234.00,-221.00,0.00,-79.00,0.00,12.00
1961:Q4,-234.00,-100.00,-279.00,132.00,58.00,0.00,-469.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00,-234.00,-2043.00,0.00,0.00,0.00,24.00,0.00,76.00,196.00,1391.00,0.00,43.00,347.00,-447.00,0.00,111.00,0.00,68.00
1962:Q1,255.00,61.00,199.00,59.00,42.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,255.00,-1458.00,0.00,0.00,0.00,31.00,0.00,62.00,91.00,1286.00,0.00,46.00,276.00,63.00,0.00,-170.00,0.00,28.00
1962:Q2,268.00,144.00,131.00,4.00,27.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,268.00,-2175.00,0.00,0.00,0.00,40.00,1.00,62.00,187.00,1282.00,0.00,49.00,570.00,142.00,0.00,83.00,0.00,27.00
1962:Q3,36.00,64.00,-21.00,20.00,28.00,0.00,-69.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,36.00,-1318.00,0.00,0.00,0.00,42.00,0.00,62.00,39.00,1141.00,0.00,51.00,-98.00,-40.00,0.00,130.00,0.00,27.00
1962:Q4,111.00,100.00,17.00,13.00,46.00,0.00,-42.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,111.00,-1612.00,0.00,0.00,0.00,36.00,-1.00,62.00,91.00,1323.00,0.00,51.00,193.00,-56.00,0.00,-3.00,0.00,27.00
1963:Q1,252.00,-5.00,229.00,9.00,63.00,0.00,157.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,252.00,-1231.00,0.00,0.00,0.00,32.00,1.00,39.00,107.00,1214.00,0.00,50.00,189.00,35.00,0.00,-240.00,0.00,56.00
1963:Q2,320.00,-11.00,302.00,21.00,81.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,320.00,-1933.00,0.00,0.00,0.00,29.00,0.00,39.00,63.00,1500.00,0.00,49.00,305.00,85.00,0.00,127.00,0.00,56.00
1963:Q3,406.00,96.00,281.00,0.00,81.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,406.00,-1465.00,0.00,0.00,0.00,27.00,0.00,39.00,64.00,1487.00,0.00,52.00,127.00,77.00,0.00,-58.00,0.00,56.00
1963:Q4,-169.00,-421.00,226.00,19.00,61.00,0.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,-169.00,-2578.00,0.00,0.00,0.00,27.00,0.00,39.00,17.00,1631.00,0.00,58.00,148.00,60.00,0.00,372.00,0.00,57.00
1964:Q1,725.00,637.00,-3.00,26.00,44.00,0.00,-73.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,725.00,-600.00,0.00,0.00,0.00,25.00,0.00,107.00,97.00,1638.00,0.00,62.00,1.00,-207.00,0.00,-325.00,0.00,-73.00
1964:Q2,865.00,782.00,29.00,14.00,30.00,0.00,-15.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,865.00,-1359.00,0.00,0.00,0.00,22.00,1.00,30.00,96.00,1699.00,0.00,66.00,148.00,-61.00,0.00,243.00,0.00,-20.00
1964:Q3,188.00,187.00,-41.00,0.00,24.00,0.00,-65.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,188.00,-1564.00,0.00,0.00,0.00,24.00,1.00,-2.00,132.00,1728.00,0.00,70.00,306.00,-96.00,0.00,-298.00,0.00,-113.00
1964:Q4,-415.00,-461.00,22.00,3.00,25.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,-415.00,-3446.00,0.00,0.00,0.00,30.00,1.00,-32.00,134.00,1793.00,0.00,75.00,387.00,-23.00,0.00,752.00,0.00,-86.00
1965:Q1,19.00,-56.00,-33.00,10.00,24.00,0.00,-67.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,19.00,-1996.00,0.00,0.00,0.00,39.00,4.00,27.00,70.00,2008.00,0.00,80.00,114.00,-147.00,0.00,-219.00,0.00,39.00
1965:Q2,194.00,330.00,-213.00,-90.00,21.00,0.00,-144.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00,194.00,-2698.00,0.00,0.00,0.00,49.00,3.00,112.00,131.00,1985.00,0.00,83.00,377.00,-125.00,0.00,417.00,0.00,-140.00
1965:Q3,-182.00,13.00,-262.00,-4.00,20.00,0.00,-278.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,-182.00,-2100.00,0.00,0.00,0.00,47.00,1.00,20.00,209.00,2201.00,0.00,90.00,317.00,-250.00,0.00,-505.00,0.00,-212.00
1965:Q4,-466.00,-315.00,-198.00,22.00,20.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,-466.00,-3760.00,0.00,0.00,0.00,32.00,2.00,-72.00,290.00,2260.00,0.00,99.00,463.00,-217.00,0.00,524.00,0.00,-87.00
1966:Q1,10.00,-132.00,64.00,-8.00,20.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,10.00,-2311.00,0.00,0.00,0.00,17.00,3.00,-82.00,39.00,2185.00,0.00,110.00,604.00,0.00,0.00,-522.00,0.00,-33.00
1966:Q2,1645.00,1508.00,157.00,0.00,19.00,0.00,138.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,1645.00,-1959.00,0.00,0.00,0.00,-1.00,3.00,131.00,44.00,2382.00,0.00,119.00,284.00,169.00,0.00,534.00,0.00,-61.00
1966:Q3,128.00,267.00,-147.00,-8.00,20.00,0.00,-159.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,128.00,-1514.00,0.00,0.00,0.00,1.00,2.00,160.00,56.00,2152.00,0.00,127.00,-299.00,-133.00,0.00,-373.00,0.00,-51.00
1966:Q4,-165.00,-384.00,300.00,3.00,22.00,0.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.00,-165.00,-4045.00,0.00,0.00,0.00,24.00,3.00,182.00,95.00,2337.00,0.00,132.00,364.00,287.00,0.00,616.00,0.00,-160.00
1967:Q1,251.00,252.00,23.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00,251.00,-2802.00,0.00,0.00,0.00,41.00,3.00,47.00,149.00,2682.00,0.00,145.00,836.00,-73.00,0.00,-747.00,0.00,-30.00
1967:Q2,260.00,480.00,-244.00,-4.00,22.00,0.00,-262.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,260.00,-4218.00,0.00,0.00,0.00,58.00,2.00,118.00,261.00,2875.00,0.00,144.00,695.00,-268.00,0.00,525.00,0.00,68.00
1967:Q3,488.00,736.00,-278.00,-40.00,27.00,0.00,-265.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,488.00,-3661.00,0.00,0.00,0.00,63.00,3.00,67.00,241.00,2895.00,0.00,190.00,593.00,-285.00,0.00,103.00,0.00,279.00
1967:Q4,725.00,929.00,-266.00,9.00,38.00,0.00,-313.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,725.00,-2905.00,0.00,0.00,0.00,57.00,3.00,103.00,343.00,2956.00,0.00,191.00,-275.00,-359.00,0.00,230.00,0.00,381.00
1968:Q1,646.00,365.00,135.00,-5.00,46.00,0.00,76.00,0.00,18.00,0.00,0.00,0.00,0.00,146.00,646.00,-2825.00,0.00,0.00,0.00,58.00,3.00,110.00,288.00,2726.00,0.00,270.00,-98.00,-6.00,0.00,-189.00,0.00,309.00
1968:Q2,1193.00,530.00,440.00,0.00,50.00,0.00,284.00,0.00,106.00,0.00,0.00,0.00,0.00,223.00,1193.00,-4255.00,0.00,0.00,0.00,57.00,4.00,110.00,398.00,3157.00,0.00,293.00,1281.00,156.00,0.00,-544.00,0.00,536.00
1968:Q3,-240.00,-476.00,152.00,-30.00,63.00,0.00,157.00,0.00,-38.00,0.00,0.00,0.00,0.00,84.00,-240.00,-5435.00,0.00,0.00,0.00,68.00,3.00,255.00,241.00,3362.00,0.00,321.00,207.00,34.00,0.00,245.00,0.00,459.00
1968:Q4,-218.00,-578.00,328.00,-23.00,88.00,0.00,224.00,0.00,39.00,0.00,0.00,0.00,0.00,32.00,-218.00,-7230.00,0.00,0.00,0.00,68.00,2.00,280.00,384.00,3595.00,0.00,433.00,1104.00,158.00,0.00,195.00,0.00,793.00
1969:Q1,500.00,337.00,114.00,-25.00,116.00,0.00,41.00,0.00,-34.00,16.00,0.00,0.00,0.00,49.00,500.00,-4094.00,0.00,0.00,0.00,60.00,0.00,278.00,388.00,3602.00,0.00,302.00,-302.00,-73.00,0.00,-413.00,0.00,752.00
1969:Q2,1270.00,421.00,556.00,4.00,149.00,0.00,199.00,0.00,188.00,16.00,0.00,0.00,0.00,293.00,1270.00,-5497.00,0.00,0.00,0.00,58.00,0.00,294.00,349.00,3391.00,0.00,530.00,1105.00,202.00,0.00,686.00,0.00,152.00
1969:Q3,1605.00,990.00,484.00,3.00,154.00,0.00,207.00,0.00,104.00,16.00,0.00,0.00,0.00,131.00,1605.00,-2530.00,0.00,0.00,0.00,58.00,4.00,75.00,170.00,3283.00,0.00,430.00,134.00,246.00,0.00,-434.00,0.00,169.00
1969:Q4,2184.00,1658.00,478.00,-13.00,130.00,0.00,53.00,0.00,292.00,16.00,0.00,0.00,0.00,48.00,2184.00,-5062.00,0.00,0.00,0.00,62.00,4.00,332.00,417.00,3747.00,0.00,526.00,813.00,137.00,0.00,716.00,0.00,492.00
1970:Q1,1511.00,1317.00,170.00,27.00,107.00,0.00,-328.00,0.00,336.00,28.00,0.00,0.00,0.00,24.00,1511.00,241.00,0.00,0.00,0.00,75.00,4.00,339.00,472.00,1137.00,0.00,474.00,-172.00,-175.00,0.00,-798.00,0.00,-86.00
1970:Q2,1217.00,1195.00,44.00,8.00,86.00,0.00,-282.00,0.00,204.00,28.00,0.00,0.00,0.00,-22.00,1217.00,-1616.00,0.00,0.00,0.00,82.00,5.00,287.00,291.00,925.00,0.00,561.00,-17.00,-32.00,0.00,825.00,0.00,-94.00
1970:Q3,-391.00,1106.00,-1618.00,89.00,88.00,0.00,-2201.00,0.00,378.00,28.00,0.00,0.00,0.00,121.00,-391.00,-395.00,0.00,0.00,0.00,87.00,4.00,17.00,132.00,1035.00,0.00,380.00,309.00,-1969.00,0.00,-377.00,0.00,386.00
