date,FL344090025.Q,FL344022025.Q,FL343061155.Q,FL343061723.Q,FL343063023.Q,LM343064123.Q,FL343073053.Q,FL344090025.Q
1953:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,390.00,390.00,390.00,0.00,0.00,0.00,0.00,390.00
1987:Q3,727.00,727.00,727.00,0.00,0.00,0.00,0.00,727.00
1987:Q4,1086.00,1086.00,1086.00,0.00,0.00,0.00,0.00,1086.00
1988:Q1,1435.00,1435.00,1435.00,0.00,0.00,0.00,0.00,1435.00
1988:Q2,1846.00,1846.00,1846.00,0.00,0.00,0.00,0.00,1846.00
1988:Q3,2276.00,2271.00,2268.00,0.00,3.00,5.00,0.00,2276.00
1988:Q4,2742.00,2735.00,2731.00,0.00,4.00,7.00,0.00,2742.00
1989:Q1,3244.00,3226.00,3219.00,0.00,7.00,18.00,0.00,3244.00
1989:Q2,3791.00,3764.00,3754.00,0.00,10.00,27.00,0.00,3791.00
1989:Q3,4324.00,4282.00,4269.00,0.00,13.00,42.00,0.00,4324.00
1989:Q4,4928.00,4873.00,4855.00,0.00,18.00,55.00,0.00,4928.00
1990:Q1,5544.00,5455.00,5428.00,0.00,27.00,89.00,0.00,5544.00
1990:Q2,6257.00,6134.00,6097.00,0.00,37.00,123.00,0.00,6257.00
1990:Q3,6932.00,6790.00,6744.00,0.00,46.00,142.00,0.00,6932.00
1990:Q4,7913.00,7573.00,7481.00,0.00,92.00,340.00,0.00,7913.00
1991:Q1,8630.00,8181.00,8064.00,0.00,117.00,449.00,0.00,8630.00
1991:Q2,9401.00,8927.00,8797.00,0.00,130.00,474.00,0.00,9401.00
1991:Q3,10279.00,9528.00,9366.00,20.00,142.00,751.00,0.00,10279.00
1991:Q4,11383.00,10338.00,10136.00,45.00,157.00,1045.00,0.00,11383.00
1992:Q1,12281.00,10896.00,10638.00,80.00,178.00,1385.00,0.00,12281.00
1992:Q2,13414.00,11718.00,11416.00,107.00,195.00,1696.00,0.00,13414.00
1992:Q3,14474.00,12473.00,12105.00,148.00,220.00,2001.00,0.00,14474.00
1992:Q4,15802.00,13387.00,12963.00,183.00,241.00,2415.00,0.00,15802.00
1993:Q1,16992.00,14063.00,13584.00,217.00,262.00,2929.00,0.00,16992.00
1993:Q2,18229.00,14936.00,14375.00,268.00,293.00,3293.00,0.00,18229.00
1993:Q3,19548.00,15769.00,15105.00,332.00,332.00,3779.00,0.00,19548.00
1993:Q4,20991.00,16593.00,15853.00,380.00,360.00,4398.00,0.00,20991.00
1994:Q1,21990.00,17198.00,16366.00,438.00,394.00,4792.00,0.00,21990.00
1994:Q2,23164.00,17985.00,17128.00,454.00,403.00,5179.00,0.00,23164.00
1994:Q3,24961.00,19129.00,18242.00,473.00,414.00,5832.00,0.00,24961.00
1994:Q4,26228.00,20049.00,19166.00,470.00,413.00,6179.00,0.00,26228.00
1995:Q1,28565.00,21394.00,20486.00,486.00,422.00,7171.00,0.00,28565.00
1995:Q2,30791.00,22283.00,21333.00,513.00,437.00,8508.00,0.00,30791.00
1995:Q3,32896.00,22950.00,21950.00,545.00,455.00,9946.00,0.00,32896.00
1995:Q4,35016.00,14649.00,13577.00,589.00,483.00,11459.00,8908.00,35016.00
1996:Q1,37309.00,24188.00,23034.00,639.00,515.00,13121.00,0.00,37309.00
1996:Q2,39828.00,24864.00,23704.00,643.00,517.00,14964.00,0.00,39828.00
1996:Q3,41682.00,25320.00,24114.00,671.00,535.00,16362.00,0.00,41682.00
1996:Q4,44894.00,26116.00,24897.00,679.00,540.00,18778.00,0.00,44894.00
1997:Q1,46533.00,26356.00,25127.00,685.00,544.00,20177.00,0.00,46533.00
1997:Q2,52025.00,27183.00,25939.00,694.00,550.00,24842.00,0.00,52025.00
1997:Q3,55090.00,27147.00,25877.00,710.00,560.00,27943.00,0.00,55090.00
1997:Q4,57970.00,28024.00,26691.00,749.00,584.00,29946.00,0.00,57970.00
1998:Q1,63558.00,28334.00,26936.00,789.00,609.00,35224.00,0.00,63558.00
1998:Q2,66743.00,28895.00,27457.00,814.00,624.00,37848.00,0.00,66743.00
1998:Q3,63588.00,29143.00,27597.00,881.00,665.00,34445.00,0.00,63588.00
1998:Q4,73718.00,30758.00,29082.00,959.00,717.00,42960.00,0.00,73718.00
1999:Q1,76979.00,30776.00,29055.00,986.00,735.00,46203.00,0.00,76979.00
1999:Q2,82573.00,31791.00,30055.00,995.00,741.00,50782.00,0.00,82573.00
1999:Q3,80784.00,32308.00,30596.00,981.00,731.00,48476.00,0.00,80784.00
1999:Q4,90299.00,33390.00,31750.00,936.00,704.00,56909.00,0.00,90299.00
2000:Q1,93550.00,33145.00,31602.00,875.00,668.00,60405.00,0.00,93550.00
2000:Q2,93829.00,33769.00,32248.00,861.00,660.00,60060.00,0.00,93829.00
2000:Q3,95197.00,34482.00,32928.00,882.00,672.00,60715.00,0.00,95197.00
2000:Q4,92040.00,35464.00,33739.00,994.00,731.00,56576.00,0.00,92040.00
2001:Q1,87161.00,38102.00,35601.00,1504.00,997.00,49059.00,0.00,87161.00
2001:Q2,92508.00,39775.00,37032.00,1663.00,1080.00,52733.00,0.00,92508.00
2001:Q3,86311.00,42515.00,38747.00,2337.00,1431.00,43796.00,0.00,86311.00
2001:Q4,94105.00,45014.00,40765.00,2639.00,1610.00,49091.00,0.00,94105.00
2002:Q1,97300.00,46682.00,42492.00,2602.00,1588.00,50618.00,0.00,97300.00
2002:Q2,92918.00,48258.00,43774.00,2787.00,1697.00,44660.00,0.00,92918.00
2002:Q3,88789.00,52876.00,47399.00,3411.00,2066.00,35913.00,0.00,88789.00
2002:Q4,94142.00,55106.00,49372.00,3576.00,2158.00,39036.00,0.00,94142.00
2003:Q1,96351.00,9377.00,2769.00,4136.00,2472.00,37454.00,49520.00,96351.00
2003:Q2,105553.00,59501.00,52885.00,4141.00,2475.00,46052.00,0.00,105553.00
2003:Q3,110121.00,58950.00,53559.00,3356.00,2035.00,51171.00,0.00,110121.00
2003:Q4,120123.00,57985.00,53368.00,2860.00,1757.00,62138.00,0.00,120123.00
2004:Q1,124781.00,58215.00,53903.00,2664.00,1648.00,66566.00,0.00,124781.00
2004:Q2,128646.00,59968.00,55970.00,2463.00,1535.00,68678.00,0.00,128646.00
2004:Q3,131484.00,62681.00,58463.00,2604.00,1614.00,68803.00,0.00,131484.00
2004:Q4,142630.00,62746.00,58707.00,2487.00,1552.00,79884.00,0.00,142630.00
2005:Q1,145828.00,64986.00,60932.00,2497.00,1557.00,80842.00,0.00,145828.00
2005:Q2,150856.00,67948.00,63704.00,2621.00,1623.00,82908.00,0.00,150856.00
2005:Q3,158790.00,69977.00,65646.00,2678.00,1653.00,88813.00,0.00,158790.00
2005:Q4,163898.00,70796.00,66554.00,2619.00,1623.00,93102.00,0.00,163898.00
2006:Q1,173287.00,72227.00,68002.00,2608.00,1617.00,101060.00,0.00,173287.00
2006:Q2,175697.00,76829.00,72637.00,2586.00,1606.00,98868.00,0.00,175697.00
2006:Q3,183968.00,78720.00,74324.00,2722.00,1674.00,105248.00,0.00,183968.00
2006:Q4,196189.00,79523.00,74985.00,2814.00,1724.00,116666.00,0.00,196189.00
2007:Q1,202326.00,83325.00,78600.00,2935.00,1790.00,119001.00,0.00,202326.00
2007:Q2,213485.00,84387.00,79659.00,2937.00,1791.00,129098.00,0.00,213485.00
2007:Q3,219174.00,88757.00,83733.00,3128.00,1896.00,130417.00,0.00,219174.00
2007:Q4,219359.00,91598.00,86338.00,3275.00,1985.00,127761.00,0.00,219359.00
2008:Q1,211209.00,101718.00,94875.00,4262.00,2581.00,109491.00,0.00,211209.00
2008:Q2,213158.00,103851.00,97223.00,4128.00,2500.00,109307.00,0.00,213158.00
2008:Q3,205634.00,110958.00,104296.00,4149.00,2513.00,94676.00,0.00,205634.00
2008:Q4,189468.00,116226.00,110671.00,3431.00,2124.00,73242.00,0.00,189468.00
2009:Q1,184512.00,120563.00,115060.00,3397.00,2106.00,63949.00,0.00,184512.00
2009:Q2,201480.00,121107.00,115447.00,3499.00,2161.00,80373.00,0.00,201480.00
2009:Q3,218732.00,122214.00,116004.00,3856.00,2354.00,96518.00,0.00,218732.00
2009:Q4,229651.00,124398.00,117720.00,4142.00,2536.00,105253.00,0.00,229651.00
2010:Q1,239127.00,126134.00,119215.00,4289.00,2630.00,112993.00,0.00,239127.00
2010:Q2,230446.00,130613.00,123250.00,4560.00,2803.00,99833.00,0.00,230446.00
2010:Q3,247340.00,135599.00,127128.00,5237.00,3234.00,111741.00,0.00,247340.00
2010:Q4,264582.00,136043.00,128070.00,4940.00,3033.00,128539.00,0.00,264582.00
2011:Q1,276283.00,139812.00,131983.00,4854.00,2975.00,136471.00,0.00,276283.00
2011:Q2,281443.00,39189.00,30764.00,5210.00,3215.00,137557.00,104697.00,281443.00
2011:Q3,263520.00,152038.00,143114.00,5508.00,3416.00,111482.00,0.00,263520.00
2011:Q4,285269.00,161288.00,151812.00,5822.00,3654.00,123981.00,0.00,285269.00
2012:Q1,304730.00,161123.00,150732.00,6343.00,4048.00,141845.00,1762.00,304730.00
2012:Q2,303037.00,167221.00,155720.00,6975.00,4526.00,135816.00,0.00,303037.00
2012:Q3,315107.00,171851.00,159549.00,7431.00,4871.00,143256.00,0.00,315107.00
2012:Q4,316241.00,176703.00,164218.00,7532.00,4953.00,138312.00,1226.00,316241.00
2013:Q1,333197.00,173377.00,161881.00,6986.00,4510.00,157254.00,2566.00,333197.00
2013:Q2,339741.00,162422.00,151761.00,6525.00,4136.00,163293.00,14026.00,339741.00
2013:Q3,356645.00,66717.00,56875.00,6073.00,3769.00,174197.00,115731.00,356645.00
2013:Q4,381336.00,186330.00,176874.00,5874.00,3582.00,195006.00,0.00,381336.00
2014:Q1,388817.00,188021.00,179934.00,5168.00,2919.00,200796.00,0.00,388817.00
2014:Q2,400998.00,190486.00,182040.00,5353.00,3093.00,210512.00,0.00,400998.00
2014:Q3,409573.00,195775.00,187342.00,5346.00,3087.00,213798.00,0.00,409573.00
2014:Q4,411913.00,203759.00,195036.00,5491.00,3232.00,208154.00,0.00,411913.00
2015:Q1,421432.00,144555.00,135574.00,5620.00,3361.00,215956.00,60921.00,421432.00
2015:Q2,424986.00,81813.00,72632.00,5720.00,3461.00,215617.00,127556.00,424986.00
2015:Q3,410518.00,12840.00,3893.00,5603.00,3344.00,197762.00,199916.00,410518.00
2015:Q4,430209.00,219973.00,210896.00,5668.00,3409.00,210236.00,0.00,430209.00
2016:Q1,434272.00,226252.00,217021.00,5745.00,3486.00,208020.00,0.00,434272.00
2016:Q2,440719.00,230030.00,220379.00,5955.00,3696.00,210689.00,0.00,440719.00
2016:Q3,455932.00,235667.00,225472.00,6227.00,3968.00,220265.00,0.00,455932.00
