date,FL674090005.Q,FL674022005.Q,FL673061103.Q,FL673061703.Q,FL674023005.Q,FL673069005.Q,FL673065005.Q,FL673065105.Q,FL673065405.Q,FL673065505.Q,FL673066000.Q,FL673070003.Q,FL673090543.Q,FL674122005.Q,FL674122005.Q,FL673169105.Q,FL673163005.Q,FL675013013.Q,FL643065045.Q,FL763169103.Q
1985:Q3,33294.00,9450.00,0.00,9450.00,21644.00,0.00,21644.00,21561.00,0.00,83.00,0.00,2200.00,0.00,33294.00,33294.00,2200.00,31094.00,0.00,2150.00,0.00
1985:Q4,37174.00,10174.00,0.00,10174.00,24580.00,0.00,24580.00,24016.00,0.00,564.00,0.00,2420.00,0.00,37174.00,37174.00,2420.00,34754.00,0.00,2182.00,0.00
1986:Q1,45700.00,17040.00,0.00,17040.00,26020.00,0.00,26020.00,25472.00,0.00,548.00,0.00,2640.00,0.00,45700.00,45700.00,2640.00,43060.00,0.00,2285.00,0.00
1986:Q2,53248.00,21667.00,0.00,21667.00,28721.00,0.00,28721.00,27637.00,0.00,1084.00,0.00,2860.00,0.00,53248.00,53248.00,2860.00,50388.00,0.00,2744.00,0.00
1986:Q3,59601.00,25345.00,0.00,25345.00,31176.00,0.00,31176.00,30032.00,0.00,1144.00,0.00,3080.00,0.00,59601.00,59601.00,3080.00,56521.00,0.00,3375.00,0.00
1986:Q4,74723.00,53525.00,0.00,53525.00,17898.00,0.00,17898.00,16617.00,165.00,1116.00,0.00,3300.00,0.00,74723.00,74723.00,3300.00,71423.00,0.00,6677.00,0.00
1987:Q1,93201.00,69250.00,0.00,69250.00,20275.00,0.00,20275.00,18500.00,174.00,1601.00,0.00,3676.00,0.00,93201.00,93201.00,3677.00,89524.00,0.00,7087.00,0.00
1987:Q2,104156.00,76028.00,0.00,76028.00,24032.00,0.00,24032.00,21444.00,193.00,2395.00,0.00,4096.00,0.00,104156.00,104156.00,4096.00,100060.00,0.00,9419.00,0.00
1987:Q3,116076.00,81439.00,0.00,81439.00,30073.00,0.00,30073.00,27262.00,383.00,2428.00,0.00,4564.00,0.00,116076.00,116076.00,4564.00,111512.00,0.00,11289.00,0.00
1987:Q4,118309.00,81771.00,0.00,81771.00,31454.00,0.00,31454.00,27800.00,529.00,3125.00,0.00,5084.00,0.00,118309.00,118309.00,5084.00,113225.00,0.00,13002.00,0.00
1988:Q1,130381.00,91720.00,0.00,91720.00,33194.00,0.00,33194.00,29241.00,782.00,3171.00,0.00,5467.00,0.00,130381.00,130381.00,5467.00,124914.00,0.00,13345.00,0.00
1988:Q2,138970.00,98092.00,0.00,98092.00,34999.00,0.00,34999.00,30749.00,791.00,3459.00,0.00,5879.00,0.00,138970.00,138970.00,5879.00,133091.00,0.00,13760.00,0.00
1988:Q3,145774.00,101944.00,0.00,101944.00,37509.00,0.00,37509.00,32782.00,846.00,3881.00,0.00,6321.00,0.00,145774.00,145774.00,6321.00,139453.00,0.00,13738.00,0.00
1988:Q4,154382.00,107131.00,0.00,107131.00,40454.00,0.00,40454.00,34865.00,967.00,4622.00,0.00,6797.00,0.00,154382.00,154382.00,6797.00,147585.00,0.00,14576.00,0.00
1989:Q1,194139.00,109991.00,0.00,109991.00,77051.00,1616.00,42058.00,36027.00,934.00,5097.00,33377.00,7097.00,0.00,194139.00,194139.00,8382.00,185757.00,0.00,15315.00,0.00
1989:Q2,195145.00,107924.00,0.00,107924.00,79824.00,1618.00,43671.00,36869.00,919.00,5883.00,34535.00,7397.00,0.00,195145.00,195145.00,10335.00,184810.00,0.00,15397.00,0.00
1989:Q3,196950.00,110046.00,0.00,110046.00,79207.00,1727.00,41645.00,33685.00,954.00,7006.00,35835.00,7697.00,0.00,196950.00,196950.00,12745.00,184205.00,0.00,15570.00,0.00
1989:Q4,209825.00,99100.00,0.00,99100.00,102003.00,2021.00,52647.00,43325.00,953.00,8369.00,47335.00,8722.00,0.00,209825.00,209825.00,15715.00,194110.00,0.00,15300.00,0.00
1990:Q1,220130.00,105141.00,0.00,105141.00,104619.00,2199.00,48490.00,38165.00,992.00,9333.00,53930.00,10370.00,0.00,220130.00,220130.00,18684.00,201446.00,0.00,15027.00,0.00
1990:Q2,235234.00,105931.00,0.00,105931.00,116974.00,940.00,53076.00,42863.00,959.00,9254.00,62958.00,12329.00,0.00,236537.00,236537.00,22214.00,214323.00,1303.00,15473.00,0.00
1990:Q3,248646.00,107378.00,0.00,107378.00,126610.00,1773.00,57664.00,47260.00,914.00,9490.00,67173.00,14658.00,0.00,250037.00,250037.00,26411.00,223626.00,1391.00,14594.00,0.00
1990:Q4,267701.00,103252.00,0.00,103252.00,147022.00,4313.00,66046.00,55029.00,868.00,10149.00,76663.00,17427.00,0.00,269186.00,269186.00,31400.00,237786.00,1485.00,15258.00,0.00
1991:Q1,278397.00,101467.00,0.00,101467.00,158566.00,4267.00,71048.00,59430.00,951.00,10667.00,83251.00,18364.00,0.00,279989.00,279989.00,33089.00,246900.00,1592.00,15709.00,0.00
1991:Q2,291923.00,94215.00,0.00,94215.00,178356.00,4724.00,85021.00,72495.00,923.00,11603.00,88611.00,19352.00,0.00,293867.00,293867.00,34868.00,258999.00,1944.00,15378.00,0.00
1991:Q3,308818.00,87131.00,0.00,87131.00,201294.00,5496.00,98380.00,84444.00,2138.00,11798.00,97418.00,20393.00,0.00,310950.00,310950.00,36744.00,274206.00,2132.00,14992.00,0.00
1991:Q4,320968.00,76631.00,0.00,76631.00,222847.00,6792.00,113098.00,96732.00,3780.00,12586.00,102957.00,21490.00,0.00,322950.00,322950.00,38720.00,284230.00,1982.00,14992.00,0.00
1992:Q1,337188.00,76437.00,0.00,76437.00,238385.00,6333.00,125358.00,106805.00,4918.00,13635.00,106694.00,22366.00,0.00,339008.00,339008.00,40665.00,298343.00,1820.00,15963.00,0.00
1992:Q2,349804.00,71788.00,0.00,71788.00,255733.00,7670.00,138529.00,116694.00,6371.00,15464.00,109534.00,22283.00,0.00,351769.00,351769.00,40514.00,311255.00,1965.00,14655.00,0.00
1992:Q3,365867.00,64032.00,0.00,64032.00,278703.00,7684.00,157479.00,132056.00,6295.00,19128.00,113540.00,23132.00,0.00,367558.00,367558.00,42059.00,325499.00,1691.00,14498.00,0.00
1992:Q4,383678.00,59971.00,0.00,59971.00,297932.00,9739.00,167916.00,142265.00,6577.00,19074.00,120277.00,25775.00,0.00,385538.00,385538.00,46863.00,338675.00,1860.00,14268.00,0.00
1993:Q1,399259.00,65634.00,0.00,65634.00,307615.00,13981.00,173846.00,145921.00,6783.00,21142.00,119788.00,26010.00,0.00,401032.00,401032.00,47290.00,353742.00,1773.00,14268.00,0.00
1993:Q2,415012.00,68925.00,0.00,68925.00,319535.00,15844.00,184609.00,153845.00,7545.00,23219.00,119082.00,26552.00,0.00,416750.00,416750.00,48276.00,368474.00,1738.00,12976.00,0.00
1993:Q3,436104.00,76924.00,0.00,76924.00,333955.00,14715.00,195409.00,164005.00,7820.00,23584.00,123831.00,25225.00,0.00,437572.00,437572.00,45864.00,391708.00,1468.00,12521.00,0.00
1993:Q4,466161.00,83563.00,0.00,83563.00,354241.00,19459.00,204327.00,167899.00,8373.00,28055.00,130455.00,28357.00,0.00,468034.00,468034.00,51558.00,416476.00,1873.00,12521.00,0.00
1994:Q1,490495.00,94748.00,0.00,94748.00,366792.00,22826.00,215989.00,179616.00,8480.00,27893.00,127977.00,28955.00,0.00,492100.00,492100.00,52645.00,439455.00,1605.00,11600.00,0.00
1994:Q2,502591.00,101126.00,0.00,101126.00,373561.00,22097.00,218890.00,181026.00,9073.00,28791.00,132574.00,27904.00,0.00,504222.00,504222.00,50735.00,453487.00,1631.00,10700.00,0.00
1994:Q3,519508.00,105535.00,0.00,105535.00,382756.00,22247.00,222623.00,182173.00,9329.00,31121.00,137886.00,31217.00,0.00,521247.00,521247.00,56759.00,464488.00,1739.00,9800.00,0.00
1994:Q4,536135.00,106736.00,0.00,106736.00,394229.00,23719.00,224458.00,183002.00,9820.00,31636.00,146052.00,35170.00,0.00,538291.00,538291.00,63945.00,474346.00,2156.00,8953.00,0.00
1995:Q1,550205.00,106906.00,0.00,106906.00,405147.00,24738.00,227141.00,185999.00,9780.00,31362.00,153268.00,38152.00,0.00,552219.00,552219.00,69368.00,482851.00,2014.00,8637.00,0.00
1995:Q2,575986.00,111121.00,0.00,111121.00,423657.00,26704.00,230715.00,189046.00,10122.00,31547.00,166238.00,41208.00,0.00,578437.00,578437.00,74923.00,503514.00,2451.00,7901.00,0.00
1995:Q3,616432.00,124146.00,0.00,124146.00,450002.00,27961.00,232450.00,189468.00,10470.00,32512.00,189591.00,42284.00,0.00,619031.00,619031.00,80293.00,538738.00,2599.00,7480.00,0.00
1995:Q4,662899.00,127556.00,0.00,127556.00,484396.00,29997.00,241314.00,193759.00,11924.00,35631.00,213085.00,50947.00,0.00,666360.00,666360.00,101241.00,565119.00,3461.00,7621.00,0.00
1996:Q1,689635.00,130457.00,0.00,130457.00,506287.00,30630.00,251050.00,201074.00,12176.00,37800.00,224607.00,52891.00,0.00,692959.00,692959.00,110227.00,582732.00,3324.00,7763.00,0.00
1996:Q2,721017.00,129785.00,0.00,129785.00,538880.00,36059.00,260725.00,208206.00,12825.00,39694.00,242096.00,52352.00,0.00,728583.00,728583.00,114695.00,613888.00,7566.00,7961.00,0.00
1996:Q3,740897.00,127192.00,0.00,127192.00,558810.00,33483.00,268010.00,213851.00,13782.00,40377.00,257317.00,54895.00,0.00,748336.00,748336.00,126761.00,621575.00,7439.00,8197.00,0.00
1996:Q4,772264.00,122972.00,0.00,122972.00,589198.00,38277.00,277431.00,215357.00,15721.00,46353.00,273490.00,60094.00,0.00,781007.00,781007.00,146690.00,634317.00,8743.00,7350.00,0.00
1997:Q1,778289.00,116493.00,0.00,116493.00,600744.00,34290.00,288158.00,224576.00,15684.00,47898.00,278296.00,61052.00,0.00,786673.00,786673.00,158050.00,628623.00,8384.00,6998.00,0.00
1997:Q2,794682.00,114677.00,0.00,114677.00,620750.00,35731.00,297138.00,229072.00,16811.00,51255.00,287881.00,59255.00,0.00,803898.00,803898.00,163285.00,640613.00,9216.00,7755.00,0.00
1997:Q3,835118.00,105090.00,0.00,105090.00,658519.00,33903.00,316343.00,243766.00,17409.00,55168.00,308273.00,71417.00,92.00,845136.00,845136.00,210358.00,634778.00,10018.00,8068.00,0.00
1997:Q4,907588.00,101229.00,0.00,101229.00,725296.00,64616.00,340220.00,253804.00,20313.00,66103.00,320460.00,80971.00,92.00,918436.00,918436.00,256146.00,662290.00,10848.00,11060.00,0.00
1998:Q1,952874.00,99724.00,0.00,99724.00,769676.00,70579.00,369703.00,268984.00,23844.00,76875.00,329394.00,83375.00,99.00,963406.00,963406.00,284823.00,678583.00,10532.00,11266.00,0.00
1998:Q2,1028751.00,99880.00,0.00,99880.00,845243.00,71092.00,407373.00,287717.00,27857.00,91799.00,366778.00,83047.00,581.00,1039640.00,1039640.00,308341.00,731299.00,10889.00,13678.00,0.00
1998:Q3,1087891.00,112088.00,0.00,112088.00,891210.00,75500.00,435064.00,307746.00,29894.00,97424.00,380646.00,83735.00,858.00,1102059.00,1102059.00,340461.00,761598.00,14168.00,14232.00,0.00
1998:Q4,1164631.00,126445.00,0.00,126445.00,952357.00,90283.00,468160.00,321869.00,33100.00,113191.00,393914.00,84971.00,858.00,1177286.00,1177286.00,381797.00,795489.00,12655.00,13929.00,0.00
1999:Q1,1214052.00,144241.00,0.00,144241.00,987798.00,91457.00,492813.00,334008.00,36077.00,122728.00,403528.00,79981.00,2032.00,1226100.00,1226100.00,401575.00,824525.00,12048.00,13466.00,0.00
1999:Q2,1272294.00,159185.00,0.00,159185.00,1034457.00,91794.00,511503.00,345311.00,37734.00,128458.00,431160.00,75042.00,3610.00,1283622.00,1283622.00,426914.00,856708.00,11328.00,13009.00,0.00
1999:Q3,1319008.00,167859.00,0.00,167859.00,1075997.00,90512.00,524695.00,348527.00,39306.00,136862.00,460790.00,71011.00,4141.00,1329558.00,1329558.00,465986.00,863572.00,10550.00,12790.00,0.00
1999:Q4,1324724.00,167823.00,6.00,167817.00,1085526.00,90135.00,538733.00,353744.00,41626.00,143363.00,456658.00,67182.00,4193.00,1334461.00,1334461.00,520790.00,813671.00,9737.00,11538.00,0.00
2000:Q1,1352849.00,175562.00,10.00,175552.00,1101233.00,97167.00,545152.00,354338.00,42613.00,148201.00,458914.00,70518.00,5536.00,1361689.00,1361689.00,546648.00,815041.00,8840.00,11771.00,0.00
2000:Q2,1381347.00,180732.00,84.00,180648.00,1122604.00,91204.00,554376.00,355761.00,43749.00,154866.00,477024.00,69696.00,8315.00,1389220.00,1389220.00,571280.00,817940.00,7873.00,11242.00,0.00
2000:Q3,1420635.00,179461.00,98.00,179363.00,1157377.00,89654.00,574100.00,368991.00,44505.00,160604.00,493623.00,74179.00,9618.00,1427804.00,1427804.00,598215.00,829589.00,7169.00,10781.00,0.00
2000:Q4,1508813.00,176758.00,128.00,176630.00,1236868.00,104248.00,604214.00,384835.00,47042.00,172337.00,528406.00,83311.00,11876.00,1515376.00,1515376.00,645825.00,869551.00,6563.00,10048.00,0.00
2001:Q1,1521290.00,186022.00,0.00,186022.00,1241794.00,109600.00,585297.00,402816.00,44194.00,138287.00,546897.00,78420.00,15054.00,1527898.00,1527898.00,542350.00,985548.00,6608.00,8837.00,0.00
2001:Q2,1572396.00,191050.00,0.00,191050.00,1282426.00,111467.00,610370.00,419771.00,46747.00,143852.00,560589.00,77796.00,21124.00,1580021.00,1580021.00,543724.00,1036297.00,7625.00,7621.00,0.00
2001:Q3,1645114.00,192840.00,0.00,192840.00,1344337.00,123435.00,646216.00,441525.00,46439.00,158252.00,574686.00,83797.00,24140.00,1652133.00,1652133.00,567874.00,1084259.00,7019.00,7015.00,0.00
2001:Q4,1752724.00,210239.00,54.00,210185.00,1426171.00,127744.00,700627.00,463899.00,52479.00,184249.00,597800.00,89123.00,27191.00,1759549.00,1759549.00,607818.00,1151731.00,6825.00,6744.00,0.00
2002:Q1,1803242.00,216311.00,714.00,215597.00,1463386.00,134048.00,732844.00,494656.00,52919.00,185269.00,596494.00,88680.00,34865.00,1809724.00,1809724.00,577178.00,1232546.00,6482.00,6493.00,0.00
2002:Q2,1864981.00,223564.00,725.00,222839.00,1514148.00,135054.00,768552.00,520664.00,54943.00,192945.00,610542.00,86799.00,40470.00,1871170.00,1871170.00,560674.00,1310496.00,6189.00,8963.00,0.00
2002:Q3,1913255.00,249713.00,778.00,248935.00,1534700.00,135766.00,801163.00,542262.00,56552.00,202349.00,597771.00,84404.00,44438.00,1919215.00,1919215.00,556554.00,1362661.00,5960.00,11400.00,0.00
2002:Q4,2009820.00,285029.00,813.00,284216.00,1594147.00,143966.00,819816.00,545462.00,59103.00,215251.00,630365.00,83499.00,47145.00,2015562.00,2015562.00,566075.00,1449487.00,5742.00,14753.00,0.00
2003:Q1,2092920.00,316252.00,1087.00,315165.00,1640494.00,156225.00,851744.00,570346.00,59714.00,221684.00,632525.00,83644.00,52530.00,2099103.00,2099103.00,539121.00,1559982.00,6183.00,16532.00,0.00
2003:Q2,2153085.00,349948.00,2062.00,347886.00,1660146.00,147574.00,880755.00,585258.00,61551.00,233946.00,631817.00,83562.00,59429.00,2159044.00,2159044.00,521201.00,1637843.00,5959.00,19526.00,0.00
2003:Q3,2199196.00,373523.00,2451.00,371072.00,1679616.00,144917.00,923464.00,616540.00,64104.00,242820.00,611235.00,82450.00,63607.00,2204941.00,2204941.00,533303.00,1671638.00,5745.00,25960.00,0.00
2003:Q4,2260465.00,368709.00,2088.00,366621.00,1731053.00,149235.00,987053.00,669041.00,66414.00,251598.00,594765.00,92329.00,68374.00,2266003.00,2266003.00,530036.00,1735967.00,5538.00,30327.00,0.00
2004:Q1,2351652.00,372216.00,3310.00,368906.00,1812373.00,150435.00,1081393.00,743121.00,70292.00,267980.00,580545.00,91267.00,75796.00,2356991.00,2356991.00,508861.00,1848130.00,5339.00,37012.00,0.00
2004:Q2,2470886.00,370829.00,4263.00,366566.00,1919270.00,154520.00,1189893.00,835473.00,72528.00,281892.00,574857.00,99635.00,81152.00,2476035.00,2476035.00,503435.00,1972600.00,5149.00,43883.00,0.00
2004:Q3,2599630.00,349049.00,5298.00,343751.00,2062566.00,164638.00,1325380.00,954877.00,73968.00,296535.00,572548.00,103688.00,84327.00,2604596.00,2604596.00,498168.00,2106428.00,4966.00,60391.00,0.00
2004:Q4,2738093.00,357382.00,7554.00,349828.00,2190160.00,168120.00,1450506.00,1059205.00,76689.00,314612.00,571534.00,102612.00,87939.00,2742885.00,2742885.00,526113.00,2216772.00,4792.00,89949.00,0.00
2005:Q1,2895447.00,364016.00,10075.00,353941.00,2337588.00,175556.00,1585236.00,1178124.00,78715.00,328397.00,576796.00,98495.00,95348.00,2900071.00,2900071.00,531088.00,2368983.00,4624.00,98557.00,0.00
2005:Q2,3077382.00,351092.00,14620.00,336472.00,2530268.00,177175.00,1760018.00,1321871.00,82526.00,355621.00,593075.00,98197.00,97825.00,3081844.00,3081844.00,559042.00,2522802.00,4462.00,105562.00,0.00
2005:Q3,3260136.00,353643.00,20596.00,333047.00,2706144.00,182015.00,1940814.00,1489661.00,83864.00,367289.00,583315.00,99887.00,100462.00,3264443.00,3264443.00,595435.00,2669008.00,4307.00,109906.00,0.00
2005:Q4,3478316.00,336097.00,26960.00,309137.00,2939417.00,188332.00,2141173.00,1649358.00,90718.00,401097.00,609912.00,99770.00,103032.00,3482473.00,3482473.00,674422.00,2808051.00,4157.00,107251.00,0.00
2006:Q1,3651779.00,338122.00,32645.00,305477.00,3091352.00,202646.00,2305699.00,1794140.00,93710.00,417849.00,583007.00,115460.00,106845.00,3655793.00,3655793.00,690269.00,2965524.00,4014.00,112654.00,0.00
2006:Q2,3821484.00,332386.00,38062.00,294324.00,3273100.00,219567.00,2466044.00,1939290.00,95931.00,430823.00,587489.00,106521.00,109477.00,3825361.00,3825361.00,742948.00,3082413.00,3877.00,113111.00,0.00
2006:Q3,4005325.00,352643.00,45268.00,307375.00,3439929.00,225745.00,2618535.00,2069214.00,98217.00,451104.00,595649.00,101829.00,110924.00,4009068.00,4009068.00,758859.00,3250209.00,3743.00,112922.00,0.00
2006:Q4,4243291.00,382202.00,50514.00,331688.00,3637803.00,253355.00,2767275.00,2173005.00,104226.00,490044.00,617173.00,108272.00,115014.00,4246901.00,4246901.00,837356.00,3409545.00,3610.00,110005.00,0.00
2007:Q1,4410143.00,389165.00,58253.00,330912.00,3791217.00,275580.00,2898404.00,2265834.00,112344.00,520226.00,617233.00,111526.00,118235.00,4413624.00,4413624.00,830830.00,3582794.00,3481.00,115308.00,0.00
2007:Q2,4575502.00,403472.00,68264.00,335208.00,3936043.00,306720.00,3005946.00,2334686.00,117494.00,553766.00,623377.00,108748.00,127239.00,4578859.00,4578859.00,905095.00,3673764.00,3357.00,110934.00,0.00
2007:Q3,4638944.00,405541.00,76607.00,328934.00,3999207.00,328887.00,3023927.00,2301218.00,123944.00,598765.00,646393.00,104584.00,129612.00,4642182.00,4642182.00,730195.00,3911987.00,3238.00,101194.00,0.00
2007:Q4,4614569.00,427939.00,78176.00,349763.00,3946592.00,341949.00,2952130.00,2214338.00,125630.00,612162.00,652513.00,111651.00,128387.00,4617692.00,4617692.00,643121.00,3974571.00,3123.00,92123.00,0.00
2008:Q1,4564705.00,419864.00,77425.00,342439.00,3893284.00,350564.00,2889811.00,2157773.00,123005.00,609033.00,652909.00,118362.00,133195.00,4567717.00,4567717.00,588378.00,3979339.00,3012.00,72197.00,0.00
2008:Q2,4474763.00,413947.00,73007.00,340940.00,3814382.00,357419.00,2798814.00,2068660.00,121616.00,608538.00,658149.00,105246.00,141188.00,4477668.00,4477668.00,558898.00,3918770.00,2905.00,66666.00,0.00
2008:Q3,4359931.00,411259.00,70503.00,340756.00,3725805.00,380016.00,2708768.00,1988992.00,119348.00,600428.00,637021.00,94652.00,128215.00,4362732.00,4362732.00,510520.00,3852212.00,2801.00,59430.00,0.00
2008:Q4,4215619.00,391384.00,67653.00,323731.00,3606510.00,379801.00,2616482.00,1902581.00,117722.00,596179.00,610227.00,95534.00,122191.00,4218321.00,4218321.00,559264.00,3659057.00,2702.00,45411.00,0.00
2009:Q1,4019759.00,327529.00,64256.00,263273.00,3495706.00,359986.00,2539751.00,1837715.00,115995.00,586041.00,595969.00,86143.00,110381.00,4022365.00,4022365.00,484665.00,3537700.00,2606.00,23948.00,0.00
2009:Q2,3826223.00,285070.00,59457.00,225613.00,3360874.00,343543.00,2426427.00,1736003.00,113919.00,576505.00,590904.00,77657.00,102622.00,3828736.00,3828736.00,420443.00,3408293.00,2513.00,24153.00,0.00
2009:Q3,3625871.00,219839.00,55817.00,164022.00,3243348.00,326026.00,2334987.00,1652506.00,111699.00,570782.00,582335.00,67759.00,94925.00,3628295.00,3628295.00,329831.00,3298464.00,2424.00,20853.00,0.00
2009:Q4,3386120.00,151534.00,51961.00,99573.00,3085269.00,252217.00,2260579.00,1578701.00,111584.00,570294.00,572473.00,61256.00,88061.00,3388457.00,3388457.00,293059.00,3095398.00,2337.00,18632.00,0.00
2010:Q1,2708829.00,115543.00,50051.00,65492.00,2451047.00,229587.00,2162505.00,1486981.00,110208.00,565316.00,58955.00,55107.00,87132.00,2711083.00,2711083.00,126429.00,2584654.00,2254.00,20736.00,132545.00
2010:Q2,2573457.00,74860.00,44984.00,29876.00,2363509.00,219067.00,2088857.00,1424484.00,108044.00,556329.00,55585.00,54060.00,81028.00,2575631.00,2575631.00,112182.00,2463449.00,2174.00,19724.00,135794.00
2010:Q3,2466103.00,48306.00,42397.00,5909.00,2284365.00,214258.00,2017204.00,1364874.00,105388.00,546942.00,52903.00,54169.00,79263.00,2468200.00,2468200.00,119412.00,2348788.00,2097.00,19237.00,129213.00
2010:Q4,2341346.00,42366.00,38797.00,3569.00,2168769.00,167808.00,1950621.00,1303039.00,102902.00,544680.00,50340.00,51800.00,78411.00,2341346.00,2341346.00,120179.00,2221167.00,0.00,18127.00,112879.00
2011:Q1,2256166.00,42107.00,34037.00,8070.00,2083878.00,144330.00,1892216.00,1249200.00,100648.00,542368.00,47332.00,53563.00,76618.00,2256166.00,2256166.00,128284.00,2127882.00,0.00,15019.00,109154.00
2011:Q2,2194645.00,38245.00,31982.00,6263.00,2031123.00,161692.00,1824530.00,1200217.00,97431.00,526882.00,44901.00,51123.00,74154.00,2194645.00,2194645.00,116177.00,2078468.00,0.00,14458.00,109024.00
2011:Q3,2118218.00,30173.00,29843.00,330.00,1970943.00,156253.00,1769249.00,1154396.00,95064.00,519789.00,45441.00,47517.00,69585.00,2118218.00,2118218.00,108528.00,2009690.00,0.00,14555.00,109886.00
2011:Q4,2067957.00,28888.00,28572.00,316.00,1921519.00,162366.00,1712945.00,1109466.00,91003.00,512476.00,46208.00,47593.00,69957.00,2067957.00,2067957.00,96037.00,1971920.00,0.00,14335.00,120572.00
2012:Q1,2008936.00,26644.00,26332.00,312.00,1868184.00,167682.00,1653711.00,1063741.00,88381.00,501589.00,46791.00,45310.00,68798.00,2008936.00,2008936.00,97681.00,1911255.00,0.00,15176.00,104326.00
2012:Q2,1941688.00,25465.00,25212.00,253.00,1802383.00,163550.00,1591758.00,1014337.00,85509.00,491912.00,47075.00,42409.00,71431.00,1941688.00,1941688.00,85179.00,1856509.00,0.00,17596.00,102076.00
2012:Q3,1881280.00,23508.00,23278.00,230.00,1743775.00,157121.00,1538612.00,970524.00,81953.00,486135.00,48042.00,41429.00,72568.00,1881280.00,1881280.00,86843.00,1794437.00,0.00,17185.00,90739.00
2012:Q4,1840968.00,22972.00,22668.00,304.00,1707235.00,161735.00,1495507.00,928278.00,79610.00,487619.00,49993.00,41182.00,69579.00,1840968.00,1840968.00,86993.00,1753975.00,0.00,15637.00,87501.00
2013:Q1,1797651.00,20902.00,20742.00,160.00,1665894.00,150836.00,1465092.00,894703.00,77879.00,492510.00,49966.00,40140.00,70715.00,1797651.00,1797651.00,88035.00,1709616.00,0.00,15955.00,74434.00
2013:Q2,1598634.00,20977.00,20887.00,90.00,1477481.00,147624.00,1281699.00,849895.00,72369.00,359435.00,48158.00,36245.00,63931.00,1598634.00,1598634.00,79580.00,1519054.00,0.00,150848.00,64153.00
2013:Q3,1549251.00,19767.00,19713.00,54.00,1431857.00,151140.00,1232229.00,815965.00,70550.00,345714.00,48488.00,34645.00,62982.00,1549251.00,1549251.00,79183.00,1470068.00,0.00,152130.00,57341.00
2013:Q4,1513340.00,21820.00,21720.00,100.00,1394637.00,150233.00,1195257.00,787294.00,70819.00,337144.00,49147.00,35734.00,61149.00,1513340.00,1513340.00,79906.00,1433434.00,0.00,160140.00,59662.00
2014:Q1,1463942.00,21872.00,21772.00,100.00,1349696.00,154723.00,1147676.00,763312.00,70629.00,313735.00,47297.00,34300.00,58074.00,1463942.00,1463942.00,73729.00,1390213.00,0.00,179614.00,58363.00
2014:Q2,1443366.00,22131.00,22031.00,100.00,1325184.00,150593.00,1128309.00,739433.00,70129.00,318747.00,46282.00,33931.00,62120.00,1443366.00,1443366.00,71010.00,1372356.00,0.00,174030.00,55967.00
2014:Q3,1440702.00,25013.00,24913.00,100.00,1317047.00,155593.00,1112353.00,714028.00,69470.00,328855.00,49101.00,31417.00,67225.00,1440702.00,1440702.00,71895.00,1368807.00,0.00,172919.00,54714.00
2014:Q4,1428236.00,27336.00,27236.00,100.00,1299190.00,159312.00,1090087.00,695591.00,68414.00,326082.00,49791.00,31346.00,70364.00,1428236.00,1428236.00,64758.00,1363478.00,0.00,172548.00,54501.00
2015:Q1,1429324.00,28017.00,27917.00,100.00,1297848.00,170623.00,1079050.00,676144.00,68812.00,334094.00,48175.00,31542.00,71917.00,1429324.00,1429324.00,64376.00,1364948.00,0.00,166581.00,49027.00
2015:Q2,1416959.00,28994.00,28894.00,100.00,1285362.00,167047.00,1067097.00,649028.00,66192.00,351877.00,51218.00,32173.00,70430.00,1416959.00,1416959.00,70038.00,1346921.00,0.00,154432.00,50111.00
2015:Q3,1369344.00,28675.00,28575.00,100.00,1241598.00,159239.00,1034322.00,618024.00,63264.00,353034.00,48037.00,31685.00,67386.00,1369344.00,1369344.00,58090.00,1311254.00,0.00,150271.00,51103.00
2015:Q4,1345129.00,28230.00,28230.00,0.00,1210903.00,158311.00,1006583.00,593032.00,62017.00,351534.00,46009.00,34059.00,71937.00,1345129.00,1345129.00,57477.00,1287652.00,0.00,142973.00,53583.00
2016:Q1,1325000.00,27233.00,27233.00,0.00,1191280.00,173999.00,972438.00,581707.00,56993.00,333738.00,44843.00,35516.00,70971.00,1325000.00,1325000.00,67031.00,1257969.00,0.00,149817.00,56573.00
2016:Q2,1285345.00,24940.00,24940.00,0.00,1152294.00,162431.00,940618.00,558201.00,55250.00,327167.00,49245.00,35138.00,72973.00,1285345.00,1285345.00,65337.00,1220008.00,0.00,145992.00,55480.00
