date,FA224090055.Q,FA223034055.Q,FA223064255.Q,FA223090055.Q,FA223095505.Q,FA223093053.Q,FA224090055.Q
1961:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,840.00,0.00,840.00,0.00,0.00,0.00,840.00
1980:Q2,-744.00,0.00,-744.00,0.00,0.00,0.00,-744.00
1980:Q3,836.00,0.00,836.00,0.00,0.00,0.00,836.00
1980:Q4,792.00,0.00,792.00,0.00,0.00,0.00,792.00
1981:Q1,-4.00,0.00,-4.00,0.00,0.00,0.00,-4.00
1981:Q2,232.00,0.00,232.00,0.00,0.00,0.00,232.00
1981:Q3,1312.00,0.00,1312.00,0.00,0.00,0.00,1312.00
1981:Q4,596.00,0.00,596.00,0.00,0.00,0.00,596.00
1982:Q1,292.00,0.00,292.00,0.00,0.00,0.00,292.00
1982:Q2,452.00,0.00,452.00,0.00,0.00,0.00,452.00
1982:Q3,748.00,0.00,748.00,0.00,0.00,0.00,748.00
1982:Q4,552.00,0.00,552.00,0.00,0.00,0.00,552.00
1983:Q1,-452.00,0.00,-452.00,0.00,0.00,0.00,-452.00
1983:Q2,304.00,0.00,304.00,0.00,0.00,0.00,304.00
1983:Q3,1292.00,0.00,1292.00,0.00,0.00,0.00,1292.00
1983:Q4,1056.00,0.00,1056.00,0.00,0.00,0.00,1056.00
1984:Q1,1420.00,0.00,1420.00,0.00,0.00,0.00,1420.00
1984:Q2,-288.00,0.00,-288.00,0.00,0.00,0.00,-288.00
1984:Q3,528.00,0.00,528.00,0.00,0.00,0.00,528.00
1984:Q4,1048.00,0.00,1048.00,0.00,0.00,0.00,1048.00
1985:Q1,428.00,0.00,428.00,0.00,0.00,0.00,428.00
1985:Q2,348.00,0.00,348.00,0.00,0.00,0.00,348.00
1985:Q3,376.00,0.00,376.00,0.00,0.00,0.00,376.00
1985:Q4,356.00,0.00,356.00,0.00,0.00,0.00,356.00
1986:Q1,2764.00,0.00,2764.00,0.00,0.00,0.00,2764.00
1986:Q2,-24.00,0.00,-24.00,0.00,0.00,0.00,-24.00
1986:Q3,356.00,0.00,356.00,0.00,0.00,0.00,356.00
1986:Q4,420.00,0.00,420.00,0.00,0.00,0.00,420.00
1987:Q1,2336.00,0.00,2336.00,0.00,0.00,0.00,2336.00
1987:Q2,188.00,0.00,188.00,0.00,0.00,0.00,188.00
1987:Q3,-100.00,0.00,-100.00,0.00,0.00,0.00,-100.00
1987:Q4,-420.00,0.00,-420.00,0.00,0.00,0.00,-420.00
1988:Q1,-144.00,0.00,-144.00,0.00,0.00,0.00,-144.00
1988:Q2,748.00,768.00,-20.00,0.00,0.00,0.00,748.00
1988:Q3,148.00,580.00,-432.00,0.00,0.00,0.00,148.00
1988:Q4,556.00,580.00,-24.00,0.00,0.00,0.00,556.00
1989:Q1,416.00,716.00,-300.00,0.00,0.00,0.00,416.00
1989:Q2,584.00,360.00,224.00,0.00,0.00,0.00,584.00
1989:Q3,308.00,592.00,-284.00,0.00,0.00,0.00,308.00
1989:Q4,792.00,460.00,332.00,0.00,0.00,0.00,792.00
1990:Q1,776.00,424.00,352.00,0.00,0.00,0.00,776.00
1990:Q2,768.00,384.00,384.00,0.00,0.00,0.00,768.00
1990:Q3,628.00,792.00,-164.00,0.00,0.00,0.00,628.00
1990:Q4,1072.00,548.00,524.00,0.00,0.00,0.00,1072.00
1991:Q1,-1708.00,-2000.00,292.00,0.00,0.00,0.00,-1708.00
1991:Q2,1136.00,-16.00,1152.00,0.00,0.00,0.00,1136.00
1991:Q3,952.00,236.00,716.00,0.00,0.00,0.00,952.00
1991:Q4,1428.00,312.00,1116.00,0.00,0.00,0.00,1428.00
1992:Q1,428.00,-100.00,528.00,0.00,0.00,0.00,428.00
1992:Q2,1216.00,52.00,1164.00,0.00,0.00,0.00,1216.00
1992:Q3,908.00,112.00,796.00,0.00,0.00,0.00,908.00
1992:Q4,1916.00,276.00,1640.00,0.00,0.00,0.00,1916.00
1993:Q1,1372.00,228.00,1144.00,0.00,0.00,0.00,1372.00
1993:Q2,1300.00,92.00,1208.00,0.00,0.00,0.00,1300.00
1993:Q3,-4672.00,176.00,-4848.00,0.00,0.00,0.00,-4672.00
1993:Q4,1708.00,-120.00,1828.00,0.00,0.00,0.00,1708.00
1994:Q1,1072.00,136.00,936.00,0.00,0.00,0.00,1072.00
1994:Q2,316.00,180.00,136.00,0.00,0.00,0.00,316.00
1994:Q3,2612.00,52.00,2560.00,0.00,0.00,0.00,2612.00
1994:Q4,1228.00,148.00,1080.00,0.00,0.00,0.00,1228.00
1995:Q1,1032.00,352.00,680.00,0.00,0.00,0.00,1032.00
1995:Q2,-6788.00,296.00,-7084.00,0.00,0.00,0.00,-6788.00
1995:Q3,1756.00,48.00,1708.00,0.00,0.00,0.00,1756.00
1995:Q4,3088.00,8.00,3080.00,0.00,0.00,0.00,3088.00
1996:Q1,2124.00,116.00,2008.00,0.00,0.00,0.00,2124.00
1996:Q2,1660.00,-36.00,1696.00,0.00,0.00,0.00,1660.00
1996:Q3,60.00,448.00,-388.00,0.00,0.00,0.00,60.00
1996:Q4,3372.00,708.00,2664.00,0.00,0.00,0.00,3372.00
1997:Q1,35416.00,1548.00,19120.00,14748.00,10796.00,3952.00,35416.00
1997:Q2,29884.00,1200.00,1608.00,27076.00,23080.00,3996.00,29884.00
1997:Q3,23192.00,1096.00,600.00,21496.00,17456.00,4040.00,23192.00
1997:Q4,41076.00,1316.00,24072.00,15688.00,11648.00,4040.00,41076.00
1998:Q1,29640.00,1424.00,152.00,28064.00,24112.00,3952.00,29640.00
1998:Q2,33844.00,1640.00,15116.00,17088.00,13092.00,3996.00,33844.00
1998:Q3,47524.00,2916.00,42432.00,2176.00,-1864.00,4040.00,47524.00
1998:Q4,27764.00,1720.00,-9868.00,35912.00,31872.00,4040.00,27764.00
1999:Q1,34308.00,1812.00,25196.00,7300.00,8020.00,-720.00,34308.00
1999:Q2,28880.00,1164.00,14672.00,13044.00,13768.00,-724.00,28880.00
1999:Q3,49356.00,1784.00,47732.00,-160.00,576.00,-736.00,49356.00
1999:Q4,-1484.00,1692.00,-25468.00,22292.00,23024.00,-732.00,-1484.00
2000:Q1,-24780.00,-1884.00,-25600.00,2704.00,2704.00,0.00,-24780.00
2000:Q2,2916.00,-1064.00,10580.00,-6600.00,-6600.00,0.00,2916.00
2000:Q3,-13436.00,-992.00,-7580.00,-4864.00,-4864.00,0.00,-13436.00
2000:Q4,13524.00,-828.00,28948.00,-14596.00,-14596.00,0.00,13524.00
2001:Q1,19912.00,2496.00,38340.00,-20924.00,-19844.00,-1080.00,19912.00
2001:Q2,-21344.00,564.00,-23672.00,1764.00,2852.00,-1088.00,-21344.00
2001:Q3,26636.00,2092.00,45512.00,-20968.00,-19864.00,-1104.00,26636.00
2001:Q4,-31936.00,540.00,-38316.00,5840.00,6940.00,-1100.00,-31936.00
2002:Q1,-14984.00,-1780.00,-10932.00,-2272.00,-2272.00,0.00,-14984.00
2002:Q2,7308.00,-1040.00,22640.00,-14292.00,-14292.00,0.00,7308.00
2002:Q3,12628.00,-560.00,31356.00,-18168.00,-18168.00,0.00,12628.00
2002:Q4,-24260.00,-576.00,-27428.00,3744.00,3744.00,0.00,-24260.00
2003:Q1,46988.00,-708.00,32624.00,15072.00,11120.00,3952.00,46988.00
2003:Q2,10668.00,-1832.00,-18464.00,30964.00,26968.00,3996.00,10668.00
2003:Q3,33892.00,-1064.00,13184.00,21772.00,17732.00,4040.00,33892.00
2003:Q4,18104.00,-1672.00,-10804.00,30580.00,26540.00,4040.00,18104.00
2004:Q1,20384.00,-1452.00,7260.00,14576.00,12040.00,2536.00,20384.00
2004:Q2,29620.00,-664.00,17636.00,12648.00,10112.00,2536.00,29620.00
2004:Q3,27000.00,-844.00,18620.00,9224.00,6660.00,2564.00,27000.00
2004:Q4,1388.00,-1316.00,-20700.00,23404.00,20840.00,2564.00,1388.00
2005:Q1,30240.00,280.00,22940.00,7020.00,4864.00,2156.00,30240.00
2005:Q2,15068.00,288.00,3820.00,10960.00,8784.00,2176.00,15068.00
2005:Q3,7772.00,544.00,-8212.00,15440.00,13236.00,2204.00,7772.00
2005:Q4,18432.00,236.00,5556.00,12640.00,10436.00,2204.00,18432.00
2006:Q1,12620.00,592.00,-6152.00,18180.00,16024.00,2156.00,12620.00
2006:Q2,38376.00,1800.00,28256.00,8320.00,6140.00,2180.00,38376.00
2006:Q3,16460.00,1356.00,-1588.00,16692.00,14488.00,2204.00,16460.00
2006:Q4,6248.00,1024.00,-15660.00,20884.00,18680.00,2204.00,6248.00
2007:Q1,12288.00,988.00,1556.00,9744.00,8288.00,1456.00,12288.00
2007:Q2,43368.00,1344.00,10072.00,31952.00,27580.00,4372.00,43368.00
2007:Q3,8876.00,5720.00,-4280.00,7436.00,7436.00,0.00,8876.00
2007:Q4,13876.00,924.00,7356.00,5596.00,1224.00,4372.00,13876.00
2008:Q1,-40472.00,1688.00,-5180.00,-36980.00,-34064.00,-2916.00,-40472.00
2008:Q2,26176.00,0.00,11700.00,14476.00,10104.00,4372.00,26176.00
2008:Q3,-46228.00,1008.00,-1836.00,-45400.00,-42488.00,-2912.00,-46228.00
2008:Q4,-73400.00,4236.00,-2056.00,-75580.00,-66836.00,-8744.00,-73400.00
2009:Q1,-19020.00,1076.00,-7512.00,-12584.00,-14040.00,1456.00,-19020.00
2009:Q2,67516.00,-1804.00,8108.00,61212.00,51012.00,10200.00,67516.00
2009:Q3,52764.00,-1944.00,796.00,53912.00,46628.00,7284.00,52764.00
2009:Q4,31036.00,-1228.00,9656.00,22608.00,18236.00,4372.00,31036.00
2010:Q1,28476.00,-792.00,8340.00,20928.00,18012.00,2916.00,28476.00
2010:Q2,-41408.00,-472.00,-7772.00,-33164.00,-31708.00,-1456.00,-41408.00
2010:Q3,43760.00,-640.00,-1756.00,46156.00,38872.00,7284.00,43760.00
2010:Q4,45996.00,-844.00,9872.00,36968.00,31140.00,5828.00,45996.00
2011:Q1,-5172.00,-4868.00,-20956.00,20652.00,14824.00,5828.00,-5172.00
2011:Q2,-28488.00,-572.00,-21220.00,-6696.00,-8152.00,1456.00,-28488.00
2011:Q3,-107864.00,504.00,-30420.00,-77948.00,-69208.00,-8740.00,-107864.00
2011:Q4,18428.00,-876.00,-13448.00,32752.00,24012.00,8740.00,18428.00
2012:Q1,4720.00,-1172.00,-8144.00,14036.00,5292.00,8744.00,4720.00
2012:Q2,-34908.00,-348.00,-8220.00,-26340.00,-21968.00,-4372.00,-34908.00
2012:Q3,8280.00,-420.00,-9544.00,18244.00,13872.00,4372.00,8280.00
2012:Q4,-16140.00,-308.00,-15444.00,-388.00,-1844.00,1456.00,-16140.00
2013:Q1,-35020.00,-672.00,-12816.00,-21532.00,-28820.00,7288.00,-35020.00
2013:Q2,-14704.00,-12.00,-8132.00,-6560.00,-6560.00,0.00,-14704.00
2013:Q3,5048.00,3864.00,-16280.00,17464.00,13096.00,4368.00,5048.00
2013:Q4,13792.00,-600.00,-12296.00,26688.00,19400.00,7288.00,13792.00
2014:Q1,-46436.00,-832.00,-21840.00,-23764.00,-25220.00,1456.00,-46436.00
2014:Q2,-27744.00,-852.00,-32544.00,5652.00,2736.00,2916.00,-27744.00
2014:Q3,-29924.00,-772.00,-28272.00,-880.00,-5248.00,4368.00,-29924.00
2014:Q4,-15644.00,-912.00,-21372.00,6640.00,2268.00,4372.00,-15644.00
2015:Q1,1012.00,-220.00,-8484.00,9716.00,6800.00,2916.00,1012.00
2015:Q2,-5820.00,88.00,-11264.00,5356.00,2444.00,2912.00,-5820.00
2015:Q3,-38656.00,-3760.00,-19680.00,-15216.00,-15216.00,0.00,-38656.00
2015:Q4,24824.00,3856.00,3680.00,17288.00,12916.00,4372.00,24824.00
2016:Q1,4676.00,-3904.00,19032.00,-10452.00,-524.00,-9928.00,4676.00
2016:Q2,-128.00,-280.00,-11600.00,11752.00,7524.00,4228.00,-128.00
2016:Q3,17888.00,-360.00,-8124.00,26372.00,18632.00,7740.00,17888.00
