1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q4,315825.00,3012.00,18174.00,140.00,96473.00,711.00,69166.00,3846.00,324.00,0.00,0.00,0.00,3522.00,17679.00,5071.00,0.00,0.00,0.00,0.00,5071.00,191351.00,59231.00,921.00,104899.00,26300.00,1400.00,0.00,0.00,158.00,5117.00,291339.00,1394.00,1590.00,453.00,-1060.00,411.00,121941.00,5050.00,115366.00,1525.00,149665.00,7305.00,122.00,930.00,930.00,0.00,2134.00,475.00,7373.00,0.00,7373.00,0.00
1960:Q1,312833.00,3360.00,17716.00,1121.00,91585.00,755.00,64111.00,4109.00,393.00,0.00,0.00,0.00,3716.00,17654.00,4956.00,0.00,0.00,0.00,0.00,4956.00,193127.00,58365.00,1093.00,106715.00,26954.00,1290.00,0.00,0.00,162.00,4472.00,288099.00,1038.00,823.00,815.00,-1148.00,548.00,115409.00,4410.00,109913.00,1086.00,151500.00,7233.00,1856.00,1104.00,1104.00,0.00,1520.00,595.00,7844.00,0.00,7844.00,0.00
1960:Q2,318530.00,3490.00,17528.00,1109.00,91081.00,826.00,63794.00,4112.00,403.00,0.00,0.00,0.00,3709.00,17411.00,4938.00,0.00,0.00,0.00,0.00,4938.00,199154.00,60771.00,1106.00,109210.00,28067.00,1306.00,0.00,0.00,165.00,4697.00,293143.00,737.00,868.00,267.00,-1218.00,820.00,117845.00,7030.00,109461.00,1354.00,154952.00,7691.00,1427.00,1117.00,1117.00,0.00,1770.00,772.00,6832.00,0.00,6832.00,0.00
1960:Q3,326390.00,3540.00,18058.00,900.00,95243.00,959.00,67184.00,4285.00,384.00,0.00,0.00,0.00,3901.00,17795.00,5020.00,0.00,0.00,0.00,0.00,5020.00,202261.00,60159.00,1334.00,112100.00,28668.00,1199.00,0.00,0.00,169.00,5020.00,300544.00,1744.00,987.00,593.00,-773.00,937.00,119912.00,7440.00,111087.00,1385.00,158002.00,8485.00,1093.00,1348.00,1348.00,0.00,1736.00,1137.00,7087.00,0.00,7087.00,0.00
1960:Q4,334805.00,3346.00,17081.00,272.00,99543.00,1114.00,70347.00,4797.00,373.00,0.00,0.00,0.00,4424.00,18241.00,5044.00,0.00,0.00,0.00,0.00,5044.00,207167.00,62153.00,1622.00,114531.00,28861.00,1300.00,0.00,0.00,173.00,5923.00,308138.00,1607.00,1868.00,25.00,-1090.00,804.00,123862.00,5945.00,116268.00,1649.00,160849.00,10832.00,104.00,1638.00,1638.00,0.00,1981.00,1474.00,5791.00,0.00,5791.00,0.00
1961:Q1,335108.00,3630.00,15992.00,1269.00,100142.00,1321.00,69643.00,4979.00,374.00,0.00,0.00,0.00,4605.00,19135.00,5064.00,0.00,0.00,0.00,0.00,5064.00,207853.00,59854.00,1785.00,116550.00,29664.00,1445.00,0.00,0.00,177.00,4600.00,308172.00,306.00,755.00,106.00,-1428.00,873.00,117734.00,4160.00,111468.00,2106.00,165927.00,11163.00,1331.00,1802.00,1802.00,0.00,1477.00,1381.00,7051.00,0.00,7051.00,0.00
1961:Q2,343019.00,2903.00,16716.00,267.00,101716.00,1413.00,71610.00,4968.00,406.00,0.00,0.00,0.00,4562.00,18802.00,4923.00,0.00,0.00,0.00,0.00,4923.00,212399.00,60916.00,1817.00,119814.00,29852.00,1438.00,0.00,0.00,182.00,7398.00,315213.00,541.00,1171.00,35.00,-1679.00,1014.00,119417.00,6362.00,111053.00,2002.00,171164.00,12358.00,306.00,1835.00,1835.00,0.00,1869.00,969.00,6754.00,0.00,6754.00,0.00
1961:Q3,354192.00,3870.00,16310.00,1389.00,107727.00,1697.00,75977.00,4909.00,425.00,0.00,0.00,0.00,4484.00,20328.00,4816.00,0.00,0.00,0.00,0.00,4816.00,217427.00,61951.00,1938.00,123331.00,30207.00,1477.00,0.00,0.00,186.00,5806.00,325935.00,1257.00,1300.00,82.00,-1131.00,1006.00,123369.00,7750.00,113483.00,2136.00,173656.00,13452.00,1613.00,1957.00,1957.00,0.00,2124.00,788.00,7719.00,0.00,7719.00,0.00
1961:Q4,365037.00,3689.00,17387.00,233.00,109658.00,2019.00,76484.00,5459.00,411.00,0.00,0.00,0.00,5048.00,21022.00,4674.00,0.00,0.00,0.00,0.00,4674.00,225867.00,66244.00,2146.00,126750.00,30727.00,1600.00,0.00,0.00,190.00,6413.00,335950.00,2345.00,2300.00,115.00,-849.00,779.00,128898.00,5946.00,120366.00,2586.00,178481.00,13239.00,267.00,2168.00,2168.00,0.00,2662.00,582.00,7308.00,0.00,7308.00,0.00
1962:Q1,366606.00,3900.00,16786.00,1532.00,109762.00,1908.00,74946.00,5848.00,435.00,0.00,0.00,0.00,5413.00,22348.00,4712.00,0.00,0.00,0.00,0.00,4712.00,227482.00,65118.00,1998.00,129616.00,30750.00,1582.00,0.00,0.00,195.00,5367.00,337587.00,251.00,918.00,170.00,-1851.00,1014.00,122141.00,6260.00,112997.00,2884.00,184629.00,15268.00,1688.00,2018.00,2018.00,0.00,2151.00,713.00,8728.00,0.00,8728.00,0.00
1962:Q2,376130.00,3185.00,17206.00,488.00,110759.00,1687.00,74650.00,6159.00,452.00,0.00,0.00,0.00,5707.00,23747.00,4516.00,0.00,0.00,0.00,0.00,4516.00,235431.00,67058.00,1874.00,134234.00,32265.00,1232.00,0.00,0.00,199.00,7630.00,346528.00,551.00,1462.00,43.00,-1962.00,1008.00,124503.00,9554.00,112135.00,2814.00,191311.00,15907.00,557.00,1892.00,1892.00,0.00,2767.00,746.00,8294.00,0.00,8294.00,0.00
1962:Q3,384690.00,4270.00,17105.00,1154.00,111415.00,1826.00,74555.00,5893.00,490.00,0.00,0.00,0.00,5403.00,24656.00,4485.00,0.00,0.00,0.00,0.00,4485.00,242061.00,68368.00,1825.00,138987.00,32881.00,1328.00,0.00,0.00,204.00,7153.00,354870.00,2237.00,1641.00,762.00,-1131.00,965.00,124605.00,8090.00,114151.00,2364.00,196480.00,15279.00,1386.00,1843.00,1843.00,0.00,3046.00,979.00,9015.00,0.00,9015.00,0.00
1962:Q4,400485.00,4519.00,17454.00,589.00,116047.00,1867.00,76653.00,6967.00,494.00,0.00,0.00,0.00,6473.00,25987.00,4573.00,0.00,0.00,0.00,0.00,4573.00,252733.00,73638.00,2120.00,143378.00,33597.00,1500.00,0.00,0.00,209.00,7434.00,369693.00,1372.00,2903.00,37.00,-2177.00,609.00,133502.00,7158.00,123604.00,2740.00,203594.00,16073.00,668.00,2141.00,2141.00,0.00,3479.00,1078.00,7786.00,0.00,7786.00,0.00
1963:Q1,401520.00,4210.00,16410.00,1828.00,116207.00,1982.00,75854.00,6967.00,491.00,0.00,0.00,0.00,6476.00,26810.00,4594.00,0.00,0.00,0.00,0.00,4594.00,254942.00,71199.00,2071.00,147367.00,34305.00,1596.00,0.00,0.00,214.00,6113.00,370681.00,-114.00,1223.00,194.00,-2628.00,1097.00,125495.00,7330.00,115695.00,2470.00,210205.00,17847.00,2180.00,2092.00,2092.00,0.00,2514.00,1181.00,9281.00,0.00,9281.00,0.00
1963:Q2,413492.00,3483.00,16965.00,850.00,116142.00,1928.00,74477.00,7032.00,500.00,0.00,0.00,0.00,6532.00,28275.00,4430.00,0.00,0.00,0.00,0.00,4430.00,265575.00,74402.00,2158.00,153130.00,35885.00,1674.00,0.00,0.00,219.00,8584.00,381950.00,139.00,1638.00,96.00,-2473.00,878.00,129557.00,11060.00,115693.00,2804.00,217165.00,18129.00,1087.00,2179.00,2179.00,0.00,3270.00,883.00,9541.00,0.00,9541.00,0.00
1963:Q3,421472.00,4550.00,16621.00,1554.00,115503.00,1791.00,72821.00,7264.00,574.00,0.00,0.00,0.00,6690.00,29406.00,4221.00,0.00,0.00,0.00,0.00,4221.00,273658.00,75631.00,2167.00,158811.00,37049.00,1738.00,0.00,0.00,224.00,7624.00,390089.00,921.00,1435.00,465.00,-1843.00,864.00,128758.00,8850.00,117122.00,2786.00,221614.00,18437.00,1849.00,2224.00,2189.00,35.00,4024.00,863.00,11399.00,0.00,11399.00,0.00
1963:Q4,435792.00,4259.00,17049.00,970.00,117821.00,1885.00,74188.00,7401.00,556.00,0.00,0.00,0.00,6845.00,30412.00,3935.00,0.00,0.00,0.00,0.00,3935.00,285464.00,81068.00,2312.00,163823.00,38261.00,1800.00,0.00,0.00,229.00,8200.00,404319.00,1026.00,2600.00,31.00,-2265.00,660.00,135811.00,6548.00,126199.00,3064.00,228351.00,19956.00,1012.00,2568.00,2335.00,233.00,4784.00,710.00,10101.00,0.00,10101.00,0.00
1964:Q1,438054.00,4500.00,16611.00,2133.00,117467.00,2045.00,72926.00,6898.00,572.00,0.00,0.00,0.00,6326.00,31184.00,4414.00,0.00,0.00,0.00,0.00,4414.00,287117.00,77670.00,2482.00,167836.00,39129.00,1891.00,0.00,0.00,235.00,8100.00,406162.00,-196.00,1497.00,55.00,-2601.00,853.00,129423.00,7870.00,118394.00,3159.00,233870.00,21703.00,2411.00,2926.00,2506.00,420.00,4168.00,914.00,10943.00,0.00,10943.00,0.00
1964:Q2,450402.00,4539.00,16973.00,1172.00,116033.00,1955.00,70634.00,7159.00,581.00,0.00,0.00,0.00,6578.00,31828.00,4457.00,0.00,0.00,0.00,0.00,4457.00,301122.00,84231.00,2519.00,173200.00,41172.00,1934.00,0.00,0.00,240.00,8389.00,417506.00,-395.00,1633.00,79.00,-2743.00,636.00,133485.00,10257.00,119744.00,3484.00,240739.00,22261.00,1515.00,3077.00,2544.00,533.00,4769.00,846.00,11209.00,0.00,11209.00,0.00
1964:Q3,460881.00,4780.00,17121.00,1955.00,119029.00,2166.00,72165.00,7202.00,625.00,0.00,0.00,0.00,6577.00,33091.00,4405.00,0.00,0.00,0.00,0.00,4405.00,306924.00,83225.00,2540.00,178652.00,42507.00,1976.00,0.00,0.00,246.00,8850.00,427807.00,692.00,1567.00,93.00,-1742.00,774.00,135111.00,9200.00,122231.00,3680.00,245996.00,22833.00,2000.00,3243.00,2566.00,677.00,4837.00,886.00,12209.00,0.00,12209.00,0.00
1964:Q4,477086.00,4532.00,17850.00,1331.00,122984.00,2338.00,74423.00,8044.00,630.00,0.00,0.00,0.00,7414.00,33925.00,4254.00,0.00,0.00,0.00,0.00,4254.00,319249.00,89781.00,2708.00,183325.00,43435.00,2000.00,0.00,0.00,251.00,8889.00,443031.00,670.00,2606.00,156.00,-2869.00,777.00,141790.00,6510.00,131383.00,3897.00,252946.00,24696.00,1892.00,3508.00,2735.00,773.00,5325.00,935.00,11269.00,0.00,11269.00,0.00
1965:Q1,480725.00,4840.00,17277.00,2048.00,120825.00,1863.00,71078.00,8299.00,631.00,0.00,0.00,0.00,7668.00,35273.00,4312.00,0.00,0.00,0.00,0.00,4312.00,325376.00,91072.00,2660.00,186994.00,44650.00,2044.00,0.00,0.00,257.00,8058.00,446977.00,166.00,1114.00,109.00,-2279.00,1222.00,134950.00,8350.00,122775.00,3825.00,260423.00,26699.00,2671.00,3579.00,2686.00,893.00,4747.00,769.00,12973.00,0.00,12973.00,0.00
1965:Q2,495944.00,4978.00,18229.00,1540.00,120087.00,2057.00,68573.00,8229.00,667.00,0.00,0.00,0.00,7562.00,36901.00,4327.00,0.00,0.00,0.00,0.00,4327.00,339537.00,97590.00,2684.00,192116.00,47147.00,2003.00,0.00,0.00,263.00,9307.00,461231.00,1153.00,1349.00,646.00,-2008.00,1166.00,139887.00,11796.00,124351.00,3740.00,266347.00,28093.00,2277.00,4201.00,2711.00,1490.00,5586.00,678.00,13009.00,0.00,13009.00,0.00
1965:Q3,502354.00,5370.00,17797.00,2246.00,120551.00,2129.00,67578.00,8427.00,698.00,0.00,0.00,0.00,7729.00,38243.00,4174.00,0.00,0.00,0.00,0.00,4174.00,345314.00,96831.00,2651.00,197560.00,48272.00,2215.00,0.00,0.00,270.00,8591.00,467760.00,942.00,1405.00,123.00,-1913.00,1327.00,137430.00,7370.00,126120.00,3940.00,271746.00,29389.00,3208.00,4195.00,2678.00,1517.00,5802.00,784.00,14264.00,0.00,14264.00,0.00
1965:Q4,521136.00,4851.00,18447.00,2063.00,124611.00,1787.00,71192.00,8678.00,655.00,0.00,0.00,0.00,8023.00,38975.00,3979.00,0.00,0.00,0.00,0.00,3979.00,359512.00,105702.00,2714.00,202026.00,49070.00,2300.00,0.00,0.00,276.00,9076.00,485838.00,980.00,2248.00,96.00,-2465.00,1101.00,147271.00,5525.00,137681.00,4065.00,279209.00,30535.00,2438.00,4331.00,2741.00,1590.00,5997.00,806.00,14271.00,0.00,14271.00,0.00
1966:Q1,521990.00,5470.00,17941.00,2060.00,122358.00,1827.00,67623.00,9020.00,733.00,0.00,0.00,0.00,8287.00,39922.00,3966.00,0.00,0.00,0.00,0.00,3966.00,362859.00,104167.00,2710.00,205747.00,50235.00,2248.00,0.00,0.00,283.00,8771.00,486831.00,1007.00,1388.00,579.00,-2403.00,1443.00,139414.00,5120.00,130344.00,3950.00,284560.00,31878.00,2400.00,4371.00,2738.00,1633.00,5687.00,1062.00,16452.00,0.00,16452.00,0.00
1966:Q2,536392.00,5234.00,18564.00,2059.00,120772.00,1499.00,64852.00,9546.00,756.00,0.00,0.00,0.00,8790.00,40898.00,3977.00,0.00,0.00,0.00,0.00,3977.00,377602.00,113580.00,2736.00,209618.00,51668.00,2132.00,0.00,0.00,289.00,9740.00,500585.00,2292.00,1957.00,287.00,-1493.00,1541.00,145885.00,10997.00,131091.00,3797.00,289690.00,32481.00,2352.00,4457.00,2763.00,1694.00,6783.00,624.00,16021.00,0.00,16021.00,0.00
1966:Q3,537441.00,5830.00,18070.00,2300.00,121216.00,1562.00,65036.00,8786.00,844.00,0.00,0.00,0.00,7942.00,41710.00,4122.00,0.00,0.00,0.00,0.00,4122.00,377918.00,110684.00,2696.00,212531.00,52007.00,1904.00,0.00,0.00,296.00,9907.00,501701.00,4931.00,1647.00,979.00,-472.00,2777.00,139268.00,6000.00,129243.00,4025.00,291424.00,32928.00,2600.00,4417.00,2723.00,1694.00,7175.00,613.00,18345.00,0.00,18345.00,0.00
1966:Q4,549238.00,5450.00,19794.00,2461.00,123936.00,1703.00,67624.00,9073.00,857.00,0.00,0.00,0.00,8216.00,41255.00,4281.00,0.00,0.00,0.00,0.00,4281.00,386157.00,116710.00,2882.00,214415.00,52150.00,2000.00,0.00,0.00,303.00,9137.00,512610.00,5339.00,2510.00,173.00,-1101.00,3757.00,148892.00,4992.00,139649.00,4251.00,296381.00,32820.00,2824.00,4605.00,2911.00,1694.00,6935.00,731.00,14083.00,0.00,14083.00,0.00
1967:Q1,554380.00,5970.00,18619.00,3200.00,130538.00,2360.00,69590.00,9819.00,1006.00,0.00,0.00,0.00,8813.00,43648.00,5121.00,0.00,0.00,0.00,0.00,5121.00,384209.00,113709.00,2963.00,215551.00,51986.00,2279.00,0.00,0.00,322.00,9243.00,517537.00,2176.00,1260.00,29.00,-2216.00,3103.00,142116.00,5520.00,132446.00,4150.00,306410.00,35939.00,3600.00,4890.00,2993.00,1897.00,5175.00,897.00,16334.00,0.00,16334.00,0.00
1967:Q2,567841.00,4854.00,19505.00,3874.00,132439.00,2552.00,65673.00,10977.00,1073.00,0.00,0.00,0.00,9904.00,47121.00,6116.00,0.00,0.00,0.00,0.00,6116.00,394412.00,118375.00,3305.00,219070.00,53662.00,2346.00,0.00,0.00,341.00,10070.00,530472.00,2912.00,1345.00,53.00,-1372.00,2886.00,144689.00,5152.00,135471.00,4066.00,316823.00,36485.00,4411.00,5258.00,3338.00,1920.00,4302.00,558.00,15034.00,0.00,15034.00,0.00
1967:Q3,584782.00,6252.00,20039.00,3900.00,141977.00,2816.00,72743.00,11219.00,1081.00,0.00,0.00,0.00,10138.00,48288.00,6911.00,0.00,0.00,0.00,0.00,6911.00,399300.00,117072.00,3317.00,223980.00,54931.00,2525.00,0.00,0.00,362.00,10427.00,547264.00,5047.00,1235.00,171.00,-126.00,3767.00,148972.00,7022.00,137650.00,4300.00,324283.00,36964.00,4700.00,5305.00,3350.00,1955.00,4122.00,639.00,17232.00,0.00,17232.00,0.00
1967:Q4,613084.00,5931.00,21092.00,3919.00,147416.00,2650.00,75149.00,12302.00,1093.00,0.00,0.00,0.00,11209.00,50225.00,7090.00,0.00,0.00,0.00,0.00,7090.00,420455.00,132740.00,3454.00,228438.00,55823.00,2500.00,0.00,0.00,385.00,11386.00,566064.00,6300.00,2483.00,141.00,-237.00,3913.00,160896.00,5234.00,151100.00,4562.00,330052.00,38622.00,4979.00,5451.00,3488.00,1963.00,4386.00,647.00,14731.00,0.00,14731.00,0.00
1968:Q1,608125.00,6250.00,21232.00,4317.00,150025.00,2935.00,74850.00,13107.00,1326.00,0.00,0.00,0.00,11781.00,51561.00,7572.00,0.00,0.00,0.00,0.00,7572.00,412541.00,121322.00,3469.00,231724.00,56026.00,2266.00,0.00,0.00,408.00,11086.00,568583.00,6003.00,1344.00,1390.00,-1392.00,4661.00,150756.00,5320.00,140956.00,4480.00,337704.00,39476.00,5700.00,5466.00,3503.00,1963.00,4269.00,660.00,18549.00,0.00,18549.00,0.00
1968:Q2,620663.00,5190.00,21462.00,4685.00,148398.00,2620.00,71972.00,13050.00,1449.00,0.00,0.00,0.00,11601.00,52840.00,7916.00,0.00,0.00,0.00,0.00,7916.00,426260.00,128009.00,3429.00,236391.00,58431.00,2453.00,0.00,0.00,433.00,11782.00,580232.00,8704.00,1938.00,292.00,539.00,5935.00,155115.00,4970.00,145743.00,4402.00,343424.00,37750.00,6530.00,5602.00,3463.00,2139.00,4889.00,562.00,17656.00,0.00,17656.00,0.00
1968:Q3,640873.00,6660.00,22413.00,5647.00,156075.00,3025.00,75546.00,13586.00,1521.00,0.00,0.00,0.00,12065.00,55648.00,8270.00,0.00,0.00,0.00,0.00,8270.00,433957.00,128285.00,3462.00,241452.00,60758.00,2402.00,0.00,0.00,460.00,13259.00,600389.00,10928.00,1770.00,1565.00,773.00,6820.00,160116.00,9040.00,146476.00,4600.00,349204.00,41371.00,7000.00,5718.00,3496.00,2222.00,5026.00,664.00,20362.00,0.00,20362.00,0.00
1968:Q4,664452.00,7195.00,21859.00,6632.00,161380.00,2606.00,77213.00,13920.00,1523.00,0.00,0.00,0.00,12397.00,58842.00,8799.00,0.00,0.00,0.00,0.00,8799.00,452131.00,139072.00,3542.00,246769.00,62748.00,2400.00,0.00,0.00,488.00,12367.00,622868.00,10476.00,3482.00,188.00,1104.00,5702.00,173076.00,5010.00,163230.00,4836.00,355451.00,45208.00,7467.00,5799.00,3578.00,2221.00,5259.00,620.00,19512.00,0.00,19512.00,0.00
1969:Q1,661378.00,6490.00,22066.00,7010.00,157368.00,2919.00,72145.00,14118.00,1690.00,0.00,0.00,0.00,12428.00,59034.00,9152.00,0.00,0.00,0.00,0.00,9152.00,455271.00,137256.00,3571.00,250915.00,63529.00,2349.00,0.00,0.00,518.00,10306.00,620936.00,12829.00,2034.00,997.00,499.00,9299.00,158410.00,5510.00,148075.00,4825.00,361848.00,40702.00,9300.00,5704.00,3607.00,2097.00,5331.00,774.00,26038.00,1000.00,25038.00,0.00
1969:Q2,675097.00,6258.00,20808.00,7308.00,153307.00,3069.00,66693.00,14464.00,1761.00,0.00,0.00,0.00,12703.00,60358.00,8723.00,0.00,0.00,0.00,0.00,8723.00,471746.00,145383.00,3904.00,256372.00,66087.00,2393.00,0.00,0.00,550.00,12727.00,634849.00,18856.00,1472.00,1049.00,3357.00,12978.00,165339.00,5639.00,154886.00,4814.00,364226.00,37898.00,11144.00,5952.00,3943.00,2009.00,6413.00,618.00,24403.00,2000.00,22403.00,0.00
1969:Q3,676629.00,6950.00,22508.00,8683.00,151009.00,3145.00,65293.00,13944.00,1720.00,0.00,0.00,0.00,12224.00,60005.00,8622.00,0.00,0.00,0.00,0.00,8622.00,474776.00,142108.00,4186.00,261387.00,67095.00,2402.00,0.00,0.00,584.00,9717.00,637830.00,15043.00,2313.00,1526.00,2029.00,9175.00,162251.00,7610.00,149641.00,5000.00,365027.00,31191.00,13000.00,6242.00,4227.00,2015.00,7940.00,738.00,36398.00,3000.00,33398.00,0.00
1969:Q4,691637.00,7320.00,22085.00,10107.00,151588.00,3021.00,65538.00,14741.00,1614.00,0.00,0.00,0.00,13127.00,59476.00,8812.00,0.00,0.00,0.00,0.00,8812.00,487264.00,151216.00,4361.00,263880.00,67807.00,2500.00,0.00,0.00,619.00,10154.00,652323.00,17368.00,3440.00,183.00,1579.00,12166.00,177739.00,5054.00,167480.00,5205.00,368028.00,29453.00,14690.00,6442.00,4405.00,2037.00,9289.00,704.00,28610.00,4000.00,24610.00,0.00
1970:Q1,683824.00,6940.00,22568.00,10893.00,150307.00,2965.00,61050.00,15638.00,1685.00,0.00,0.00,0.00,13953.00,60463.00,10191.00,0.00,0.00,0.00,0.00,10191.00,479820.00,143364.00,4282.00,265252.00,66922.00,2518.00,0.00,0.00,658.00,10120.00,645896.00,16444.00,2237.00,1554.00,1583.00,11070.00,161062.00,6140.00,149697.00,5225.00,370472.00,30431.00,15200.00,6385.00,4325.00,2060.00,9745.00,1143.00,35014.00,5000.00,30014.00,0.00
1970:Q2,699846.00,7090.00,21991.00,11412.00,154631.00,3221.00,60310.00,16209.00,1809.00,0.00,0.00,0.00,14400.00,63193.00,11698.00,0.00,0.00,0.00,0.00,11698.00,490576.00,149203.00,4778.00,268173.00,68422.00,2079.00,0.00,0.00,698.00,11369.00,661513.00,16283.00,2562.00,330.00,3006.00,10385.00,168495.00,8076.00,155181.00,5238.00,378325.00,34090.00,15666.00,6919.00,4826.00,2093.00,10236.00,857.00,30642.00,6000.00,24642.00,0.00
1970:Q3,720959.00,7260.00,23938.00,14007.00,164601.00,3762.00,65415.00,17789.00,2020.00,0.00,0.00,0.00,15769.00,65973.00,11662.00,0.00,0.00,0.00,0.00,11662.00,498450.00,151086.00,4678.00,272836.00,69850.00,2502.00,0.00,0.00,741.00,9460.00,684559.00,15700.00,2313.00,853.00,3392.00,9142.00,167739.00,8470.00,153769.00,5500.00,384450.00,47955.00,16100.00,6835.00,4725.00,2110.00,10525.00,1044.00,34211.00,8000.00,26211.00,0.00
1970:Q4,751273.00,7047.00,24150.00,16468.00,178416.00,4064.00,71287.00,20809.00,2297.00,0.00,0.00,0.00,18512.00,69957.00,12299.00,0.00,0.00,0.00,0.00,12299.00,510652.00,157244.00,5646.00,277693.00,70069.00,2800.00,0.00,0.00,786.00,10954.00,715307.00,13315.00,4261.00,335.00,2646.00,6073.00,182893.00,7938.00,169226.00,5729.00,396791.00,53284.00,16615.00,7838.00,5703.00,2135.00,10615.00,1062.00,32894.00,10000.00,22894.00,0.00
1971:Q1,769977.00,7230.00,25932.00,17143.00,188785.00,4517.00,72198.00,22329.00,2571.00,0.00,0.00,0.00,19758.00,74455.00,15286.00,0.00,0.00,0.00,0.00,15286.00,512290.00,153180.00,5738.00,282965.00,70407.00,3174.00,0.00,0.00,835.00,14588.00,734148.00,10796.00,2550.00,391.00,4883.00,2972.00,168336.00,4520.00,158391.00,5425.00,420498.00,58347.00,18500.00,8346.00,5796.00,2550.00,9690.00,1315.00,38320.00,11000.00,27320.00,0.00
1971:Q2,795374.00,7634.00,24550.00,16677.00,195257.00,4246.00,71042.00,25733.00,2813.00,0.00,0.00,0.00,22920.00,77723.00,16513.00,0.00,0.00,0.00,0.00,16513.00,531719.00,160313.00,6116.00,291831.00,73459.00,3193.00,0.00,0.00,886.00,15458.00,759121.00,10578.00,2549.00,446.00,5944.00,1639.00,179071.00,8412.00,165561.00,5098.00,437418.00,58134.00,20406.00,8815.00,6177.00,2638.00,7241.00,860.00,36598.00,12000.00,24598.00,0.00
1971:Q3,815087.00,8100.00,25424.00,18797.00,197227.00,4359.00,68370.00,26810.00,3163.00,0.00,0.00,0.00,23647.00,79855.00,17833.00,0.00,0.00,0.00,0.00,17833.00,546723.00,160913.00,6518.00,302928.00,76364.00,3306.00,0.00,0.00,940.00,14570.00,780035.00,9047.00,2527.00,382.00,4227.00,1911.00,176879.00,8920.00,162784.00,5175.00,447534.00,62406.00,22300.00,9358.00,6583.00,2775.00,7637.00,993.00,43881.00,14000.00,29881.00,0.00
1971:Q4,851230.00,7541.00,27788.00,20927.00,208555.00,4505.00,74124.00,28569.00,3225.00,0.00,0.00,0.00,25344.00,82960.00,18397.00,0.00,0.00,0.00,0.00,18397.00,566214.00,168101.00,6311.00,312799.00,79003.00,3500.00,0.00,0.00,998.00,15707.00,814466.00,6843.00,4343.00,39.00,1444.00,1017.00,195933.00,10169.00,180531.00,5233.00,462194.00,66447.00,24214.00,9364.00,6374.00,2990.00,7936.00,1080.00,40455.00,15000.00,25455.00,0.00
1972:Q1,871024.00,8050.00,28471.00,22077.00,213208.00,3873.00,72140.00,30672.00,3473.00,0.00,0.00,0.00,27199.00,85581.00,20942.00,0.00,0.00,0.00,0.00,20942.00,577954.00,168656.00,6388.00,322630.00,80280.00,3822.00,0.00,0.00,1059.00,16383.00,834644.00,721.00,2673.00,1030.00,-3720.00,738.00,189927.00,8740.00,175607.00,5580.00,485008.00,67557.00,27505.00,9938.00,6452.00,3486.00,5992.00,1054.00,46942.00,16000.00,30942.00,0.00
1972:Q2,899935.00,6799.00,27482.00,21923.00,214916.00,3698.00,69280.00,32147.00,3715.00,0.00,0.00,0.00,28432.00,87384.00,22407.00,0.00,0.00,0.00,0.00,22407.00,604989.00,178019.00,5655.00,336533.00,84782.00,3912.00,0.00,0.00,1124.00,18790.00,863825.00,1527.00,3299.00,130.00,-2807.00,905.00,195032.00,9083.00,179992.00,5957.00,498971.00,73570.00,30701.00,9335.00,5712.00,3623.00,6075.00,749.00,47865.00,17000.00,30865.00,0.00
1972:Q3,927233.00,8840.00,26692.00,24990.00,217903.00,3443.00,69176.00,33164.00,3902.00,0.00,0.00,0.00,29262.00,89570.00,22550.00,0.00,0.00,0.00,0.00,22550.00,626619.00,181390.00,5282.00,351594.00,88353.00,4077.00,0.00,0.00,1193.00,16919.00,891914.00,-996.00,3742.00,842.00,-6373.00,793.00,198995.00,9470.00,183232.00,6293.00,513103.00,79823.00,32215.00,9094.00,5334.00,3760.00,6736.00,894.00,52050.00,19000.00,33050.00,0.00
1972:Q4,974156.00,8648.00,25647.00,27459.00,228547.00,4265.00,75648.00,35791.00,4313.00,0.00,0.00,0.00,31478.00,90567.00,22276.00,0.00,0.00,0.00,0.00,22276.00,659651.00,196065.00,5518.00,365919.00,92149.00,4500.00,0.00,0.00,1266.00,18438.00,939956.00,1894.00,3974.00,1981.00,-4530.00,469.00,218896.00,10870.00,201686.00,6340.00,528462.00,84499.00,34102.00,9701.00,5574.00,4127.00,7979.00,906.00,53517.00,21000.00,32517.00,0.00
