date,FA893065603.Q,FA183165605.Q,FA233165605.Q,FA893065603.Q,FA153065605.Q,FA113065603.Q,FA313065605.Q,FA213065603.Q,FA763065633.Q,FA753065603.Q,FA543065633.Q,FA223065643.Q,FA403065605.Q,FA413065605.Q
1950:Q4,492.00,10.00,482.00,492.00,158.00,0.00,7.00,6.00,59.00,0.00,189.00,1.00,47.00,25.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,580.00,11.00,569.00,580.00,276.00,0.00,-10.00,7.00,36.00,0.00,200.00,2.00,58.00,11.00
1952:Q1,652.00,32.00,620.00,652.00,40.00,0.00,200.00,40.00,104.00,0.00,188.00,0.00,72.00,8.00
1952:Q2,828.00,32.00,796.00,828.00,324.00,0.00,36.00,20.00,132.00,0.00,232.00,4.00,72.00,8.00
1952:Q3,452.00,12.00,440.00,452.00,140.00,0.00,44.00,24.00,-12.00,0.00,156.00,0.00,88.00,12.00
1952:Q4,408.00,-8.00,416.00,408.00,112.00,0.00,40.00,20.00,-8.00,0.00,136.00,4.00,92.00,12.00
1953:Q1,640.00,44.00,596.00,640.00,228.00,0.00,20.00,20.00,88.00,0.00,184.00,0.00,92.00,8.00
1953:Q2,764.00,24.00,740.00,764.00,280.00,0.00,20.00,24.00,96.00,0.00,252.00,0.00,88.00,4.00
1953:Q3,320.00,0.00,320.00,320.00,76.00,0.00,24.00,24.00,-56.00,0.00,156.00,0.00,88.00,8.00
1953:Q4,280.00,-4.00,284.00,280.00,36.00,0.00,24.00,24.00,-32.00,0.00,132.00,0.00,88.00,8.00
1954:Q1,716.00,36.00,680.00,716.00,284.00,0.00,8.00,24.00,72.00,0.00,196.00,4.00,124.00,4.00
1954:Q2,800.00,32.00,768.00,800.00,260.00,0.00,8.00,24.00,160.00,0.00,216.00,4.00,124.00,4.00
1954:Q3,284.00,16.00,268.00,284.00,-60.00,0.00,44.00,24.00,40.00,0.00,128.00,-4.00,80.00,32.00
1954:Q4,236.00,8.00,228.00,236.00,-92.00,0.00,44.00,28.00,36.00,0.00,108.00,4.00,76.00,32.00
1955:Q1,904.00,56.00,848.00,904.00,552.00,0.00,-360.00,24.00,184.00,0.00,216.00,4.00,252.00,32.00
1955:Q2,940.00,56.00,884.00,940.00,108.00,0.00,-20.00,24.00,232.00,0.00,304.00,0.00,256.00,36.00
1955:Q3,636.00,28.00,608.00,636.00,116.00,0.00,-12.00,20.00,68.00,0.00,220.00,4.00,180.00,40.00
1955:Q4,624.00,-16.00,640.00,624.00,156.00,0.00,0.00,16.00,68.00,0.00,160.00,4.00,176.00,44.00
1956:Q1,1076.00,84.00,992.00,1076.00,392.00,0.00,4.00,12.00,92.00,0.00,252.00,0.00,280.00,44.00
1956:Q2,1192.00,52.00,1140.00,1192.00,420.00,0.00,4.00,8.00,132.00,0.00,296.00,4.00,284.00,44.00
1956:Q3,680.00,12.00,668.00,680.00,172.00,0.00,32.00,8.00,20.00,0.00,224.00,0.00,204.00,20.00
1956:Q4,304.00,-4.00,308.00,304.00,64.00,0.00,24.00,8.00,-88.00,0.00,60.00,4.00,208.00,24.00
1957:Q1,792.00,8.00,784.00,792.00,272.00,0.00,92.00,8.00,56.00,0.00,80.00,0.00,252.00,32.00
1957:Q2,792.00,-4.00,796.00,792.00,256.00,0.00,-28.00,4.00,80.00,0.00,180.00,8.00,256.00,36.00
1957:Q3,468.00,20.00,448.00,468.00,140.00,0.00,92.00,8.00,20.00,0.00,92.00,0.00,100.00,16.00
1957:Q4,196.00,92.00,104.00,196.00,-8.00,0.00,56.00,8.00,-32.00,0.00,60.00,4.00,96.00,12.00
1958:Q1,508.00,-44.00,552.00,508.00,168.00,0.00,4.00,12.00,112.00,0.00,60.00,4.00,140.00,8.00
1958:Q2,920.00,32.00,888.00,920.00,384.00,0.00,56.00,12.00,180.00,0.00,128.00,12.00,140.00,8.00
1958:Q3,812.00,76.00,736.00,812.00,332.00,0.00,56.00,12.00,84.00,0.00,100.00,4.00,200.00,24.00
1958:Q4,608.00,92.00,516.00,608.00,208.00,0.00,76.00,12.00,40.00,0.00,44.00,0.00,200.00,28.00
1959:Q1,992.00,60.00,932.00,992.00,312.00,0.00,60.00,12.00,136.00,0.00,100.00,8.00,344.00,20.00
1959:Q2,1548.00,92.00,1456.00,1548.00,592.00,0.00,52.00,8.00,260.00,0.00,256.00,8.00,348.00,24.00
1959:Q3,816.00,60.00,756.00,816.00,304.00,0.00,72.00,8.00,60.00,0.00,160.00,8.00,200.00,4.00
1959:Q4,612.00,12.00,600.00,612.00,232.00,0.00,20.00,12.00,12.00,0.00,124.00,8.00,200.00,4.00
1960:Q1,680.00,88.00,592.00,680.00,204.00,0.00,52.00,12.00,12.00,0.00,128.00,12.00,256.00,4.00
1960:Q2,1152.00,56.00,1096.00,1152.00,428.00,0.00,12.00,8.00,220.00,0.00,212.00,12.00,252.00,8.00
1960:Q3,552.00,24.00,528.00,552.00,188.00,0.00,72.00,12.00,-12.00,0.00,136.00,12.00,152.00,-8.00
1960:Q4,564.00,48.00,516.00,564.00,172.00,0.00,56.00,16.00,20.00,0.00,144.00,12.00,156.00,-12.00
1961:Q1,900.00,32.00,868.00,900.00,296.00,0.00,40.00,20.00,116.00,0.00,92.00,12.00,328.00,-4.00
1961:Q2,1496.00,72.00,1424.00,1496.00,600.00,0.00,92.00,24.00,156.00,0.00,296.00,12.00,328.00,-12.00
1961:Q3,1200.00,80.00,1120.00,1200.00,252.00,0.00,240.00,28.00,96.00,0.00,196.00,16.00,200.00,172.00
1961:Q4,720.00,64.00,656.00,720.00,-96.00,0.00,196.00,32.00,28.00,0.00,168.00,8.00,200.00,184.00
1962:Q1,1220.00,40.00,1180.00,1220.00,396.00,0.00,-40.00,40.00,276.00,0.00,168.00,16.00,280.00,84.00
1962:Q2,1808.00,60.00,1748.00,1808.00,692.00,0.00,-52.00,52.00,444.00,0.00,296.00,4.00,280.00,92.00
1962:Q3,1080.00,68.00,1012.00,1080.00,196.00,0.00,72.00,48.00,204.00,0.00,240.00,8.00,168.00,144.00
1962:Q4,996.00,120.00,876.00,996.00,276.00,0.00,-32.00,24.00,176.00,0.00,216.00,12.00,168.00,156.00
1963:Q1,1472.00,48.00,1424.00,1472.00,236.00,0.00,96.00,4.00,420.00,0.00,256.00,12.00,292.00,156.00
1963:Q2,2360.00,144.00,2216.00,2360.00,940.00,0.00,0.00,-16.00,456.00,0.00,512.00,12.00,292.00,164.00
1963:Q3,1688.00,128.00,1560.00,1688.00,668.00,0.00,48.00,-20.00,244.00,0.00,484.00,4.00,220.00,40.00
1963:Q4,996.00,52.00,944.00,996.00,284.00,0.00,28.00,-20.00,100.00,0.00,316.00,8.00,224.00,56.00
1964:Q1,2048.00,176.00,1872.00,2048.00,560.00,0.00,104.00,0.00,340.00,0.00,516.00,20.00,416.00,92.00
1964:Q2,2936.00,152.00,2784.00,2936.00,1076.00,0.00,72.00,4.00,584.00,0.00,660.00,20.00,412.00,108.00
1964:Q3,1872.00,76.00,1796.00,1872.00,716.00,0.00,-4.00,4.00,248.00,0.00,444.00,16.00,404.00,44.00
1964:Q4,1624.00,56.00,1568.00,1624.00,680.00,0.00,-16.00,-4.00,72.00,0.00,428.00,16.00,404.00,44.00
1965:Q1,2128.00,140.00,1988.00,2128.00,492.00,0.00,92.00,0.00,200.00,0.00,484.00,24.00,680.00,156.00
1965:Q2,2840.00,172.00,2668.00,2840.00,832.00,0.00,104.00,0.00,424.00,0.00,612.00,28.00,680.00,160.00
1965:Q3,2052.00,120.00,1932.00,2052.00,744.00,0.00,60.00,0.00,236.00,0.00,440.00,24.00,448.00,100.00
1965:Q4,1960.00,68.00,1892.00,1960.00,552.00,0.00,64.00,0.00,232.00,0.00,540.00,24.00,444.00,104.00
1966:Q1,2040.00,136.00,1904.00,2040.00,84.00,0.00,48.00,4.00,308.00,0.00,580.00,28.00,888.00,100.00
1966:Q2,2496.00,104.00,2392.00,2496.00,568.00,0.00,-52.00,12.00,160.00,0.00,788.00,32.00,888.00,100.00
1966:Q3,1816.00,100.00,1716.00,1816.00,456.00,0.00,108.00,8.00,324.00,0.00,248.00,32.00,464.00,176.00
1966:Q4,1108.00,132.00,976.00,1108.00,128.00,0.00,236.00,4.00,16.00,0.00,52.00,24.00,468.00,180.00
1967:Q1,1552.00,92.00,1460.00,1552.00,684.00,0.00,-232.00,0.00,40.00,0.00,136.00,32.00,692.00,200.00
1967:Q2,2212.00,192.00,2020.00,2212.00,648.00,0.00,-72.00,-12.00,304.00,0.00,412.00,32.00,692.00,208.00
1967:Q3,2212.00,172.00,2040.00,2212.00,756.00,0.00,80.00,-8.00,276.00,0.00,344.00,8.00,608.00,148.00
1967:Q4,1884.00,40.00,1844.00,1884.00,516.00,0.00,-20.00,-16.00,212.00,0.00,424.00,8.00,612.00,148.00
1968:Q1,2424.00,284.00,2140.00,2424.00,820.00,0.00,56.00,12.00,380.00,0.00,208.00,32.00,736.00,180.00
1968:Q2,3056.00,192.00,2864.00,3056.00,980.00,0.00,20.00,24.00,660.00,0.00,440.00,28.00,720.00,184.00
1968:Q3,1796.00,76.00,1720.00,1796.00,1104.00,0.00,184.00,28.00,-96.00,0.00,176.00,4.00,364.00,32.00
1968:Q4,1364.00,36.00,1328.00,1364.00,844.00,0.00,188.00,20.00,-76.00,0.00,112.00,4.00,248.00,24.00
1969:Q1,1880.00,96.00,1784.00,1880.00,388.00,0.00,224.00,12.00,496.00,0.00,-72.00,12.00,764.00,56.00
1969:Q2,2780.00,132.00,2648.00,2780.00,428.00,0.00,232.00,0.00,844.00,0.00,256.00,16.00,960.00,44.00
1969:Q3,1640.00,120.00,1520.00,1640.00,548.00,0.00,-224.00,8.00,40.00,0.00,64.00,332.00,476.00,396.00
1969:Q4,972.00,168.00,804.00,972.00,1260.00,0.00,-228.00,32.00,-208.00,0.00,-368.00,-72.00,152.00,404.00
1970:Q1,2388.00,16.00,2372.00,2388.00,1004.00,0.00,-204.00,260.00,828.00,0.00,-392.00,-72.00,476.00,488.00
1970:Q2,1320.00,100.00,1220.00,1320.00,496.00,0.00,168.00,12.00,64.00,0.00,-20.00,-168.00,648.00,120.00
1970:Q3,1276.00,156.00,1120.00,1276.00,60.00,0.00,-284.00,24.00,784.00,0.00,-12.00,-40.00,424.00,320.00
1970:Q4,1004.00,124.00,880.00,1004.00,236.00,0.00,-284.00,36.00,404.00,0.00,-72.00,24.00,344.00,316.00
1971:Q1,1324.00,128.00,1196.00,1324.00,296.00,0.00,-200.00,16.00,540.00,0.00,-416.00,-76.00,640.00,524.00
1971:Q2,3852.00,392.00,3460.00,3852.00,1540.00,0.00,-224.00,32.00,964.00,0.00,76.00,-8.00,928.00,544.00
1971:Q3,1316.00,88.00,1228.00,1316.00,-264.00,0.00,-308.00,56.00,628.00,0.00,120.00,28.00,752.00,304.00
1971:Q4,1064.00,32.00,1032.00,1064.00,156.00,0.00,-308.00,68.00,196.00,0.00,28.00,-20.00,600.00,344.00
1972:Q1,2860.00,140.00,2720.00,2860.00,1260.00,0.00,-128.00,40.00,476.00,0.00,-264.00,-44.00,888.00,632.00
1972:Q2,4052.00,160.00,3892.00,4052.00,1716.00,0.00,-196.00,52.00,892.00,0.00,188.00,0.00,1164.00,236.00
1972:Q3,2984.00,164.00,2820.00,2984.00,880.00,0.00,-12.00,36.00,440.00,0.00,140.00,28.00,1260.00,212.00
1972:Q4,2024.00,304.00,1720.00,2024.00,-488.00,0.00,-152.00,48.00,496.00,0.00,244.00,168.00,1396.00,312.00
1973:Q1,4516.00,112.00,4404.00,4516.00,1532.00,12.00,248.00,16.00,756.00,0.00,-140.00,236.00,1892.00,-36.00
1973:Q2,5884.00,384.00,5500.00,5884.00,2040.00,12.00,-408.00,16.00,1080.00,0.00,376.00,72.00,2040.00,656.00
1973:Q3,3964.00,368.00,3596.00,3964.00,824.00,12.00,244.00,56.00,552.00,0.00,520.00,12.00,1792.00,-48.00
1973:Q4,3416.00,292.00,3124.00,3416.00,612.00,16.00,-144.00,72.00,256.00,0.00,516.00,88.00,1692.00,308.00
1974:Q1,3552.00,224.00,3328.00,3552.00,1296.00,0.00,64.00,16.00,660.00,0.00,12.00,-4.00,1404.00,104.00
1974:Q2,6496.00,324.00,6172.00,6496.00,1216.00,0.00,616.00,48.00,884.00,0.00,516.00,-16.00,3512.00,-280.00
1974:Q3,5676.00,408.00,5268.00,5676.00,1532.00,0.00,8.00,32.00,716.00,0.00,476.00,0.00,2800.00,112.00
1974:Q4,4740.00,656.00,4084.00,4740.00,1812.00,-8.00,236.00,40.00,168.00,0.00,320.00,-244.00,2428.00,-12.00
1975:Q1,7452.00,404.00,7048.00,7452.00,1796.00,8.00,-96.00,32.00,232.00,0.00,404.00,-24.00,4860.00,240.00
1975:Q2,6980.00,644.00,6336.00,6980.00,2272.00,12.00,1520.00,32.00,540.00,0.00,580.00,12.00,3232.00,-1220.00
1975:Q3,2216.00,444.00,1772.00,2216.00,1112.00,12.00,912.00,56.00,264.00,0.00,232.00,-12.00,400.00,-760.00
1975:Q4,3076.00,352.00,2724.00,3076.00,1396.00,20.00,616.00,64.00,252.00,0.00,488.00,-944.00,2036.00,-852.00
1976:Q1,3776.00,576.00,3200.00,3776.00,396.00,-4.00,436.00,72.00,-72.00,0.00,248.00,0.00,2664.00,36.00
1976:Q2,6052.00,552.00,5500.00,6052.00,1916.00,0.00,576.00,256.00,40.00,0.00,760.00,-4.00,2812.00,-304.00
1976:Q3,6444.00,472.00,5972.00,6444.00,2008.00,4.00,520.00,80.00,800.00,0.00,716.00,-4.00,2388.00,-68.00
1976:Q4,5964.00,352.00,5612.00,5964.00,1840.00,24.00,728.00,76.00,632.00,0.00,964.00,0.00,2244.00,-544.00
1977:Q1,7872.00,788.00,7084.00,7872.00,2304.00,16.00,456.00,16.00,1108.00,0.00,880.00,0.00,3236.00,-144.00
1977:Q2,11832.00,972.00,10860.00,11832.00,4424.00,20.00,956.00,44.00,1452.00,0.00,2004.00,84.00,3448.00,-600.00
1977:Q3,8112.00,612.00,7500.00,8112.00,2572.00,24.00,1216.00,24.00,1024.00,0.00,1352.00,-16.00,2800.00,-884.00
1977:Q4,6332.00,360.00,5972.00,6332.00,1600.00,48.00,748.00,24.00,536.00,0.00,1468.00,28.00,2436.00,-556.00
1978:Q1,8000.00,764.00,7236.00,8000.00,2328.00,24.00,308.00,100.00,600.00,0.00,1416.00,-4.00,3044.00,184.00
1978:Q2,11172.00,828.00,10344.00,11172.00,3628.00,24.00,1136.00,76.00,1236.00,0.00,2028.00,-4.00,3560.00,-512.00
1978:Q3,9212.00,664.00,8548.00,9212.00,2580.00,24.00,1480.00,36.00,808.00,0.00,1616.00,-4.00,3320.00,-648.00
1978:Q4,6848.00,596.00,6252.00,6848.00,1564.00,32.00,376.00,124.00,340.00,0.00,1532.00,0.00,3004.00,-124.00
1979:Q1,14708.00,1340.00,13368.00,14708.00,4964.00,8.00,2908.00,200.00,104.00,0.00,1656.00,-4.00,4672.00,200.00
1979:Q2,18004.00,1684.00,16320.00,18004.00,6280.00,12.00,3112.00,192.00,560.00,0.00,2192.00,0.00,5580.00,76.00
1979:Q3,13592.00,1164.00,12428.00,13592.00,4356.00,16.00,2488.00,216.00,212.00,0.00,1504.00,20.00,4744.00,36.00
1979:Q4,9688.00,308.00,9380.00,9688.00,2668.00,36.00,788.00,228.00,-504.00,0.00,1224.00,0.00,5260.00,-12.00
1980:Q1,15308.00,1872.00,13436.00,15308.00,3840.00,-12.00,2820.00,256.00,-256.00,0.00,1160.00,-4.00,7484.00,20.00
1980:Q2,14212.00,1180.00,13032.00,14212.00,3016.00,8.00,1576.00,296.00,-232.00,0.00,1240.00,-36.00,8284.00,60.00
1980:Q3,6944.00,320.00,6624.00,6944.00,132.00,52.00,1496.00,320.00,116.00,0.00,300.00,0.00,4816.00,-288.00
1980:Q4,6464.00,204.00,6260.00,6464.00,-132.00,104.00,1144.00,156.00,264.00,0.00,560.00,-4.00,4860.00,-488.00
1981:Q1,10440.00,1180.00,9260.00,10440.00,2024.00,112.00,328.00,152.00,-336.00,0.00,68.00,0.00,7980.00,112.00
1981:Q2,12336.00,1332.00,11004.00,12336.00,1884.00,120.00,1340.00,120.00,8.00,0.00,276.00,0.00,8992.00,-404.00
1981:Q3,9712.00,880.00,8832.00,9712.00,1160.00,152.00,732.00,132.00,-124.00,0.00,420.00,0.00,7368.00,-128.00
1981:Q4,6480.00,84.00,6396.00,6480.00,344.00,176.00,28.00,112.00,-264.00,0.00,-196.00,0.00,6296.00,-16.00
1982:Q1,6888.00,1024.00,5864.00,6888.00,1296.00,188.00,644.00,16.00,-36.00,0.00,-584.00,0.00,5848.00,-484.00
1982:Q2,5324.00,456.00,4868.00,5324.00,-1288.00,152.00,584.00,-40.00,628.00,0.00,204.00,0.00,5156.00,-72.00
1982:Q3,3260.00,88.00,3172.00,3260.00,-52.00,72.00,528.00,-32.00,224.00,0.00,-264.00,0.00,2888.00,-104.00
1982:Q4,856.00,0.00,856.00,856.00,-48.00,16.00,236.00,44.00,-612.00,0.00,-416.00,0.00,1644.00,-8.00
1983:Q1,916.00,32.00,884.00,916.00,0.00,-156.00,-16.00,-52.00,304.00,0.00,-592.00,-44.00,1156.00,316.00
1983:Q2,3328.00,256.00,3072.00,3328.00,-276.00,-124.00,960.00,-56.00,1548.00,0.00,-64.00,-16.00,1732.00,-376.00
1983:Q3,2944.00,268.00,2676.00,2944.00,272.00,-44.00,280.00,8.00,904.00,0.00,340.00,0.00,1260.00,-76.00
1983:Q4,2452.00,288.00,2164.00,2452.00,636.00,8.00,564.00,-32.00,1052.00,0.00,-56.00,0.00,276.00,4.00
1984:Q1,-3004.00,-120.00,-2884.00,-3004.00,-4384.00,272.00,348.00,0.00,1088.00,0.00,-688.00,0.00,368.00,-8.00
1984:Q2,1476.00,216.00,1260.00,1476.00,-1972.00,284.00,676.00,44.00,1368.00,0.00,100.00,0.00,1128.00,-152.00
1984:Q3,512.00,20.00,492.00,512.00,-2392.00,316.00,-336.00,32.00,732.00,0.00,192.00,0.00,896.00,1072.00
1984:Q4,-4180.00,-652.00,-3528.00,-4180.00,-2900.00,348.00,1484.00,24.00,-28.00,0.00,-708.00,0.00,-1360.00,-1040.00
1985:Q1,1200.00,460.00,740.00,1200.00,2200.00,124.00,760.00,36.00,512.00,0.00,-1844.00,0.00,-588.00,0.00
1985:Q2,-4572.00,-276.00,-4296.00,-4572.00,-820.00,76.00,600.00,16.00,1208.00,0.00,-1864.00,0.00,-3960.00,172.00
1985:Q3,-11368.00,-920.00,-10448.00,-11368.00,-4664.00,-44.00,736.00,4.00,1716.00,0.00,-1884.00,0.00,-6760.00,-472.00
1985:Q4,-58588.00,-4340.00,-54248.00,-58588.00,-25996.00,-136.00,444.00,0.00,-3792.00,0.00,-1888.00,0.00,-26888.00,-332.00
1986:Q1,-9864.00,-796.00,-9068.00,-9864.00,-4088.00,-184.00,-204.00,712.00,1004.00,0.00,-932.00,0.00,-6448.00,276.00
1986:Q2,-9976.00,-720.00,-9256.00,-9976.00,-3884.00,-104.00,436.00,32.00,1016.00,0.00,-944.00,0.00,-6516.00,-12.00
1986:Q3,-10084.00,-648.00,-9436.00,-10084.00,-3680.00,96.00,136.00,32.00,1028.00,0.00,-952.00,0.00,-6592.00,-152.00
1986:Q4,-10084.00,-560.00,-9524.00,-10084.00,-3524.00,264.00,1032.00,-88.00,1024.00,0.00,-952.00,0.00,-6592.00,-1248.00
1987:Q1,-8164.00,-784.00,-7380.00,-8164.00,-3184.00,28.00,-408.00,-48.00,1336.00,0.00,-1032.00,0.00,-4840.00,-16.00
1987:Q2,-8256.00,-704.00,-7552.00,-8256.00,-3388.00,28.00,-292.00,-8.00,1348.00,0.00,-1040.00,0.00,-4892.00,-12.00
1987:Q3,-8348.00,-496.00,-7852.00,-8348.00,-2892.00,28.00,-780.00,-56.00,1360.00,0.00,-1052.00,0.00,-4948.00,-8.00
1987:Q4,-8344.00,-164.00,-8180.00,-8344.00,-3204.00,28.00,-548.00,32.00,1364.00,0.00,-1052.00,0.00,-4948.00,-16.00
1988:Q1,-4952.00,-724.00,-4228.00,-4952.00,-2528.00,28.00,-396.00,-4.00,672.00,0.00,-380.00,0.00,-2296.00,-48.00
1988:Q2,-4956.00,-392.00,-4564.00,-4956.00,-2468.00,28.00,-472.00,-16.00,676.00,0.00,-380.00,0.00,-2296.00,-28.00
1988:Q3,-5008.00,-192.00,-4816.00,-5008.00,-2612.00,28.00,-396.00,-4.00,680.00,0.00,-380.00,0.00,-2320.00,-4.00
1988:Q4,-5008.00,-88.00,-4920.00,-5008.00,-2580.00,28.00,-416.00,-8.00,680.00,0.00,-384.00,0.00,-2324.00,-4.00
1989:Q1,-2036.00,-260.00,-1776.00,-2036.00,-1204.00,28.00,-392.00,-4.00,1044.00,0.00,20.00,0.00,-1520.00,-8.00
1989:Q2,-2064.00,-188.00,-1876.00,-2064.00,-1372.00,28.00,-240.00,-12.00,1060.00,0.00,24.00,0.00,-1544.00,-8.00
1989:Q3,-2084.00,-56.00,-2028.00,-2084.00,-724.00,28.00,-908.00,-8.00,1068.00,0.00,20.00,0.00,-1556.00,-4.00
1989:Q4,-2088.00,64.00,-2152.00,-2088.00,-929.00,28.00,-692.00,-20.00,1068.00,0.00,20.00,0.00,-1556.00,-7.00
1990:Q1,-1112.00,-64.00,-1048.00,-1112.00,-55.00,-196.00,-1040.00,-12.00,540.00,0.00,528.00,0.00,-868.00,-9.00
1990:Q2,-1124.00,52.00,-1176.00,-1124.00,-594.00,-68.00,-648.00,-12.00,544.00,0.00,536.00,0.00,-876.00,-6.00
1990:Q3,-1140.00,108.00,-1248.00,-1140.00,-761.00,-52.00,-508.00,-12.00,548.00,0.00,536.00,0.00,-888.00,-3.00
1990:Q4,-1136.00,76.00,-1212.00,-1136.00,-732.00,-76.00,-504.00,-20.00,552.00,0.00,540.00,0.00,-884.00,-12.00
1991:Q1,-180.00,228.00,-408.00,-180.00,830.00,-116.00,-928.00,-12.00,920.00,0.00,-188.00,0.00,-680.00,-6.00
1991:Q2,-184.00,184.00,-368.00,-184.00,247.00,-108.00,-355.00,-12.00,932.00,0.00,-192.00,0.00,-684.00,-12.00
1991:Q3,-184.00,84.00,-268.00,-184.00,312.00,-104.00,-448.00,4.00,940.00,0.00,-192.00,0.00,-692.00,-5.00
1991:Q4,-184.00,-48.00,-136.00,-184.00,-224.00,-76.00,86.00,-20.00,944.00,0.00,-192.00,0.00,-692.00,-11.00
1992:Q1,428.00,168.00,260.00,428.00,983.00,-52.00,-1077.00,-16.00,1200.00,0.00,-696.00,0.00,92.00,-6.00
1992:Q2,424.00,-28.00,452.00,424.00,496.00,-48.00,-602.00,-12.00,1200.00,0.00,-700.00,0.00,92.00,-2.00
1992:Q3,432.00,20.00,412.00,432.00,274.00,8.00,-430.00,-12.00,1212.00,0.00,-708.00,0.00,92.00,-4.00
1992:Q4,432.00,276.00,156.00,432.00,286.00,24.00,-458.00,-16.00,1212.00,0.00,-704.00,0.00,92.00,-3.00
1993:Q1,548.00,-92.00,640.00,548.00,781.00,-132.00,-569.00,-8.00,744.00,0.00,192.00,0.00,-452.00,-8.00
1993:Q2,552.00,176.00,376.00,552.00,635.00,-40.00,-525.00,-12.00,752.00,0.00,200.00,0.00,-456.00,-2.00
1993:Q3,556.00,360.00,196.00,556.00,586.00,-28.00,-492.00,-8.00,760.00,0.00,200.00,0.00,-460.00,-2.00
1993:Q4,560.00,444.00,116.00,560.00,621.00,-64.00,-483.00,-12.00,760.00,0.00,200.00,0.00,-460.00,-2.00
1994:Q1,1456.00,364.00,1092.00,1456.00,1015.00,-80.00,-548.00,-12.00,1320.00,0.00,36.00,0.00,-272.00,-3.00
1994:Q2,1476.00,444.00,1032.00,1476.00,583.00,144.00,-331.00,-12.00,1332.00,0.00,36.00,0.00,-272.00,-4.00
1994:Q3,1492.00,464.00,1028.00,1492.00,585.00,20.00,-205.00,-12.00,1344.00,0.00,36.00,0.00,-272.00,-3.00
1994:Q4,1492.00,472.00,1020.00,1492.00,516.00,72.00,-187.00,-16.00,1348.00,0.00,36.00,0.00,-276.00,-2.00
1995:Q1,1784.00,576.00,1208.00,1784.00,616.00,-64.00,-420.00,-12.00,1164.00,0.00,100.00,0.00,340.00,61.00
1995:Q2,1808.00,632.00,1176.00,1808.00,585.00,-28.00,-432.00,0.00,1176.00,0.00,100.00,0.00,340.00,67.00
1995:Q3,1824.00,600.00,1224.00,1824.00,673.00,-44.00,-508.00,-8.00,1192.00,0.00,104.00,0.00,348.00,67.00
1995:Q4,1828.00,600.00,1228.00,1828.00,698.00,-28.00,-531.00,-16.00,1188.00,0.00,104.00,0.00,344.00,70.00
1996:Q1,2684.00,620.00,2064.00,2684.00,1188.00,-32.00,-584.00,-304.00,1056.00,0.00,400.00,0.00,968.00,-8.00
1996:Q2,2684.00,608.00,2076.00,2684.00,788.00,-44.00,-484.00,4.00,1060.00,0.00,404.00,0.00,964.00,-8.00
1996:Q3,2716.00,688.00,2028.00,2716.00,612.00,-16.00,-340.00,8.00,1068.00,0.00,404.00,0.00,992.00,-12.00
