date,FU746330005.Q,FU745013005.Q,FU744090005.Q,FU744022003.Q,FU743061103.Q,FU743061703.Q,FU743062003.Q,FU743063005.Q,FU744023003.Q,FU743068005.Q,FU743065103.Q,FU743065505.Q,FU743093005.Q,FU744190005.Q,FU744110005.Q,FU743127003.Q,FU743131005.Q,FU743135005.Q,FU743193005.Q,FU747005005.Q
1953:Q2,0.00,0.00,-2.00,0.00,-2.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00,-4.00,-2.00,-1.00,-1.00,0.00,0.00,0.00,0.00
1953:Q3,0.00,0.00,-1.00,-1.00,-3.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,-1.00,0.00,-1.00,0.00,0.00,0.00,1.00,1.00
1953:Q4,0.00,0.00,0.00,-1.00,-3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,1.00,1.00
1954:Q1,0.00,0.00,7.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,0.00,7.00,0.00,0.00,0.00,0.00
1954:Q2,0.00,0.00,11.00,7.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,9.00,1.00,10.00,0.00,0.00,-2.00,-2.00
1954:Q3,0.00,0.00,13.00,7.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,13.00,1.00,12.00,0.00,0.00,0.00,0.00
1954:Q4,0.00,0.00,14.00,0.00,2.00,0.00,1.00,-3.00,2.00,0.00,1.00,1.00,12.00,10.00,4.00,10.00,0.00,0.00,-4.00,-4.00
1955:Q1,0.00,1.00,8.00,-1.00,-2.00,0.00,1.00,0.00,7.00,0.00,4.00,3.00,2.00,9.00,-1.00,9.00,0.00,0.00,1.00,1.00
1955:Q2,0.00,1.00,6.00,-5.00,-6.00,0.00,0.00,1.00,11.00,0.00,7.00,4.00,0.00,8.00,-1.00,7.00,0.00,0.00,2.00,2.00
1955:Q3,0.00,1.00,7.00,-5.00,-6.00,0.00,0.00,1.00,11.00,0.00,7.00,4.00,1.00,10.00,-2.00,9.00,0.00,0.00,3.00,3.00
1955:Q4,0.00,1.00,10.00,-3.00,-4.00,0.00,0.00,1.00,9.00,0.00,6.00,3.00,4.00,13.00,-3.00,13.00,0.00,0.00,3.00,3.00
1956:Q1,0.00,1.00,12.00,3.00,1.00,0.00,1.00,1.00,6.00,0.00,4.00,2.00,3.00,15.00,-4.00,16.00,0.00,0.00,3.00,3.00
1956:Q2,0.00,1.00,14.00,7.00,5.00,0.00,1.00,1.00,4.00,0.00,3.00,1.00,3.00,20.00,-5.00,19.00,0.00,0.00,6.00,6.00
1956:Q3,0.00,1.00,16.00,8.00,5.00,0.00,2.00,1.00,3.00,0.00,2.00,1.00,5.00,21.00,-6.00,22.00,0.00,0.00,5.00,5.00
1956:Q4,0.00,1.00,20.00,7.00,4.00,0.00,2.00,1.00,5.00,0.00,2.00,3.00,8.00,26.00,-6.00,26.00,0.00,0.00,6.00,6.00
1957:Q1,0.00,1.00,24.00,5.00,3.00,0.00,2.00,0.00,5.00,0.00,1.00,4.00,14.00,31.00,-7.00,31.00,0.00,0.00,7.00,7.00
1957:Q2,0.00,1.00,28.00,3.00,2.00,0.00,2.00,-1.00,5.00,0.00,0.00,5.00,20.00,36.00,-8.00,36.00,0.00,0.00,8.00,8.00
1957:Q3,0.00,1.00,29.00,3.00,2.00,0.00,2.00,-1.00,5.00,0.00,0.00,5.00,21.00,37.00,-8.00,37.00,0.00,0.00,8.00,8.00
1957:Q4,0.00,1.00,29.00,1.00,3.00,0.00,2.00,-4.00,5.00,0.00,1.00,4.00,23.00,33.00,-5.00,34.00,0.00,0.00,4.00,4.00
1958:Q1,0.00,1.00,28.00,8.00,5.00,0.00,2.00,1.00,10.00,0.00,6.00,4.00,10.00,33.00,-6.00,34.00,0.00,0.00,5.00,5.00
1958:Q2,0.00,1.00,30.00,12.00,7.00,0.00,2.00,3.00,13.00,0.00,9.00,4.00,5.00,36.00,-6.00,36.00,0.00,0.00,6.00,6.00
1958:Q3,0.00,1.00,27.00,11.00,6.00,0.00,2.00,3.00,13.00,0.00,9.00,4.00,3.00,31.00,-4.00,31.00,0.00,0.00,4.00,4.00
1958:Q4,0.00,1.00,17.00,4.00,1.00,0.00,2.00,1.00,7.00,0.00,4.00,3.00,6.00,17.00,-1.00,18.00,0.00,0.00,0.00,0.00
1959:Q1,0.00,1.00,6.00,-1.00,-1.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,5.00,3.00,3.00,3.00,0.00,0.00,-3.00,-3.00
1959:Q2,0.00,1.00,-5.00,-7.00,-6.00,0.00,0.00,-1.00,-2.00,0.00,-2.00,0.00,4.00,-13.00,9.00,-14.00,0.00,0.00,-8.00,-8.00
1959:Q3,0.00,1.00,-6.00,-7.00,-6.00,0.00,0.00,-1.00,-3.00,0.00,-3.00,0.00,4.00,-15.00,9.00,-15.00,0.00,0.00,-9.00,-9.00
1959:Q4,0.00,1.00,5.00,-11.00,-6.00,0.00,-2.00,-3.00,-3.00,0.00,-3.00,0.00,19.00,-4.00,8.00,-3.00,0.00,0.00,-9.00,-9.00
1960:Q1,0.00,1.00,10.00,3.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,6.00,9.00,-1.00,11.00,0.00,0.00,-1.00,-1.00
1960:Q2,0.00,1.00,15.00,7.00,6.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,6.00,17.00,-4.00,19.00,0.00,0.00,2.00,2.00
1960:Q3,0.00,1.00,18.00,8.00,7.00,0.00,1.00,0.00,3.00,0.00,2.00,1.00,7.00,23.00,-6.00,24.00,0.00,0.00,5.00,5.00
1960:Q4,0.00,1.00,17.00,1.00,5.00,0.00,0.00,-4.00,2.00,0.00,2.00,0.00,14.00,21.00,-6.00,23.00,0.00,0.00,4.00,4.00
1961:Q1,0.00,1.00,20.00,4.00,3.00,0.00,1.00,0.00,5.00,0.00,3.00,2.00,11.00,26.00,-8.00,28.00,0.00,0.00,6.00,6.00
1961:Q2,0.00,1.00,23.00,2.00,2.00,0.00,1.00,-1.00,5.00,0.00,3.00,2.00,16.00,32.00,-10.00,33.00,0.00,0.00,9.00,9.00
1961:Q3,0.00,1.00,24.00,1.00,1.00,0.00,1.00,-1.00,7.00,0.00,5.00,2.00,16.00,33.00,-10.00,34.00,0.00,0.00,9.00,9.00
1961:Q4,0.00,1.00,24.00,-4.00,0.00,0.00,0.00,-4.00,10.00,0.00,7.00,3.00,18.00,32.00,-8.00,32.00,0.00,0.00,8.00,8.00
1962:Q1,0.00,1.00,25.00,2.00,2.00,0.00,0.00,0.00,15.00,0.00,10.00,5.00,8.00,28.00,-5.00,30.00,0.00,0.00,3.00,3.00
1962:Q2,0.00,1.00,25.00,2.00,2.00,0.00,0.00,0.00,19.00,0.00,13.00,6.00,4.00,26.00,-3.00,28.00,0.00,0.00,1.00,1.00
1962:Q3,0.00,1.00,28.00,3.00,3.00,0.00,0.00,0.00,19.00,0.00,13.00,6.00,6.00,29.00,-2.00,30.00,0.00,0.00,1.00,1.00
1962:Q4,0.00,1.00,33.00,4.00,5.00,0.00,-1.00,0.00,15.00,0.00,11.00,4.00,14.00,35.00,-2.00,35.00,0.00,0.00,2.00,2.00
1963:Q1,0.00,1.00,37.00,14.00,8.00,0.00,4.00,2.00,12.00,0.00,10.00,2.00,11.00,38.00,-3.00,40.00,0.00,0.00,1.00,1.00
1963:Q2,0.00,1.00,43.00,23.00,12.00,0.00,7.00,4.00,9.00,0.00,9.00,0.00,11.00,44.00,-2.00,45.00,0.00,0.00,1.00,1.00
1963:Q3,0.00,1.00,44.00,21.00,11.00,0.00,7.00,3.00,8.00,0.00,8.00,0.00,15.00,46.00,-2.00,46.00,0.00,0.00,2.00,2.00
1963:Q4,0.00,1.00,38.00,9.00,5.00,0.00,3.00,1.00,13.00,0.00,9.00,4.00,16.00,41.00,-3.00,41.00,0.00,0.00,3.00,3.00
1964:Q1,0.00,1.00,37.00,-1.00,0.00,0.00,1.00,-2.00,15.00,0.00,10.00,5.00,23.00,35.00,-3.00,40.00,0.00,0.00,-2.00,-2.00
1964:Q2,0.00,1.00,36.00,-9.00,-4.00,0.00,0.00,-5.00,18.00,0.00,11.00,7.00,27.00,33.00,-3.00,39.00,0.00,0.00,-3.00,-3.00
1964:Q3,0.00,1.00,34.00,-10.00,-5.00,0.00,0.00,-5.00,19.00,0.00,12.00,7.00,25.00,36.00,-3.00,37.00,0.00,0.00,2.00,2.00
1964:Q4,0.00,1.00,30.00,-11.00,-4.00,0.00,-1.00,-6.00,18.00,0.00,13.00,5.00,23.00,28.00,-1.00,31.00,0.00,0.00,-2.00,-2.00
1965:Q1,0.00,1.00,23.00,1.00,-1.00,0.00,2.00,0.00,18.00,0.00,16.00,2.00,4.00,20.00,0.00,23.00,0.00,0.00,-3.00,-4.00
1965:Q2,0.00,1.00,15.00,4.00,0.00,0.00,2.00,2.00,19.00,0.00,19.00,0.00,-8.00,9.00,3.00,12.00,0.00,0.00,-6.00,-7.00
1965:Q3,0.00,1.00,18.00,6.00,0.00,0.00,3.00,3.00,19.00,0.00,19.00,0.00,-7.00,14.00,2.00,16.00,0.00,0.00,-4.00,-5.00
1965:Q4,0.00,1.00,38.00,7.00,0.00,0.00,5.00,2.00,17.00,0.00,15.00,2.00,14.00,32.00,2.00,36.00,0.00,0.00,-6.00,-7.00
1966:Q1,0.00,1.00,50.00,15.00,4.00,0.00,7.00,4.00,16.00,0.00,11.00,5.00,19.00,54.00,-5.00,55.00,0.00,0.00,4.00,4.00
1966:Q2,0.00,1.00,64.00,21.00,6.00,0.00,10.00,5.00,14.00,0.00,7.00,7.00,29.00,73.00,-9.00,73.00,0.00,0.00,9.00,9.00
1966:Q3,0.00,1.00,68.00,22.00,7.00,0.00,10.00,5.00,14.00,0.00,6.00,8.00,32.00,77.00,-10.00,78.00,0.00,0.00,9.00,9.00
1966:Q4,0.00,1.00,62.00,15.00,5.00,0.00,7.00,3.00,15.00,0.00,9.00,6.00,32.00,68.00,-8.00,70.00,0.00,0.00,6.00,6.00
1967:Q1,0.00,1.00,62.00,22.00,9.00,0.00,5.00,8.00,15.00,0.00,14.00,1.00,25.00,72.00,-11.00,73.00,0.00,0.00,10.00,10.00
1967:Q2,0.00,1.00,65.00,22.00,11.00,0.00,3.00,8.00,16.00,0.00,18.00,-2.00,27.00,77.00,-13.00,78.00,0.00,0.00,12.00,11.00
1967:Q3,1.00,1.00,62.00,22.00,11.00,0.00,2.00,9.00,16.00,0.00,18.00,-2.00,24.00,76.00,-14.00,76.00,0.00,0.00,14.00,14.00
1967:Q4,1.00,1.00,55.00,21.00,10.00,0.00,1.00,10.00,14.00,0.00,13.00,1.00,20.00,67.00,-12.00,67.00,0.00,0.00,12.00,12.00
1968:Q1,1.00,1.00,50.00,13.00,6.00,0.00,2.00,5.00,5.00,0.00,11.00,-6.00,32.00,56.00,-5.00,55.00,0.00,0.00,6.00,6.00
1968:Q2,1.00,1.00,15.00,8.00,3.00,0.00,2.00,3.00,6.00,0.00,8.00,-2.00,1.00,22.00,-6.00,21.00,0.00,0.00,7.00,7.00
1968:Q3,1.00,1.00,40.00,7.00,3.00,0.00,2.00,2.00,6.00,0.00,7.00,-1.00,27.00,46.00,-6.00,46.00,0.00,0.00,6.00,6.00
1968:Q4,1.00,1.00,124.00,34.00,4.00,0.00,29.00,1.00,6.00,0.00,9.00,-3.00,84.00,129.00,-6.00,130.00,0.00,0.00,5.00,5.00
1969:Q1,1.00,2.00,228.00,15.00,6.00,0.00,8.00,1.00,31.00,0.00,8.00,23.00,182.00,207.00,-8.00,25.00,106.00,106.00,-21.00,-22.00
1969:Q2,1.00,2.00,359.00,14.00,6.00,0.00,8.00,0.00,45.00,0.00,8.00,37.00,300.00,328.00,-9.00,40.00,164.00,164.00,-31.00,-32.00
1969:Q3,1.00,2.00,336.00,15.00,7.00,0.00,8.00,0.00,49.00,0.00,8.00,41.00,272.00,342.00,-9.00,40.00,153.00,153.00,6.00,5.00
1969:Q4,1.00,2.00,157.00,18.00,9.00,0.00,7.00,2.00,43.00,0.00,8.00,35.00,96.00,163.00,-9.00,26.00,70.00,70.00,6.00,5.00
1970:Q1,1.00,1.00,154.00,11.00,7.00,0.00,6.00,-2.00,30.00,0.00,72.00,-42.00,113.00,171.00,-21.00,122.00,27.00,27.00,17.00,17.00
1970:Q2,1.00,1.00,93.00,5.00,6.00,0.00,3.00,-4.00,23.00,0.00,15.00,8.00,65.00,118.00,-29.00,86.00,18.00,18.00,25.00,25.00
1970:Q3,1.00,2.00,67.00,8.00,7.00,0.00,5.00,-4.00,21.00,0.00,15.00,6.00,38.00,92.00,-30.00,67.00,15.00,15.00,25.00,25.00
1970:Q4,1.00,2.00,77.00,13.00,9.00,0.00,9.00,-5.00,24.00,0.00,18.00,6.00,40.00,96.00,-23.00,70.00,15.00,15.00,19.00,19.00
1971:Q1,1.00,2.00,-64.00,86.00,30.00,0.00,56.00,0.00,26.00,0.00,21.00,5.00,-176.00,-52.00,-21.00,-30.00,-7.00,-7.00,12.00,11.00
1971:Q2,1.00,2.00,-71.00,38.00,25.00,0.00,13.00,0.00,54.00,0.00,74.00,-20.00,-163.00,-44.00,-35.00,-25.00,-6.00,-6.00,27.00,26.00
1971:Q3,1.00,2.00,305.00,45.00,69.00,0.00,-25.00,1.00,27.00,0.00,6.00,21.00,233.00,359.00,-64.00,258.00,56.00,56.00,54.00,53.00
1971:Q4,1.00,2.00,212.00,10.00,37.00,0.00,-27.00,0.00,25.00,0.00,6.00,19.00,177.00,208.00,-7.00,154.00,33.00,33.00,-4.00,-5.00
1972:Q1,1.00,2.00,-157.00,16.00,-39.00,0.00,54.00,1.00,2.00,0.00,4.00,-2.00,-175.00,-117.00,-47.00,-77.00,-17.00,-17.00,40.00,40.00
1972:Q2,1.00,2.00,-169.00,-3.00,-31.00,0.00,27.00,1.00,-23.00,0.00,15.00,-38.00,-143.00,-115.00,-62.00,-75.00,-16.00,-16.00,54.00,54.00
1972:Q3,1.00,2.00,288.00,137.00,140.00,0.00,-4.00,1.00,77.00,0.00,5.00,72.00,74.00,335.00,-53.00,239.00,51.00,51.00,47.00,47.00
1972:Q4,1.00,2.00,335.00,128.00,135.00,0.00,-8.00,1.00,-47.00,0.00,-2.00,-45.00,254.00,336.00,-7.00,239.00,52.00,52.00,1.00,0.00
1973:Q1,1.00,2.00,37.00,-77.00,-85.00,0.00,3.00,5.00,-4.00,0.00,-42.00,38.00,118.00,40.00,-5.00,29.00,7.00,7.00,3.00,2.00
1973:Q2,1.00,2.00,-132.00,-77.00,-85.00,0.00,3.00,5.00,-5.00,0.00,-41.00,36.00,-50.00,-129.00,-6.00,-88.00,-19.00,-19.00,3.00,2.00
1973:Q3,1.00,3.00,171.00,75.00,48.00,0.00,27.00,0.00,60.00,0.00,48.00,12.00,36.00,295.00,-138.00,216.00,47.00,47.00,124.00,123.00
1973:Q4,1.00,3.00,111.00,76.00,49.00,0.00,27.00,0.00,61.00,0.00,49.00,12.00,-26.00,235.00,-137.00,174.00,37.00,37.00,124.00,123.00
1974:Q1,1.00,4.00,78.00,-34.00,-125.00,0.00,90.00,1.00,56.00,0.00,-17.00,73.00,56.00,-42.00,119.00,-29.00,-6.00,-6.00,-120.00,-122.00
1974:Q2,1.00,4.00,76.00,67.00,-24.00,0.00,91.00,0.00,56.00,0.00,-18.00,74.00,-47.00,-46.00,120.00,-30.00,-7.00,-7.00,-122.00,-124.00
1974:Q3,2.00,4.00,137.00,45.00,-21.00,0.00,66.00,0.00,234.00,0.00,88.00,146.00,-142.00,83.00,55.00,57.00,13.00,13.00,-54.00,-56.00
1974:Q4,2.00,4.00,-42.00,-89.00,-54.00,0.00,-35.00,0.00,130.00,0.00,1.00,129.00,-83.00,72.00,-112.00,49.00,11.00,11.00,114.00,112.00
1975:Q1,2.00,5.00,242.00,51.00,29.00,0.00,25.00,-3.00,25.00,0.00,-36.00,61.00,166.00,245.00,-8.00,175.00,38.00,38.00,3.00,0.00
1975:Q2,2.00,5.00,246.00,35.00,20.00,0.00,12.00,3.00,30.00,0.00,15.00,15.00,181.00,247.00,-8.00,178.00,38.00,38.00,1.00,-2.00
1975:Q3,2.00,5.00,228.00,54.00,13.00,0.00,38.00,3.00,60.00,0.00,8.00,52.00,114.00,293.00,-47.00,192.00,42.00,42.00,65.00,63.00
1975:Q4,3.00,5.00,232.00,49.00,9.00,0.00,37.00,3.00,61.00,0.00,7.00,54.00,122.00,298.00,-49.00,197.00,42.00,42.00,66.00,64.00
1976:Q1,2.00,5.00,-1.00,120.00,-42.00,0.00,143.00,19.00,24.00,0.00,50.00,-26.00,-145.00,37.00,24.00,-18.00,-4.00,-4.00,38.00,36.00
1976:Q2,2.00,5.00,-20.00,80.00,-29.00,0.00,82.00,27.00,22.00,0.00,49.00,-27.00,-122.00,21.00,11.00,-21.00,-5.00,-5.00,41.00,39.00
1976:Q3,3.00,5.00,280.00,173.00,64.00,0.00,98.00,11.00,-4.00,0.00,16.00,-20.00,111.00,218.00,64.00,151.00,33.00,33.00,-62.00,-65.00
1976:Q4,3.00,5.00,275.00,217.00,84.00,0.00,121.00,12.00,-3.00,0.00,14.00,-17.00,61.00,220.00,56.00,153.00,33.00,33.00,-55.00,-58.00
1977:Q1,3.00,5.00,79.00,45.00,56.00,0.00,-61.00,50.00,2.00,0.00,36.00,-34.00,32.00,257.00,-156.00,-12.00,124.00,124.00,178.00,176.00
1977:Q2,3.00,5.00,47.00,74.00,71.00,0.00,-58.00,61.00,2.00,0.00,36.00,-34.00,-29.00,258.00,-193.00,-60.00,150.00,150.00,211.00,209.00
1977:Q3,3.00,5.00,100.00,56.00,39.00,0.00,18.00,-1.00,39.00,0.00,-51.00,90.00,5.00,129.00,-79.00,-66.00,123.00,123.00,29.00,27.00
1977:Q4,3.00,5.00,99.00,58.00,42.00,0.00,19.00,-3.00,37.00,0.00,-33.00,70.00,4.00,109.00,-80.00,-35.00,107.00,107.00,10.00,8.00
1978:Q1,3.00,6.00,290.00,118.00,-2.00,0.00,100.00,20.00,-107.00,0.00,53.00,-160.00,279.00,368.00,-80.00,-19.00,195.00,195.00,78.00,75.00
1978:Q2,3.00,6.00,401.00,113.00,0.00,0.00,92.00,21.00,-110.00,0.00,66.00,-176.00,398.00,481.00,-82.00,-30.00,257.00,257.00,80.00,77.00
1978:Q3,3.00,7.00,325.00,99.00,-35.00,0.00,64.00,70.00,14.00,0.00,14.00,0.00,212.00,384.00,-75.00,8.00,196.00,196.00,59.00,55.00
1978:Q4,3.00,7.00,279.00,99.00,-36.00,0.00,64.00,71.00,15.00,0.00,15.00,0.00,165.00,351.00,-89.00,95.00,137.00,137.00,72.00,68.00
1979:Q1,3.00,7.00,222.00,-184.00,-29.00,0.00,-159.00,4.00,16.00,0.00,15.00,1.00,390.00,310.00,-95.00,203.00,57.00,57.00,88.00,84.00
1979:Q2,3.00,7.00,235.00,-147.00,-37.00,0.00,-116.00,6.00,20.00,0.00,15.00,5.00,362.00,310.00,-82.00,327.00,-5.00,-5.00,75.00,71.00
1979:Q3,4.00,8.00,398.00,122.00,55.00,0.00,16.00,51.00,21.00,0.00,15.00,6.00,255.00,725.00,-335.00,330.00,202.00,202.00,327.00,323.00
1979:Q4,4.00,8.00,424.00,117.00,54.00,0.00,15.00,48.00,24.00,0.00,15.00,9.00,283.00,767.00,-351.00,211.00,282.00,282.00,343.00,339.00
1980:Q1,4.00,9.00,501.00,86.00,21.00,0.00,-33.00,98.00,21.00,66.00,20.00,-65.00,394.00,583.00,-90.00,108.00,91.00,91.00,383.00,77.00
1980:Q2,4.00,9.00,703.00,172.00,29.00,0.00,-12.00,155.00,142.00,97.00,20.00,25.00,389.00,784.00,-90.00,21.00,49.00,49.00,755.00,76.00
1980:Q3,4.00,9.00,745.00,151.00,28.00,0.00,-17.00,140.00,167.00,116.00,20.00,31.00,427.00,826.00,-90.00,-8.00,71.00,71.00,783.00,77.00
1980:Q4,4.00,9.00,742.00,22.00,20.00,0.00,-53.00,55.00,170.00,121.00,20.00,29.00,550.00,824.00,-89.00,17.00,158.00,158.00,580.00,77.00
1981:Q1,4.00,9.00,952.00,-100.00,16.00,0.00,-80.00,-36.00,250.00,139.00,20.00,91.00,802.00,896.00,46.00,32.00,262.00,262.00,295.00,-61.00
1981:Q2,4.00,10.00,1033.00,-217.00,17.00,0.00,-113.00,-121.00,280.00,117.00,20.00,143.00,970.00,1044.00,-21.00,32.00,380.00,380.00,274.00,6.00
1981:Q3,4.00,10.00,888.00,-249.00,8.00,0.00,-115.00,-142.00,340.00,189.00,20.00,131.00,797.00,935.00,-58.00,31.00,370.00,370.00,222.00,42.00
1981:Q4,5.00,10.00,514.00,-200.00,-11.00,0.00,-92.00,-97.00,430.00,355.00,20.00,55.00,284.00,571.00,-67.00,28.00,231.00,231.00,148.00,52.00
1982:Q1,5.00,10.00,47.00,-80.00,19.00,0.00,-31.00,-68.00,547.00,539.00,-32.00,40.00,-420.00,135.00,-99.00,41.00,97.00,97.00,0.00,83.00
1982:Q2,5.00,10.00,-514.00,-23.00,22.00,0.00,7.00,-52.00,691.00,746.00,-63.00,8.00,-1182.00,-379.00,-146.00,69.00,-40.00,-40.00,-223.00,130.00
1982:Q3,5.00,10.00,-471.00,4.00,28.00,0.00,19.00,-43.00,697.00,777.00,-70.00,-10.00,-1172.00,-333.00,-149.00,37.00,-50.00,-50.00,-121.00,133.00
1982:Q4,5.00,10.00,174.00,-1.00,31.00,0.00,5.00,-37.00,565.00,638.00,-55.00,-18.00,-390.00,268.00,-106.00,-56.00,62.00,62.00,306.00,89.00
1983:Q1,5.00,8.00,480.00,10.00,46.00,0.00,1.00,-37.00,454.00,526.00,-15.00,-57.00,16.00,537.00,-70.00,-156.00,175.00,175.00,414.00,54.00
1983:Q2,5.00,8.00,1235.00,30.00,62.00,0.00,1.00,-33.00,364.00,458.00,10.00,-104.00,841.00,1254.00,-33.00,-265.00,281.00,281.00,990.00,16.00
1983:Q3,5.00,9.00,1170.00,36.00,59.00,0.00,1.00,-24.00,329.00,414.00,15.00,-100.00,805.00,1190.00,-33.00,-282.00,279.00,279.00,947.00,16.00
1983:Q4,5.00,9.00,394.00,24.00,33.00,0.00,-3.00,-6.00,353.00,402.00,25.00,-74.00,17.00,444.00,-64.00,-211.00,169.00,169.00,382.00,46.00
1984:Q1,5.00,9.00,124.00,17.00,15.00,0.00,1.00,1.00,347.00,357.00,25.00,-35.00,-240.00,208.00,-99.00,-160.00,67.00,67.00,334.00,80.00
1984:Q2,5.00,9.00,-631.00,4.00,-7.00,0.00,1.00,10.00,312.00,289.00,40.00,-17.00,-947.00,-520.00,-126.00,-140.00,-29.00,-29.00,-197.00,107.00
