date,FA344090025.Q,FA344022025.Q,FA343061155.Q,FA343061723.Q,FA343063023.Q,FA343064123.Q,FA343073053.Q,FA344090025.Q
1990:Q3,2780.00,2624.00,2588.00,0.00,36.00,156.00,0.00,2780.00
1990:Q4,3856.00,3132.00,2948.00,0.00,184.00,724.00,0.00,3856.00
1991:Q1,2696.00,2432.00,2332.00,0.00,100.00,264.00,0.00,2696.00
1991:Q2,3084.00,2984.00,2932.00,0.00,52.00,100.00,0.00,3084.00
1991:Q3,3064.00,2404.00,2276.00,80.00,48.00,660.00,0.00,3064.00
1991:Q4,4116.00,3240.00,3080.00,100.00,60.00,876.00,0.00,4116.00
1992:Q1,3716.00,2232.00,2008.00,140.00,84.00,1484.00,0.00,3716.00
1992:Q2,4428.00,3288.00,3112.00,108.00,68.00,1140.00,0.00,4428.00
1992:Q3,4020.00,3020.00,2756.00,164.00,100.00,1000.00,0.00,4020.00
1992:Q4,4880.00,3656.00,3432.00,140.00,84.00,1224.00,0.00,4880.00
1993:Q1,4300.00,2704.00,2484.00,136.00,84.00,1596.00,0.00,4300.00
1993:Q2,4872.00,3492.00,3164.00,204.00,124.00,1380.00,0.00,4872.00
1993:Q3,4916.00,3332.00,2920.00,256.00,156.00,1584.00,0.00,4916.00
1993:Q4,5400.00,3296.00,2992.00,192.00,112.00,2104.00,0.00,5400.00
1994:Q1,4772.00,2420.00,2052.00,232.00,136.00,2352.00,0.00,4772.00
1994:Q2,4632.00,3148.00,3048.00,64.00,36.00,1484.00,0.00,4632.00
1994:Q3,6164.00,4576.00,4456.00,76.00,44.00,1588.00,0.00,6164.00
1994:Q4,5064.00,3680.00,3696.00,-12.00,-4.00,1384.00,0.00,5064.00
1995:Q1,6884.00,5380.00,5280.00,64.00,36.00,1504.00,0.00,6884.00
1995:Q2,6092.00,3556.00,3388.00,108.00,60.00,2536.00,0.00,6092.00
1995:Q3,5604.00,2668.00,2468.00,128.00,72.00,2936.00,0.00,5604.00
1995:Q4,5992.00,-33204.00,-33492.00,176.00,112.00,3564.00,35632.00,5992.00
1996:Q1,6652.00,38156.00,37828.00,200.00,128.00,4128.00,-35632.00,6652.00
1996:Q2,7676.00,2704.00,2680.00,16.00,8.00,4972.00,0.00,7676.00
1996:Q3,5400.00,1824.00,1640.00,112.00,72.00,3576.00,0.00,5400.00
1996:Q4,7316.00,3184.00,3132.00,32.00,20.00,4132.00,0.00,7316.00
1997:Q1,4664.00,960.00,920.00,24.00,16.00,3704.00,0.00,4664.00
1997:Q2,7668.00,3308.00,3248.00,36.00,24.00,4360.00,0.00,7668.00
1997:Q3,4696.00,-144.00,-248.00,64.00,40.00,4840.00,0.00,4696.00
1997:Q4,8220.00,3508.00,3256.00,156.00,96.00,4712.00,0.00,8220.00
1998:Q1,5348.00,1240.00,980.00,160.00,100.00,4108.00,0.00,5348.00
1998:Q2,7988.00,2244.00,2084.00,100.00,60.00,5744.00,0.00,7988.00
1998:Q3,2776.00,992.00,560.00,268.00,164.00,1784.00,0.00,2776.00
1998:Q4,10736.00,6460.00,5940.00,312.00,208.00,4276.00,0.00,10736.00
1999:Q1,4328.00,72.00,-108.00,108.00,72.00,4256.00,0.00,4328.00
1999:Q2,9188.00,4060.00,4000.00,36.00,24.00,5128.00,0.00,9188.00
1999:Q3,5784.00,2068.00,2164.00,-56.00,-40.00,3716.00,0.00,5784.00
1999:Q4,8892.00,4328.00,4616.00,-180.00,-108.00,4564.00,0.00,8892.00
2000:Q1,7328.00,-980.00,-592.00,-244.00,-144.00,8308.00,0.00,7328.00
2000:Q2,7488.00,2496.00,2584.00,-56.00,-32.00,4992.00,0.00,7488.00
2000:Q3,7908.00,2852.00,2720.00,84.00,48.00,5056.00,0.00,7908.00
2000:Q4,6432.00,3928.00,3244.00,448.00,236.00,2504.00,0.00,6432.00
2001:Q1,7272.00,10552.00,7448.00,2040.00,1064.00,-3280.00,0.00,7272.00
2001:Q2,9872.00,6692.00,5724.00,636.00,332.00,3180.00,0.00,9872.00
2001:Q3,6400.00,10960.00,6860.00,2696.00,1404.00,-4560.00,0.00,6400.00
2001:Q4,12292.00,9996.00,8072.00,1208.00,716.00,2296.00,0.00,12292.00
2002:Q1,12144.00,6672.00,6908.00,-148.00,-88.00,5472.00,0.00,12144.00
2002:Q2,8396.00,6304.00,5128.00,740.00,436.00,2092.00,0.00,8396.00
2002:Q3,13604.00,18472.00,14500.00,2496.00,1476.00,-4868.00,0.00,13604.00
2002:Q4,10712.00,8920.00,7892.00,660.00,368.00,1792.00,0.00,10712.00
2003:Q1,13984.00,-182916.00,-186412.00,2240.00,1256.00,-1180.00,198080.00,13984.00
2003:Q2,13144.00,200496.00,200464.00,20.00,12.00,10728.00,-198080.00,13144.00
2003:Q3,12872.00,-2204.00,2696.00,-3140.00,-1760.00,15076.00,0.00,12872.00
2003:Q4,13572.00,-3860.00,-764.00,-1984.00,-1112.00,17432.00,0.00,13572.00
2004:Q1,13284.00,920.00,2140.00,-784.00,-436.00,12364.00,0.00,13284.00
2004:Q2,11624.00,7012.00,8268.00,-804.00,-452.00,4612.00,0.00,11624.00
2004:Q3,16352.00,10852.00,9972.00,564.00,316.00,5500.00,0.00,16352.00
2004:Q4,15832.00,260.00,976.00,-468.00,-248.00,15572.00,0.00,15832.00
2005:Q1,15560.00,8960.00,8900.00,40.00,20.00,6600.00,0.00,15560.00
2005:Q2,14992.00,11848.00,11088.00,496.00,264.00,3144.00,0.00,14992.00
2005:Q3,16720.00,8116.00,7768.00,228.00,120.00,8604.00,0.00,16720.00
2005:Q4,15260.00,3276.00,3632.00,-236.00,-120.00,11984.00,0.00,15260.00
2006:Q1,15852.00,5724.00,5792.00,-44.00,-24.00,10128.00,0.00,15852.00
2006:Q2,15964.00,18408.00,18540.00,-88.00,-44.00,-2444.00,0.00,15964.00
2006:Q3,15312.00,7564.00,6748.00,544.00,272.00,7748.00,0.00,15312.00
2006:Q4,16108.00,3212.00,2644.00,368.00,200.00,12896.00,0.00,16108.00
2007:Q1,16388.00,15208.00,14460.00,484.00,264.00,1180.00,0.00,16388.00
2007:Q2,15008.00,4248.00,4236.00,8.00,4.00,10760.00,0.00,15008.00
2007:Q3,14584.00,17480.00,16296.00,764.00,420.00,-2896.00,0.00,14584.00
2007:Q4,16752.00,11364.00,10420.00,588.00,356.00,5388.00,0.00,16752.00
2008:Q1,15256.00,40480.00,34148.00,3948.00,2384.00,-25224.00,0.00,15256.00
2008:Q2,16568.00,8532.00,9392.00,-536.00,-324.00,8036.00,0.00,16568.00
2008:Q3,16560.00,28428.00,28292.00,84.00,52.00,-11868.00,0.00,16560.00
2008:Q4,19408.00,21072.00,25500.00,-2872.00,-1556.00,-1664.00,0.00,19408.00
2009:Q1,15496.00,17348.00,17556.00,-136.00,-72.00,-1852.00,0.00,15496.00
2009:Q2,19896.00,2176.00,1548.00,408.00,220.00,17720.00,0.00,19896.00
2009:Q3,13524.00,4428.00,2228.00,1428.00,772.00,9096.00,0.00,13524.00
2009:Q4,24044.00,8736.00,6864.00,1144.00,728.00,15308.00,0.00,24044.00
2010:Q1,16016.00,6944.00,5980.00,588.00,376.00,9072.00,0.00,16016.00
2010:Q2,19748.00,17916.00,16140.00,1084.00,692.00,1832.00,0.00,19748.00
2010:Q3,16984.00,19944.00,15512.00,2708.00,1724.00,-2960.00,0.00,16984.00
2010:Q4,19104.00,1776.00,3768.00,-1188.00,-804.00,17328.00,0.00,19104.00
2011:Q1,16596.00,15076.00,15652.00,-344.00,-232.00,1520.00,0.00,16596.00
2011:Q2,19712.00,-402492.00,-404876.00,1424.00,960.00,3416.00,418788.00,19712.00
2011:Q3,16444.00,451396.00,449400.00,1192.00,804.00,-16164.00,-418788.00,16444.00
2011:Q4,39136.00,37000.00,34792.00,1256.00,952.00,2136.00,0.00,39136.00
2012:Q1,14484.00,-660.00,-4320.00,2084.00,1576.00,8096.00,7048.00,14484.00
2012:Q2,15052.00,24392.00,19952.00,2528.00,1912.00,-2292.00,-7048.00,15052.00
2012:Q3,14396.00,18520.00,15316.00,1824.00,1380.00,-4124.00,0.00,14396.00
2012:Q4,14236.00,19408.00,18676.00,404.00,328.00,-10076.00,4904.00,14236.00
2013:Q1,9676.00,-13304.00,-9348.00,-2184.00,-1772.00,17620.00,5360.00,9676.00
2013:Q2,12260.00,-43820.00,-40480.00,-1844.00,-1496.00,10240.00,45840.00,12260.00
2013:Q3,18028.00,-382820.00,-379544.00,-1808.00,-1468.00,-5972.00,406820.00,18028.00
2013:Q4,35980.00,478452.00,479996.00,-796.00,-748.00,20452.00,-462924.00,35980.00
2014:Q1,15284.00,6764.00,12240.00,-2824.00,-2652.00,8520.00,0.00,15284.00
2014:Q2,10392.00,9860.00,8424.00,740.00,696.00,532.00,0.00,10392.00
2014:Q3,28572.00,21156.00,21208.00,-28.00,-24.00,7416.00,0.00,28572.00
2014:Q4,36248.00,31936.00,30776.00,580.00,580.00,4312.00,0.00,36248.00
2015:Q1,13804.00,-236816.00,-237848.00,516.00,516.00,6936.00,243684.00,13804.00
2015:Q2,12200.00,-250968.00,-251768.00,400.00,400.00,-3372.00,266540.00,12200.00
2015:Q3,16268.00,-275892.00,-274956.00,-468.00,-468.00,2720.00,289440.00,16268.00
2015:Q4,29700.00,828532.00,828012.00,260.00,260.00,832.00,-799664.00,29700.00
2016:Q1,13876.00,25116.00,24500.00,308.00,308.00,-11240.00,0.00,13876.00
2016:Q2,6600.00,15112.00,13432.00,840.00,840.00,-8512.00,0.00,6600.00
2016:Q3,16132.00,22548.00,20372.00,1088.00,1088.00,-6416.00,0.00,16132.00
